review_id,ticker,cik,accession_number,accepted_at,document_name,source_url,source_sha256,metric,fiscal_period,accounting_basis,metric_subtype,unit,lower_bound,upper_bound,midpoint,numeric_role,sign,source_structure,range_offset,range_role,semantic_role,table_index,row_index,column_index,row_header,header_path,source_excerpt,candidate_status,block_path,source_kind,review_priority,review_decision,review_reason,reviewer,reviewed_at
SG8-0001,APH,0000820313,0001558370-20-008288,2020-07-22T14:35:44.000Z,aph-20200722xex99d1.htm,https://www.sec.gov/Archives/edgar/data/820313/000155837020008288/aph-20200722xex99d1.htm,bdadac9ded8f2e41e2c11fff86e9ca930444fd32e842d858e459f7288c1b51b8,EPS,Q3-2020,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0.84,0.86,0.85,CURRENT_GUIDANCE_RANGE,AS_REPORTED,NARRATIVE_CLAUSE,574,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,,,,,,"However, considering the current demand environment and assuming no new material disruptions from the pandemic as well as constant exchange rates, for the third quarter 2020, we expect sales to be in the range of $1.960 billion to $2.000 billion and Adjusted Diluted EPS in the range of $0.84 to $0.86.”",V8_FIVE_RELATION_CORRECTED_NOT_SOURCE_REVIEWED,/html/body/document/type/sequence/filename/description/text/div[3]/div/p[3],HTML_P,0b4d7ca3d5857b6101c950e0ec88f24eca1aa95758c99648694e2ca1e2db2727,PENDING,,,
SG8-0002,CDNS,0000813672,0000813672-22-000036,2022-07-25T20:06:05.000Z,cfocommentary07252022ex9902.htm,https://www.sec.gov/Archives/edgar/data/813672/000081367222000036/cfocommentary07252022ex9902.htm,81443f333497cedb41bdbc1b9ad65e2978ebb570852ce39dfe23241a8717bdea,EPS,FY2022,GAAP,NOT_APPLICABLE,USD_PER_SHARE,2.59,2.65,2.62,CURRENT_GUIDANCE_RANGE,AS_REPORTED,HTML_TABLE_GRID,0,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,8,30,18,GAAP EPS | GAAP EPS | GAAP EPS | $ | 2.50,"Current | FY 2022E | 85% - 90% | $3,470 - $3,510 | 16% - 17% | ~70% | 29.25% - 30.25% | 39.25% - 40.25% | $(28) - $(32) | $(16) - $(20) | ~28% | 17.5% | 275 - 277",Fiscal Year 2022 Financial Outlook | GAAP EPS | GAAP EPS | GAAP EPS | $ | 2.50 | | | | | $2.51 - $2.59 | $2.51 - $2.59 | $2.51 - $2.59 | | | | | | | $2.59 - $2.65 | $2.59 - $2.65 | $2.59 - $2.65 | | |,V8_FIVE_RELATION_CORRECTED_NOT_SOURCE_REVIEWED,,,15205a14e5f91c51f31374e114890a2c598b75f56d11f026c4387a3dd6bec256,PENDING,,,
SG8-0003,CDNS,0000813672,0000813672-22-000036,2022-07-25T20:06:05.000Z,cfocommentary07252022ex9902.htm,https://www.sec.gov/Archives/edgar/data/813672/000081367222000036/cfocommentary07252022ex9902.htm,81443f333497cedb41bdbc1b9ad65e2978ebb570852ce39dfe23241a8717bdea,EPS,FY2022,GAAP,NOT_APPLICABLE,USD_PER_SHARE,4.06,4.12,4.09,CURRENT_GUIDANCE_RANGE,AS_REPORTED,HTML_TABLE_GRID,0,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,8,33,18,Non-GAAP EPS | Non-GAAP EPS | Non-GAAP EPS | $ | 3.29,"Current | FY 2022E | 85% - 90% | $3,470 - $3,510 | 16% - 17% | ~70% | 29.25% - 30.25% | 39.25% - 40.25% | $(28) - $(32) | $(16) - $(20) | ~28% | 17.5% | 275 - 277 | $2.59 - $2.65",Fiscal Year 2022 Financial Outlook | Non-GAAP EPS | Non-GAAP EPS | Non-GAAP EPS | $ | 3.29 | | | | | $3.89 - $3.97 | $3.89 - $3.97 | $3.89 - $3.97 | | | | | | | $4.06 - $4.12 | $4.06 - $4.12 | $4.06 - $4.12 | | |,V8_FIVE_RELATION_CORRECTED_NOT_SOURCE_REVIEWED,,,15205a14e5f91c51f31374e114890a2c598b75f56d11f026c4387a3dd6bec256,PENDING,,,
SG8-0004,WST,0000105770,0000105770-17-000047,2017-10-26T14:01:07.000Z,exh991q32017earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/105770/000010577017000047/exh991q32017earningsrelease.htm,e408a2c4ec6f21e75ab89f3c99b89f7415f0c8077c015ce4f56839c6f9e1d67c,EPS,FY2017,UNSPECIFIED,NOT_APPLICABLE,USD_PER_SHARE,2.59,2.64,2.615,CURRENT_GUIDANCE_RANGE,AS_REPORTED,HTML_TABLE_GRID,0,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,26,3,1,Reported diluted EPS guidance,Full Year 2017 Guidance(2) (3),| Reported diluted EPS guidance | $2.59 to $2.64,V8_FIVE_RELATION_CORRECTED_NOT_SOURCE_REVIEWED,,,19d828369f25c84d4353ddcd98a881767c13b87f433ecae53ecc53308630d67a,PENDING,,,
SG8-0005,WST,0000105770,0000105770-17-000047,2017-10-26T14:01:07.000Z,exh991q32017earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/105770/000010577017000047/exh991q32017earningsrelease.htm,e408a2c4ec6f21e75ab89f3c99b89f7415f0c8077c015ce4f56839c6f9e1d67c,EPS,FY2017,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,2.74,2.79,2.765,CURRENT_GUIDANCE_RANGE,AS_REPORTED,HTML_TABLE_GRID,0,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,26,5,1,Adjusted diluted EPS guidance,Full Year 2017 Guidance(2) (3) | $2.59 to $2.64 | 0.15,| Adjusted diluted EPS guidance | $2.74 to $2.79,V8_FIVE_RELATION_CORRECTED_NOT_SOURCE_REVIEWED,,,19d828369f25c84d4353ddcd98a881767c13b87f433ecae53ecc53308630d67a,PENDING,,,
SG8-0006,MCO,0001059556,0001157523-22-000521,2022-05-02T11:15:33.000Z,a52702931ex99_1.htm,https://www.sec.gov/Archives/edgar/data/1059556/000115752322000521/a52702931ex99_1.htm,523379de16a43402e807c7fc535743b4ec3ce83fb9a3de2970525c8141b72f33,EPS,FY2022,UNSPECIFIED,NOT_APPLICABLE,USD_PER_SHARE,9.85,10.35,10.1,CURRENT_GUIDANCE_RANGE,AS_REPORTED,NARRATIVE_CLAUSE,46,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,,,,,,Full year 2022 diluted EPS is projected to be $9.85 to $10.35. The Company expects full year 2022 adjusted diluted EPS1 to be $10.75 to $11.25.,V8_FIVE_RELATION_CORRECTED_NOT_SOURCE_REVIEWED,/html/body/document/type/sequence/filename/description/text/div/div[2]/div/div/div[2]/div[1]/p[30],HTML_P,1aa322a2edfd96cbbd646f07c5362c8bbd796207a852203134b3d0aa3e238717,PENDING,,,
SG8-0007,APH,0000820313,0001558370-20-011602,2020-10-21T14:25:55.000Z,aph-20201021xex99d1.htm,https://www.sec.gov/Archives/edgar/data/820313/000155837020011602/aph-20201021xex99d1.htm,5c762ae1a71bb43c23629a1d94c4fa8fe0e3d07d6989fcca839efa64aa130ddf,EPS,Q4-2020,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,3.59,3.61,3.6,CURRENT_GUIDANCE_RANGE,AS_REPORTED,NARRATIVE_CLAUSE,614,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,,,,,,"Given the current demand environment and assuming no new material disruptions from the pandemic as well as constant exchange rates, for the fourth quarter 2020, we expect sales to be in the range of $2.160 billion to $2.200 billion and Adjusted Diluted EPS in the range of $0.98 to $1.00. For the full year 2020, we expect sales in the range of $8.333 billion to $8.373 billion, an increase of 1% to 2% over 2019, and Adjusted Diluted EPS to be in the range of $3.59 to $3.61, which is a decrease of 3% to 4% over 2019.”",V8_FIVE_RELATION_CORRECTED_NOT_SOURCE_REVIEWED,/html/body/document/type/sequence/filename/description/text/div[3]/div/p[3],HTML_P,1ad0e70fd9ed645b90bb37b8a25e2a7d9c05cec7cacbba16616fbbf51dc086ec,PENDING,,,
SG8-0008,MCO,0001059556,0001157523-19-000357,2019-02-15T12:30:35.000Z,a51940399ex99_1.htm,https://www.sec.gov/Archives/edgar/data/1059556/000115752319000357/a51940399ex99_1.htm,987854c20114a6dcf892dc0ccd0e1c6aa8a387d12a3f8ae9b2887f00953121cb,EPS,FY2019,UNSPECIFIED,NOT_APPLICABLE,USD_PER_SHARE,7.3,7.55,7.425,CURRENT_GUIDANCE_RANGE,AS_REPORTED,HTML_TABLE_GRID,0,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,18,10,3,Diluted EPS,"Full Year 2019 Moody's Corporation Guidance as of February 15, 2019 | increase in the mid-single-digit percent range | approximately 43% | approximately 48% | $200 - $225 million | 21% - 22%",| Diluted EPS | | | $7.30 to $7.55,V8_FIVE_RELATION_CORRECTED_NOT_SOURCE_REVIEWED,,,1f8b5b462b0776bc868f2a71f3369dc0c374bc434030931ddaad231065c30ab4,PENDING,,,
SG8-0009,MCO,0001059556,0001157523-19-000357,2019-02-15T12:30:35.000Z,a51940399ex99_1.htm,https://www.sec.gov/Archives/edgar/data/1059556/000115752319000357/a51940399ex99_1.htm,987854c20114a6dcf892dc0ccd0e1c6aa8a387d12a3f8ae9b2887f00953121cb,EPS,FY2019,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,7.85,8.1,7.975,CURRENT_GUIDANCE_RANGE,AS_REPORTED,HTML_TABLE_GRID,0,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,18,11,3,Adjusted diluted EPS (1),"Full Year 2019 Moody's Corporation Guidance as of February 15, 2019 | increase in the mid-single-digit percent range | approximately 43% | approximately 48% | $200 - $225 million | 21% - 22% | $7.30 to $7.55",| Adjusted diluted EPS (1) | | | $7.85 to $8.10,V8_FIVE_RELATION_CORRECTED_NOT_SOURCE_REVIEWED,,,1f8b5b462b0776bc868f2a71f3369dc0c374bc434030931ddaad231065c30ab4,PENDING,,,
SG8-0010,TEL,0001385157,0001104659-19-057468,2019-10-30T10:11:40.000Z,tm1920914d1_ex99-2.htm,https://www.sec.gov/Archives/edgar/data/1385157/000110465919057468/tm1920914d1_ex99-2.htm,f7f4bb6f7b4db86059274285e4aea657e5e0dd266926640450b05c188038f770,EPS,FY2020,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,4.85,5.25,5.05,CURRENT_GUIDANCE_RANGE,AS_REPORTED,NARRATIVE_CLAUSE,147,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,,,,,,Y/Y FY 2020 17 Guidance Range Sales of $12.7B - $13.3B Adjusted EPS of $4.85 - $5.25 Adjusted EPS is a non - GAAP financial measure;,V8_FIVE_RELATION_CORRECTED_NOT_SOURCE_REVIEWED,/html/body/document/type/sequence/filename/description/text/p[36],HTML_P,2b5ce4b3adf0926286d4d25ed16c16c3f39ef51458be9f6d5011e1a70bf70c39,PENDING,,,
SG8-0011,EIX,0000827052,0000827052-24-000034,2024-04-30T20:08:35.000Z,eix-20240430xex99d2.htm,https://www.sec.gov/Archives/edgar/data/827052/000082705224000034/eix-20240430xex99d2.htm,2fd62d0237b15f471ba7743ff9f13aea22d33951e9f4f4ea2bb69848b287c4af,EPS,FY2024,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,4.7,5.05,4.875,CURRENT_GUIDANCE_RANGE,AS_REPORTED,NARRATIVE_CLAUSE,169,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,,,,,,"Edison International’s core EPS for first quarter 2024 was $1.13. We are pleased with our start to the year and are confident in affirming our 2024 core EPS guidance of $4.70 to $5.05. We also remain confident in delivering on our long-term EPS growth targets of 5 to 7% for 2021 through 2025, and 2025 through 2028. Our conviction remains grounded in the drivers that continue to support our outlook.",V8_FIVE_RELATION_CORRECTED_NOT_SOURCE_REVIEWED,/html/body/document/type/sequence/filename/description/text/div[2]/div[2]/p[6],HTML_P,32da5f5ceb7121d6e204e0f3c5a562b60ec2f4c7ea3848df15b8eb309b88c94b,PENDING,,,
