review_id,ticker,cik,accession_number,accepted_at,document_name,source_url,source_sha256,metric,fiscal_period,accounting_basis,metric_subtype,unit,lower_bound,upper_bound,midpoint,numeric_role,sign,source_structure,range_offset,range_role,semantic_role,table_index,row_index,column_index,row_header,header_path,source_excerpt,candidate_status,block_path,source_kind,review_priority,review_decision,review_reason,reviewer,reviewed_at
SG4-0042,HON,0000773840,0000930413-16-007663,2016-07-22T10:38:57.000Z,c85650_ex99.htm,https://www.sec.gov/Archives/edgar/data/773840/000093041316007663/c85650_ex99.htm,9d772ca6b0395cfacae235d286161f69559abf091493a1b47c0b6e6e9fe67308,EPS,FY2016,UNSPECIFIED,NOT_APPLICABLE,USD_PER_SHARE,6.6,6.7,6.65,CURRENT_GUIDANCE_RANGE,AS_REPORTED,HTML_TABLE_GRID,0,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,10,6,4,Earnings Per Share (Ex-Pension MTM),Revised Guidance | $40.0 - $40.6B | ~1% | 18.9% - 19.3% | 18.0% - 18.4%,"“As a result of our first half performance, we are raising the low-end of our full-year earnings guidance range to $6.60-$6.70, up 8%-10%. We will continue to support growth, focusing on winning in High Growth Regions, advancing our superior software capabilities, and effectively using HOS Gold to drive breakthrough initiatives and deliver high-quality products to our customers globally,” continued Cote. | The company is updating its full-year 2016 guidance and now expects: | 2016 Full-Year Guidance | Earnings Per Share (Ex-Pension MTM) | | $6.55 - $6.70 | | $6.60 - $6.70 | | 8% - 10%",V4_ATOMIC_BINDING_NOT_SOURCE_REVIEWED,,,8ec10d16e5e63121cb01e9ede79afe38626d3f6e02c912b019b893b75403af43,PENDING,,,
SG4-0043,LIN,0001707925,0001654954-25-012384,2025-10-31T10:45:37.000Z,lin_ex991.htm,https://www.sec.gov/Archives/edgar/data/1707925/000165495425012384/lin_ex991.htm,e93f1c85157c67d0f8da2fb3b0a6d5fee33ce9b46bfc310d71889588e2970b65,EPS,FY2025,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,16.35,16.45,16.4,CURRENT_GUIDANCE_RANGE,AS_REPORTED,NARRATIVE_CLAUSE,102,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,,,,,,"For the full year 2025, the company expects adjusted diluted earnings per share to be in the range of $16.35 to $16.45, up 5% to 6% versus prior year with estimated currency to be flat.",V4_ATOMIC_BINDING_NOT_SOURCE_REVIEWED,/html/body/document/type/sequence/filename/description/text/p[22],HTML_P,9002668006d486f3ffb95da0e1adb216771ba09ad8bacbde19a5bee858574ba2,PENDING,,,
SG4-0044,LIN,0001707925,0001654954-25-008771,2025-08-01T10:04:08.000Z,lin_ex991.htm,https://www.sec.gov/Archives/edgar/data/1707925/000165495425008771/lin_ex991.htm,b3068c4bb62ba4d3c8530a7deece6ad38995d5f468a7975a4943dd86ad5d903e,EPS,FY2025,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,16.3,16.5,16.4,CURRENT_GUIDANCE_RANGE,AS_REPORTED,NARRATIVE_CLAUSE,40,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,,,,,,"Full-year 2025 adjusted EPS guidance of $16.30 - $16.50 representing 5% to 6%, or 4% to 5% ex.",V4_ATOMIC_BINDING_NOT_SOURCE_REVIEWED,/html/body/document/type/sequence/filename/description/text/table[2]/tr[6]/td[3]/p,HTML_P,9363d51f807545e2883fa6aa8b668ec4fddc889898f6480d691f4b8072aa045c,PENDING,,,
SG4-0045,DUK,0001326160,0001104659-23-070360,2023-06-12T20:16:05.000Z,tm2317976d1_ex99-1.htm,https://www.sec.gov/Archives/edgar/data/1326160/000110465923070360/tm2317976d1_ex99-1.htm,bb688fe6af846d71dbcd3fe0e73d12a1772ce53cdf9d58e6b45710374d68da17,EPS,Q2-2023,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,5.55,5.75,5.65,CURRENT_GUIDANCE_RANGE,AS_REPORTED,NARRATIVE_CLAUSE,1868,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,,,,,,"// 1 // 1 Commercial Renewables: Transaction Summary Transaction Overview ▪ On June 10, 2023 Duke Energy entered into a purchase and sale agreement with Brookfield Renewable to sell the Company’s utility - scale solar and wind group for approximately $2.8 billion, including project debt and non - controlling tax equity interests ▪ The sale portfolio includes 3.4 gigawatts (1) of utility - scale renewables including, 1,813 megawatts wind, 1,613 megawatts solar and 18 megawatts battery storage, net of JV partners ownership ▪ The $1.1 billion in estimated net proceeds is subject to adjustment at closing based upon changes in working capital and capital expenditures compared to target amounts, as well as other customary transaction - related adjustments and expenses Timing and Use of Proceeds ▪ Closing of the transaction is expected to occur before the end of 2023. Proceeds will be received in two equal installments over eighteen months, the first occurring at closing ▪ Proceeds from the s",V4_ATOMIC_BINDING_NOT_SOURCE_REVIEWED,/html/body/document/type/sequence/filename/description/text/p[4],HTML_P,955b1b4568f0a2dbdaa05ea4db12c996caaf2baaa26a3248bed866857508f7bd,PENDING,,,
SG4-0046,FBIN,0001519751,0000950170-24-122307,2024-11-06T21:10:59.000Z,fbin-ex99_1.htm,https://www.sec.gov/Archives/edgar/data/1519751/000095017024122307/fbin-ex99_1.htm,9eeb4f5b063d4d44957497644724bdd363facf2bd25cd18a2a438cc9abed5d8b,EPS,FY2024,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,4.17,4.23,4.2,CURRENT_GUIDANCE_RANGE,AS_REPORTED,HTML_TABLE_GRID,0,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,3,12,2,EPS before charges / gains,Updated 2024 Full-Year Guidance | -3.5% to -1.5% | -1% to flat | -4% to -3% | 7% to 9% | -20% to -15% | Flat to 1% | -4.5% to -3.5% | 17.0% to 17.25%,"2024 Market and Financial Guidance | “We focused on executing our strategic priorities and delivered strong margin results in a soft environment. We are updating our full-year 2024 guidance to reflect current market conditions, which include lower POS performance, incremental channel destocking and short-term impacts from recent hurricanes,” said Fortune Brands Chief Financial Officer David Barry. “Our team is navigating these near-term challenges while also executing multiple strategic initiatives which will enable FBIN to drive long-term growth when our end markets improve. We continue to have full confidence in our long-term strategy.” | Updated 2024 Full-Year Guidance | EPS before charges / gains | $4.25 to $4.35 | $4.17 to $4.23",V4_ATOMIC_BINDING_NOT_SOURCE_REVIEWED,,,9bac9649ffbe72c61051e76a445fa072c38d28616ff60777d5f2cb9e39afab93,PENDING,,,
SG4-0047,HON,0000773840,0000930413-12-003972,2012-07-18T11:45:21.000Z,c70413_ex99.htm,https://www.sec.gov/Archives/edgar/data/773840/000093041312003972/c70413_ex99.htm,614c90970366aa69dca62df3146076334e41b9a8b82e728f6414b58383b33a91,EPS,FY2012,UNSPECIFIED,NOT_APPLICABLE,USD_PER_SHARE,4.4,4.55,4.475,CURRENT_GUIDANCE_RANGE,AS_REPORTED,HTML_TABLE_GRID,0,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,3,9,6,Earnings Per Share from Continuing Operations2,2012 | Revised Guidance | $37.8 - 38.4B | 15.4 - 15.6% | 13.4 - 13.6%,"increasingly uncertain global economic environment, we’ll remain flexible, but also continue to invest in sustainable growth through seed planting in new products and technologies, geographic expansion, and our key process initiatives, all supporting our Great Positions in Good Industries throughout the world.” | The company is updating its full-year 2012 sales and EPS guidance and now expects: | Full-Year Guidance | Earnings Per Share from Continuing Operations2 | | | $4.35 - $4.55 | | | $4.40 - $4.55 | | | 10% - 14% |",V4_ATOMIC_BINDING_NOT_SOURCE_REVIEWED,,,9bc383beb46f5ae607cc8602d522dd576f96442730b656b6289c3c3e65487ee0,PENDING,,,
SG4-0048,MOH,0001179929,0001157523-20-000623,2020-04-30T20:21:11.000Z,a52213041ex99_1.htm,https://www.sec.gov/Archives/edgar/data/1179929/000115752320000623/a52213041ex99_1.htm,c956f61b5fce949ad1497a3a6336fc22e29a5c4452c9840577cb393b085a7ded,EPS,FY2020,GAAP,NOT_APPLICABLE,USD_PER_SHARE,11.2,11.7,11.45,CURRENT_GUIDANCE_RANGE,AS_REPORTED,HTML_TABLE_GRID,0,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,1,2,2,GAAP EPS – Diluted,Full Year 2020 Guidance | ~$18.3B,"Full year 2020 guidance does not include: | Membership increases related to the impact of COVID-19 on unemployment. While Medicaid and Marketplace enrollment is likely to increase due to widespread unemployment, the timing and number of potential enrollees are not certain and, therefore, are excluded from full year 2020 guidance. Impact of COVID-19 on net medical cost. Due to the uncertainty of COVID-19’s impact on utilization and medical costs, its impact on net medical cost is excluded from full year 2020 guidance. Previously announced acquisitions that have not yet closed. | While the timing, duration, and severity of COVID-19’s impact on the Company’s financial metrics and earnings on an intra-quarter basis and throughout the rest of the year are not entirely predictable, the Company is reaffirming the following full year 2020 guidance: | GAAP EPS – Diluted | | $11.20 - $11.70 |",V4_ATOMIC_BINDING_NOT_SOURCE_REVIEWED,,,a0f1396d8a50974b0d8f5f6eb482cfd8f2bcd43b4f3123eb486123cbbf2aa81d,PENDING,,,
SG4-0049,MRK,0000310158,0001104659-22-111729,2022-10-27T10:38:10.000Z,tm2227726d1_ex99-1.htm,https://www.sec.gov/Archives/edgar/data/310158/000110465922111729/tm2227726d1_ex99-1.htm,bb657139a3fd8bcf99733d7161c8398d044f3064c53f38fc779eef4a1a441fd9,EPS,FY2022,GAAP,NOT_APPLICABLE,USD_PER_SHARE,5.68,5.73,5.705,CURRENT_GUIDANCE_RANGE,AS_REPORTED,HTML_TABLE_GRID,0,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,42,1,2,GAAP EPS,Full-Year 2022,**EPS outlook for 2022 assumes a share count (assuming dilution) of approximately 2.54 billion shares. | - 13 - | A reconciliation of anticipated full-year 2022 GAAP EPS to non-GAAP EPS and the items excluded from non-GAAP EPS are provided in the table below. | GAAP EPS | | $5.68 to $5.73,V4_ATOMIC_BINDING_NOT_SOURCE_REVIEWED,,,a51a4804dd22dffaa87fb6b2e86075a1a57943019cc7758c837432cba03c1eb9,PENDING,,,
SG4-0050,MRK,0000310158,0001104659-22-111729,2022-10-27T10:38:10.000Z,tm2227726d1_ex99-1.htm,https://www.sec.gov/Archives/edgar/data/310158/000110465922111729/tm2227726d1_ex99-1.htm,bb657139a3fd8bcf99733d7161c8398d044f3064c53f38fc779eef4a1a441fd9,EPS,FY2022,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,7.32,7.37,7.345,CURRENT_GUIDANCE_RANGE,AS_REPORTED,HTML_TABLE_GRID,0,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,42,3,2,Non-GAAP EPS that excludes items listed below2,Full-Year 2022 | $5.68 to $5.73 | $1.64,**EPS outlook for 2022 assumes a share count (assuming dilution) of approximately 2.54 billion shares. | - 13 - | A reconciliation of anticipated full-year 2022 GAAP EPS to non-GAAP EPS and the items excluded from non-GAAP EPS are provided in the table below. | Non-GAAP EPS that excludes items listed below2 | | $7.32 to $7.37,V4_ATOMIC_BINDING_NOT_SOURCE_REVIEWED,,,a51a4804dd22dffaa87fb6b2e86075a1a57943019cc7758c837432cba03c1eb9,PENDING,,,
SG4-0051,ABBV,0001551152,0001104659-17-004435,2017-01-27T12:53:38.000Z,a17-3277_1ex99d1.htm,https://www.sec.gov/Archives/edgar/data/1551152/000110465917004435/a17-3277_1ex99d1.htm,d20a68def2cbc74402a1d91a012cfafbea356b9bf8d7158b5d775f00fb75ec94,EPS,FY2017,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,5.44,5.54,5.49,CURRENT_GUIDANCE_RANGE,AS_REPORTED,NARRATIVE_CLAUSE,168,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,,,,,,"AbbVie is issuing GAAP diluted EPS guidance for the full-year 2017 of $4.55 to $4.65. AbbVie expects to deliver adjusted diluted EPS guidance for the full-year 2017 of $5.44 to $5.54, representing growth of 13.9 percent at the mid-point.",V4_ATOMIC_BINDING_NOT_SOURCE_REVIEWED,/html/body/document/type/sequence/filename/description/text/div[3]/p[14],HTML_P,a8b61b8f58555bd27058aa36e7327bb74372ecd81d9097b906bde7d65f264720,PENDING,,,
SG4-0052,MRK,0000310158,0001104659-21-097239,2021-07-29T11:01:02.000Z,tm2123400d1_ex99-1.htm,https://www.sec.gov/Archives/edgar/data/310158/000110465921097239/tm2123400d1_ex99-1.htm,1ab5eb82ca24b36b48161af5b5a10a3e0c525e086e809a4af4c44da874a02843,EPS,FY2021,GAAP,NOT_APPLICABLE,USD_PER_SHARE,4.24,4.34,4.29,CURRENT_GUIDANCE_RANGE,AS_REPORTED,HTML_TABLE_GRID,0,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,43,1,3,GAAP EPS,Full-Year 2021,*The company does not have any non-GAAP adjustments to revenue. | **EPS guidance for 2021 assumes a share count (assuming dilution) of approximately 2.53 billion shares. | A reconciliation of anticipated 2021 GAAP EPS to non-GAAP EPS and the items excluded from non-GAAP EPS are provided in the table below. | GAAP EPS | | | $4.24 to $4.34 |,V4_ATOMIC_BINDING_NOT_SOURCE_REVIEWED,,,a96703bf6cf6e7053313f89d845b8d564772aa16ecdd2a03bbb78c760a05ada1,PENDING,,,
SG4-0053,MRK,0000310158,0001104659-21-097239,2021-07-29T11:01:02.000Z,tm2123400d1_ex99-1.htm,https://www.sec.gov/Archives/edgar/data/310158/000110465921097239/tm2123400d1_ex99-1.htm,1ab5eb82ca24b36b48161af5b5a10a3e0c525e086e809a4af4c44da874a02843,EPS,FY2021,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,5.47,5.57,5.52,CURRENT_GUIDANCE_RANGE,AS_REPORTED,HTML_TABLE_GRID,0,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,43,3,3,Non-GAAP EPS that excludes items listed below2,Full-Year 2021 | $4.24 to $4.34 | $1.23,*The company does not have any non-GAAP adjustments to revenue. | **EPS guidance for 2021 assumes a share count (assuming dilution) of approximately 2.53 billion shares. | A reconciliation of anticipated 2021 GAAP EPS to non-GAAP EPS and the items excluded from non-GAAP EPS are provided in the table below. | Non-GAAP EPS that excludes items listed below2 | | | $5.47 to $5.57 |,V4_ATOMIC_BINDING_NOT_SOURCE_REVIEWED,,,a96703bf6cf6e7053313f89d845b8d564772aa16ecdd2a03bbb78c760a05ada1,PENDING,,,
SG4-0054,PG,0000080424,0000080424-13-000037,2013-05-14T12:34:35.000Z,gssynposiumslidepresentation.htm,https://www.sec.gov/Archives/edgar/data/80424/000008042413000037/gssynposiumslidepresentation.htm,983b14832234ed482dc1f4bdda5a7bd5d93ee2dfa94f82ae1e82334408c6d529,EPS,FY2013,UNSPECIFIED,NOT_APPLICABLE,USD_PER_SHARE,3.9,3.98,3.94,CURRENT_GUIDANCE_RANGE,AS_REPORTED,HTML_TABLE_GRID,0,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,5,1,1,Diluted Net Earnings Per Share - Continuing Operations,FY 2013 (est.),| Diluted Net Earnings Per Share - Continuing Operations | $3.90 to $3.98 | | $3.12 |,V4_ATOMIC_BINDING_NOT_SOURCE_REVIEWED,,,abc0047e6c69a428b3534a54d5befff4a4e78ebd13ae0b278289e8583c5cbc54,PENDING,,,
SG4-0055,PG,0000080424,0000080424-13-000037,2013-05-14T12:34:35.000Z,gssynposiumslidepresentation.htm,https://www.sec.gov/Archives/edgar/data/80424/000008042413000037/gssynposiumslidepresentation.htm,983b14832234ed482dc1f4bdda5a7bd5d93ee2dfa94f82ae1e82334408c6d529,EPS,FY2013,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,3.96,4.04,4,CURRENT_GUIDANCE_RANGE,AS_REPORTED,HTML_TABLE_GRID,0,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,5,8,1,Core EPS,FY 2013 (est.) | $3.90 to $3.98 | - | $0.19 | ($0.21) | $0.08,| Core EPS | $3.96 to $4.04 | | $3.85 |,V4_ATOMIC_BINDING_NOT_SOURCE_REVIEWED,,,abc0047e6c69a428b3534a54d5befff4a4e78ebd13ae0b278289e8583c5cbc54,PENDING,,,
SG4-0056,PG,0000080424,0000080424-13-000037,2013-05-14T12:34:35.000Z,gssynposiumslidepresentation.htm,https://www.sec.gov/Archives/edgar/data/80424/000008042413000037/gssynposiumslidepresentation.htm,983b14832234ed482dc1f4bdda5a7bd5d93ee2dfa94f82ae1e82334408c6d529,EPS,FY2013,UNSPECIFIED,NOT_APPLICABLE,USD_PER_SHARE,3.78,4.02,3.9,CURRENT_GUIDANCE_RANGE,AS_REPORTED,HTML_TABLE_GRID,0,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,6,1,1,Diluted Net Earnings Per Share - Continuing Operations,FY 2013 (est.),| Diluted Net Earnings Per Share - Continuing Operations | $3.78 to $4.02 | | $3.12 |,V4_ATOMIC_BINDING_NOT_SOURCE_REVIEWED,,,abc0047e6c69a428b3534a54d5befff4a4e78ebd13ae0b278289e8583c5cbc54,PENDING,,,
SG4-0057,PG,0000080424,0000080424-13-000037,2013-05-14T12:34:35.000Z,gssynposiumslidepresentation.htm,https://www.sec.gov/Archives/edgar/data/80424/000008042413000037/gssynposiumslidepresentation.htm,983b14832234ed482dc1f4bdda5a7bd5d93ee2dfa94f82ae1e82334408c6d529,EPS,FY2013,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,3.8,4,3.9,CURRENT_GUIDANCE_RANGE,AS_REPORTED,HTML_TABLE_GRID,0,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,6,7,1,Core EPS,FY 2013 (est.) | $3.78 to $4.02 | - | $0.01 | $0.19 to $0.15 | ($0.17) | ($0.01),| Core EPS | $3.80 to $4.00 | | $3.85 |,V4_ATOMIC_BINDING_NOT_SOURCE_REVIEWED,,,abc0047e6c69a428b3534a54d5befff4a4e78ebd13ae0b278289e8583c5cbc54,PENDING,,,
SG4-0058,MRK,0000310158,0001104659-20-088675,2020-07-31T12:37:57.000Z,tm2026006d1_ex99-1.htm,https://www.sec.gov/Archives/edgar/data/310158/000110465920088675/tm2026006d1_ex99-1.htm,fdf5fd801d7e1b4f7dfd03206a81a3e7339c86a705c6f10bb32fd29b2b8b0e9f,EPS,FY2020,GAAP,NOT_APPLICABLE,USD_PER_SHARE,4.58,4.73,4.655,CURRENT_GUIDANCE_RANGE,AS_REPORTED,HTML_TABLE_GRID,0,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,29,1,3,GAAP EPS,Full-Year 2020,*The company does not have any non-GAAP adjustments to revenue. | **EPS guidance for 2020 assumes a share count (assuming dilution) of approximately 2.54 billion shares. | A reconciliation of anticipated 2020 GAAP EPS to non-GAAP EPS and the items excluded from non-GAAP EPS are provided in the table below. | GAAP EPS | | | $4.58 to $4.73 |,V4_ATOMIC_BINDING_NOT_SOURCE_REVIEWED,,,b3e5be3c03331b5dac1aea6247034c3498dde08dd552763ed906e2327bd6c672,PENDING,,,
SG4-0059,MRK,0000310158,0001104659-20-088675,2020-07-31T12:37:57.000Z,tm2026006d1_ex99-1.htm,https://www.sec.gov/Archives/edgar/data/310158/000110465920088675/tm2026006d1_ex99-1.htm,fdf5fd801d7e1b4f7dfd03206a81a3e7339c86a705c6f10bb32fd29b2b8b0e9f,EPS,FY2020,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,5.63,5.78,5.705,CURRENT_GUIDANCE_RANGE,AS_REPORTED,HTML_TABLE_GRID,0,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,29,3,3,Non-GAAP EPS that excludes items listed below2,Full-Year 2020 | $4.58 to $4.73 | 1.05,*The company does not have any non-GAAP adjustments to revenue. | **EPS guidance for 2020 assumes a share count (assuming dilution) of approximately 2.54 billion shares. | A reconciliation of anticipated 2020 GAAP EPS to non-GAAP EPS and the items excluded from non-GAAP EPS are provided in the table below. | Non-GAAP EPS that excludes items listed below2 | | | $5.63 to $5.78 |,V4_ATOMIC_BINDING_NOT_SOURCE_REVIEWED,,,b3e5be3c03331b5dac1aea6247034c3498dde08dd552763ed906e2327bd6c672,PENDING,,,
SG4-0060,HON,0000773840,0000930413-19-001231,2019-04-18T10:35:38.000Z,c93457_ex99.htm,https://www.sec.gov/Archives/edgar/data/773840/000093041319001231/c93457_ex99.htm,e0b1234f07419c8a185a6a0fb6a9601969749248ed4cd300dcc6d58db63ee2b5,EPS,FY2019,UNSPECIFIED,NOT_APPLICABLE,USD_PER_SHARE,7.9,8.15,8.025,CURRENT_GUIDANCE_RANGE,AS_REPORTED,HTML_TABLE_GRID,0,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,9,6,4,Earnings Per Share,Current Guidance | $36.5B - $37.2B | 3% - 6% | 20.7% - 21.0% | Up 110 - 140 bps | Up 30 - 60 bps,"Honeywell Q1’19 Results - 3 | from 12:30 p.m. EDT, April 18, until 12:30 p.m. EDT, April 25, by dialing (888) 203-1112 (domestic) or (719) 457-0820 (international). The access code is 7279499. | TABLE 1: FULL-YEAR 2019 GUIDANCE | Earnings Per Share | | $7.80 - $8.10 | | $7.90 - $8.15",V4_ATOMIC_BINDING_NOT_SOURCE_REVIEWED,,,bc3781b80f95a555d3f61ef0e8a12dbc49bd68ab54e4d1ee09f40a73b144c368,PENDING,,,
SG4-0061,TRMB,0000864749,0001193125-16-755399,2016-11-01T20:31:57.000Z,d472017dex991.htm,https://www.sec.gov/Archives/edgar/data/864749/000119312516755399/d472017dex991.htm,9709938a28d0fabfc06337685954ffb9cc09b7fb9078180a33465282b72bb9aa,EPS,Q4-2016,GAAP,NOT_APPLICABLE,USD_PER_SHARE,0.11,0.16,0.135,CURRENT_GUIDANCE_RANGE,AS_REPORTED,NARRATIVE_CLAUSE,131,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,,,,,,fourth quarter of 2016 Trimble expects revenue to be between $562 million and $592 million with GAAP earnings per share of $0.11 to $0.16 and non-GAAP earnings per share of $0.27 to $0.32. Non-GAAP guidance excludes the amortization of intangibles,V4_ATOMIC_BINDING_NOT_SOURCE_REVIEWED,/html/body/document/type/sequence/filename/description/text/p[17],HTML_P,bde7822c1e0c63bb8f579f4ac73cedb5aa71031a3e9dc0f9d3f3010330708a94,PENDING,,,
SG4-0062,LUMN,0000018926,0001193125-18-242795,2018-08-08T20:27:02.000Z,d571688dex991.htm,https://www.sec.gov/Archives/edgar/data/18926/000119312518242795/d571688dex991.htm,f6093d63b5920608d2caf1483b1d6d5c48e44c3ffec8851278972ab3f915c7c8,FREE_CASH_FLOW,FY2018,NON_GAAP,NOT_APPLICABLE,USD,3600000000,3800000000,3700000000,CURRENT_GUIDANCE_RANGE,AS_REPORTED,HTML_TABLE_GRID,0,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,18,3,2,Free Cash Flow,Updated Outlook | $9.00 to $9.15 billion,"“With our strong synergy attainment in the first half of 2018 along with our continued focus on profitable revenue growth, we are increasing our outlook for full year 2018 Adjusted EBITDA and Free Cash Flow,” said Sunit Patel, CenturyLink executive vice president and chief financial officer. | “We now expect full year 2018 Adjusted EBITDA of $9.00 to $9.15 billion, compared to our previous outlook of $8.75 to $8.95 billion. In addition, we increased our Free Cash Flow outlook to $3.60 to $3.80 billion from $3.15 to $3.35 billion.” | The company has also updated full year 2018 outlook measures for Free Cash Flow after Dividends and for the Full Year Effective Tax Rate. | Free Cash Flow | | $3.60 to $3.80 billion | | $3.15 to $3.35 billion",V4_ATOMIC_BINDING_NOT_SOURCE_REVIEWED,,,a6a2cbd997893a47f7f0fcbb308a4ad717445df458d0a085789d07fb213d785f,PENDING,,,
SG4-0063,LUMN,0000018926,0001193125-18-242795,2018-08-08T20:27:02.000Z,d571688dex991.htm,https://www.sec.gov/Archives/edgar/data/18926/000119312518242795/d571688dex991.htm,f6093d63b5920608d2caf1483b1d6d5c48e44c3ffec8851278972ab3f915c7c8,FREE_CASH_FLOW,FY2018,NON_GAAP,NOT_APPLICABLE,USD,1300000000,1500000000,1400000000,CURRENT_GUIDANCE_RANGE,AS_REPORTED,HTML_TABLE_GRID,0,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,18,5,2,Free Cash Flow after Dividends,Updated Outlook | $9.00 to $9.15 billion | $3.60 to $3.80 billion | $2.30 billion,"“With our strong synergy attainment in the first half of 2018 along with our continued focus on profitable revenue growth, we are increasing our outlook for full year 2018 Adjusted EBITDA and Free Cash Flow,” said Sunit Patel, CenturyLink executive vice president and chief financial officer. | “We now expect full year 2018 Adjusted EBITDA of $9.00 to $9.15 billion, compared to our previous outlook of $8.75 to $8.95 billion. In addition, we increased our Free Cash Flow outlook to $3.60 to $3.80 billion from $3.15 to $3.35 billion.” | The company has also updated full year 2018 outlook measures for Free Cash Flow after Dividends and for the Full Year Effective Tax Rate. | Free Cash Flow after Dividends | | $1.30 billion to $1.50 billion | | $850 million to $1.05 billion",V4_ATOMIC_BINDING_NOT_SOURCE_REVIEWED,,,a6a2cbd997893a47f7f0fcbb308a4ad717445df458d0a085789d07fb213d785f,PENDING,,,
SG4-0064,NWL,0000814453,0000814453-23-000143,2023-10-27T11:30:26.000Z,exhibit991_q3xseptemberx20.htm,https://www.sec.gov/Archives/edgar/data/814453/000081445323000143/exhibit991_q3xseptemberx20.htm,a46892c3b5951f7980330249b700a3c3da5baf60012e145fa0fe5f284b140a23,MARGIN,FY2023,NON_GAAP,NOT_APPLICABLE,PERCENT,7,7.3,7.15,CURRENT_GUIDANCE_RANGE,AS_REPORTED,HTML_TABLE_GRID,0,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,4,4,6,Normalized Operating Margin | Normalized Operating Margin | Normalized Operating Margin,Updated Full Year 2023 Outlook | $8.02 to $8.09 billion | ~13% decline,| Normalized Operating Margin | Normalized Operating Margin | Normalized Operating Margin | 7.8% to 8.8% | 7.8% to 8.8% | 7.8% to 8.8% | 7.0% to 7.3% | 7.0% to 7.3% | 7.0% to 7.3%,V4_ATOMIC_BINDING_NOT_SOURCE_REVIEWED,,,5a6999ecebc582d31c7ca134ef820e9f9f072127673e24a23e8b3892cb4172fa,PENDING,,,
SG4-0065,VRT,0001674101,0000950142-23-002855,2023-11-29T14:10:37.000Z,eh230424978_ex9901.htm,https://www.sec.gov/Archives/edgar/data/1674101/000095014223002855/eh230424978_ex9901.htm,ff763b8c42cc5c42b5fcf56e77372965ab0bb07d61c97bc2915e9f91ac69874f,MARGIN,FY2023,NON_GAAP,NOT_APPLICABLE,PERCENT,15,15.2,15.1,CURRENT_GUIDANCE_RANGE,AS_REPORTED,HTML_TABLE_GRID,0,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,4,4,1,Adjusted operating margin(2),"Current Full Year 2023 Guidance(3) | $6,875M - $6,895M | 21.9% - 22.3% | $1,035M - $1,045M","Page 1 of 4 | on December 27, 2023 to shareholders of record of Class A common stock at the close of business on December 11, 2023. | The company has increased 2023 financial guidance as it continues to see strong market demand for its critical digital infrastructure products and services. | Adjusted operating margin(2) | 15.0% - 15.2% | | 14.6% - 15.4%",V4_ATOMIC_BINDING_NOT_SOURCE_REVIEWED,,,6ee6efde13e6dee867f624845f481b77c54d3ea0ee7656fa6a11fd6ee61c47c7,PENDING,,,
