ticker,cik,metric,fiscal_period,accounting_basis,metric_subtype,unit,current_accession,accepted_at,fold_id,direction,midpoint_delta_ratio,sector_etf,price_snapshot,execution_session,outcome_session,stock_return_126d,sector_return_126d,sector_residual_return_126d,spy_return_126d,spy_residual_return_126d,forward_max_drawdown_126d
CDNS,0000813672,MARGIN,FY2024,GAAP,NOT_APPLICABLE,PERCENT,0000813672-24-000188,2024-10-28T20:03:44+00:00,F04,LOWER,-0.0327868852459,XLK,yf-independent-current-sp500-20260721,2024-10-29,2025-05-01,0.0901651574293,-0.0732082587662,0.163373416195,-0.0307231097346,0.120888267164,-0.286251330088
CDNS,0000813672,MARGIN,FY2024,NON_GAAP,NOT_APPLICABLE,PERCENT,0000813672-24-000150,2024-07-22T20:04:10+00:00,F04,NON_LOWER,0,XLK,yf-independent-current-sp500-20260721,2024-07-23,2025-01-22,0.124641456027,0.075767515966,0.0488739400606,0.100637231863,0.0240042241638,-0.136500353645
CDNS,0000813672,MARGIN,FY2024,NON_GAAP,NOT_APPLICABLE,PERCENT,0000813672-24-000188,2024-10-28T20:03:44+00:00,F04,NON_LOWER,0,XLK,yf-independent-current-sp500-20260721,2024-10-29,2025-05-01,0.0901651574293,-0.0732082587662,0.163373416195,-0.0307231097346,0.120888267164,-0.286251330088
CDNS,0000813672,MARGIN,FY2025,GAAP,NOT_APPLICABLE,PERCENT,0000813672-25-000108,2025-07-28T20:03:12+00:00,F04,LOWER,-0.0569105691057,XLK,yf-independent-current-sp500-20260721,2025-07-29,2026-01-27,-0.103183112394,0.117118931765,-0.220302044159,0.0957609485991,-0.198944060993,-0.194954092335
CDNS,0000813672,MARGIN,FY2025,GAAP,NOT_APPLICABLE,PERCENT,0000813672-25-000144,2025-10-27T20:03:04+00:00,F04,LOWER,-0.0206896551724,XLK,yf-independent-current-sp500-20260721,2025-10-28,2026-04-29,-0.0267248675204,0.0620698642028,-0.0887947317232,0.0416006902274,-0.0683255577478,-0.221919546086
CDNS,0000813672,MARGIN,FY2025,NON_GAAP,NOT_APPLICABLE,PERCENT,0000813672-25-000108,2025-07-28T20:03:12+00:00,F04,NON_LOWER,0.00571428571429,XLK,yf-independent-current-sp500-20260721,2025-07-29,2026-01-27,-0.103183112394,0.117118931765,-0.220302044159,0.0957609485991,-0.198944060993,-0.194954092335
CDNS,0000813672,MARGIN,FY2025,NON_GAAP,NOT_APPLICABLE,PERCENT,0000813672-25-000144,2025-10-27T20:03:04+00:00,F04,NON_LOWER,0.00909090909091,XLK,yf-independent-current-sp500-20260721,2025-10-28,2026-04-29,-0.0267248675204,0.0620698642028,-0.0887947317232,0.0416006902274,-0.0683255577478,-0.221919546086
CCL,0000815097,EPS,FY2014,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001193125-14-349332,2014-09-23T13:26:54+00:00,F01,NON_LOWER,0.110447761194,XLY,yf-independent-current-sp500-20260721,2014-09-24,2015-03-25,0.109224305356,0.126641377146,-0.0174170717902,0.0493794728574,0.0598448324981,-0.17607014532
APH,0000820313,EPS,FY2016,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001558370-16-008636,2016-10-19T14:58:38+00:00,F02,NON_LOWER,0.0267175572519,XLK,yf-independent-current-sp500-20260721,2016-10-20,2017-04-21,0.0886024219379,0.12863904329,-0.0400366213518,0.108146317232,-0.0195438952946,-0.0450694242812
EIX,0000827052,EPS,FY2024,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0000827052-24-000054,2024-07-25T20:07:55+00:00,F04,NON_LOWER,0.00512820512821,XLU,yf-independent-current-sp500-20260721,2024-07-26,2025-01-27,-0.234710877519,0.109570145506,-0.344281023026,0.112399074451,-0.347109951971,-0.344941340876
EIX,0000827052,EPS,FY2024,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0000827052-24-000074,2024-10-29T20:06:32+00:00,F04,NON_LOWER,0,XLU,yf-independent-current-sp500-20260721,2024-10-30,2025-05-02,-0.314792695443,0.0174824451145,-0.332275140557,-0.0187717704119,-0.296020925031,-0.427409880897
GEN,0000849399,EPS,FY2015,GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001193125-14-298229,2014-08-06T16:11:55+00:00,F01,NON_LOWER,0,XLK,yf-independent-current-sp500-20260721,2014-08-07,2015-02-05,0.0729731394161,0.0744152855114,-0.00144214609525,0.0792291627472,-0.00625602333108,-0.114251205078
GEN,0000849399,EPS,FY2015,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001193125-14-298229,2014-08-06T16:11:55+00:00,F01,NON_LOWER,0,XLK,yf-independent-current-sp500-20260721,2014-08-07,2015-02-05,0.0729731394161,0.0744152855114,-0.00144214609525,0.0792291627472,-0.00625602333108,-0.114251205078
GEN,0000849399,EPS,FY2018,GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001157523-17-001528,2017-05-10T17:12:38+00:00,F02,LOWER,-0.849056603774,XLK,yf-independent-current-sp500-20260721,2017-05-11,2017-11-07,-0.0700620295487,0.159523327238,-0.229585356787,0.0913782840348,-0.161440313583,-0.160421889061
GEN,0000849399,EPS,FY2018,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001157523-17-001528,2017-05-10T17:12:38+00:00,F02,NON_LOWER,0.0285714285714,XLK,yf-independent-current-sp500-20260721,2017-05-11,2017-11-07,-0.0700620295487,0.159523327238,-0.229585356787,0.0913782840348,-0.161440313583,-0.160421889061
GEN,0000849399,MARGIN,FY2015,GAAP,NOT_APPLICABLE,PERCENT,0001193125-14-298229,2014-08-06T16:11:55+00:00,F01,NON_LOWER,0,XLK,yf-independent-current-sp500-20260721,2014-08-07,2015-02-05,0.0729731394161,0.0744152855114,-0.00144214609525,0.0792291627472,-0.00625602333108,-0.114251205078
GEN,0000849399,MARGIN,FY2015,NON_GAAP,NOT_APPLICABLE,PERCENT,0001193125-14-298229,2014-08-06T16:11:55+00:00,F01,NON_LOWER,0,XLK,yf-independent-current-sp500-20260721,2014-08-07,2015-02-05,0.0729731394161,0.0744152855114,-0.00144214609525,0.0792291627472,-0.00625602333108,-0.114251205078
TRMB,0000864749,EPS,FY2021,GAAP,NOT_APPLICABLE,USD_PER_SHARE,0000864749-21-000106,2021-08-04T20:33:49+00:00,F03,NON_LOWER,0.0220820189274,XLK,yf-independent-current-sp500-20260721,2021-08-05,2022-02-02,-0.163415170527,0.0640349300784,-0.227450100605,0.0459023532786,-0.209317523805,-0.298683698345
JBL,0000898293,MARGIN,FY2024,NON_GAAP,NOT_APPLICABLE,PERCENT,0001193125-23-305726,2023-12-29T13:11:29+00:00,F04,NON_LOWER,0,XLK,yf-independent-current-sp500-20260721,2024-01-02,2024-07-02,-0.137157046071,0.210685968073,-0.347843014144,0.17013844199,-0.307295488061,-0.301149885966
ALB,0000915913,CAPEX,FY2023,NOT_APPLICABLE,NOT_APPLICABLE,USD,0000915913-23-000164,2023-08-02T20:35:22+00:00,F04,NON_LOWER,0.111111111111,XLB,yf-independent-current-sp500-20260721,2023-08-03,2024-02-01,-0.452928045006,0.00642310963027,-0.459351154637,0.100160695971,-0.553088740977,-0.470933276815
ALB,0000915913,CAPEX,FY2023,NOT_APPLICABLE,NOT_APPLICABLE,USD,0000915913-23-000178,2023-11-01T20:26:53+00:00,F04,NON_LOWER,0,XLB,yf-independent-current-sp500-20260721,2023-11-02,2024-05-03,0.0829976078881,0.181193918846,-0.0981963109581,0.207178035538,-0.12418042765,-0.28650177995
ALB,0000915913,EPS,FY2023,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0000915913-23-000164,2023-08-02T20:35:22+00:00,F04,NON_LOWER,0.172043010753,XLB,yf-independent-current-sp500-20260721,2023-08-03,2024-02-01,-0.452928045006,0.00642310963027,-0.459351154637,0.100160695971,-0.553088740977,-0.470933276815
ALB,0000915913,EPS,FY2023,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0000915913-23-000178,2023-11-01T20:26:53+00:00,F04,LOWER,-0.174311926606,XLB,yf-independent-current-sp500-20260721,2023-11-02,2024-05-03,0.0829976078881,0.181193918846,-0.0981963109581,0.207178035538,-0.12418042765,-0.28650177995
ALB,0000915913,MARGIN,FY2023,NON_GAAP,NOT_APPLICABLE,PERCENT,0000915913-23-000164,2023-08-02T20:35:22+00:00,F04,NON_LOWER,0.0869565217391,XLB,yf-independent-current-sp500-20260721,2023-08-03,2024-02-01,-0.452928045006,0.00642310963027,-0.459351154637,0.100160695971,-0.553088740977,-0.470933276815
ALB,0000915913,MARGIN,FY2023,NON_GAAP,NOT_APPLICABLE,PERCENT,0000915913-23-000178,2023-11-01T20:26:53+00:00,F04,LOWER,-0.08,XLB,yf-independent-current-sp500-20260721,2023-11-02,2024-05-03,0.0829976078881,0.181193918846,-0.0981963109581,0.207178035538,-0.12418042765,-0.28650177995
WAT,0001000697,EPS,FY2021,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001193125-21-150735,2021-05-05T11:00:32+00:00,F03,NON_LOWER,0.0534674430916,XLV,yf-independent-current-sp500-20260721,2021-05-06,2021-11-02,0.125419370645,0.107393025066,0.0180263455796,0.117994456146,0.00742491449891,-0.202425238357
FDS,0001013237,MARGIN,FY2024,NON_GAAP,NOT_APPLICABLE,PERCENT,0001013237-24-000051,2024-04-03T11:33:14+00:00,F04,NON_LOWER,0,XLF,yf-independent-current-sp500-20260721,2024-04-04,2024-10-02,0.0477806359472,0.0826911127496,-0.0349104768024,0.0934554564877,-0.0456748205405,-0.1250377865
FDS,0001013237,MARGIN,FY2024,NON_GAAP,NOT_APPLICABLE,PERCENT,0001013237-24-000086,2024-07-03T11:26:39+00:00,F04,NON_LOWER,0.0205479452055,XLF,yf-independent-current-sp500-20260721,2024-07-05,2025-01-02,0.147946642787,0.166935554458,-0.0189889116714,0.0663991134797,0.0815475293072,-0.102206924773
PLD,0001045609,CORE_FFO,FY2012,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001193125-12-315682,2012-07-26T12:06:16+00:00,F01,NON_LOWER,0.0121212121212,XLRE,yf-long14-actions-sector-20260721,2012-07-27,2013-01-29,0.279329334341,0.0890892462295,0.190240088112,0.114314073287,0.165015261055,-0.116770917426
CTSH,0001058290,EPS,FY2019,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001058290-19-000024,2019-07-31T20:05:31+00:00,F02,NON_LOWER,0.0102301790281,XLK,yf-independent-current-sp500-20260721,2019-08-01,2020-01-30,-0.0610520732841,0.2192083096,-0.280260382884,0.111598500284,-0.172650573568,-0.11975165125
MCO,0001059556,CAPEX,FY2015,NOT_APPLICABLE,NOT_APPLICABLE,USD,0001157523-15-001511,2015-05-01T12:00:17+00:00,F01,NON_LOWER,0,XLF,yf-independent-current-sp500-20260721,2015-05-04,2015-10-29,-0.0516435400967,0.00887066886256,-0.0605142089593,-0.00138795430705,-0.0502555857897,-0.139176629734
MCO,0001059556,EPS,FY2014,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001157523-14-004065,2014-10-24T12:00:33+00:00,F01,NON_LOWER,0.0126582278481,XLF,yf-independent-current-sp500-20260721,2014-10-27,2015-04-28,0.12179338351,0.0662714149777,0.0555219685325,0.0910744954018,0.0307188881084,-0.122938131431
MCO,0001059556,EPS,FY2015,GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001157523-15-001511,2015-05-01T12:00:17+00:00,F01,NON_LOWER,0,XLF,yf-independent-current-sp500-20260721,2015-05-04,2015-10-29,-0.0516435400967,0.00887066886256,-0.0605142089593,-0.00138795430705,-0.0502555857897,-0.139176629734
MCO,0001059556,EPS,FY2017,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001157523-17-002025,2017-07-21T12:01:29+00:00,F02,NON_LOWER,0.0382775119617,XLF,yf-independent-current-sp500-20260721,2017-07-24,2018-01-22,0.21184612275,0.211903387797,-5.72650464508e-05,0.157036776454,0.0548093462959,-0.0498614629111
MCO,0001059556,EPS,FY2017,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001157523-17-003007,2017-11-03T12:01:34+00:00,F02,NON_LOWER,0.0921658986175,XLF,yf-independent-current-sp500-20260721,2017-11-06,2018-05-08,0.15240984046,0.0434086407538,0.109001199706,0.0428143391902,0.10959550127,-0.0951981039322
MCO,0001059556,EPS,FY2018,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001157523-18-000848,2018-04-27T11:30:27+00:00,F02,NON_LOWER,0,XLF,yf-independent-current-sp500-20260721,2018-04-30,2018-10-25,-0.0496983591783,-0.068951037397,0.0192526782186,0.0196844712779,-0.0693828304562,-0.178140164857
MCO,0001059556,EPS,FY2018,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001157523-18-001569,2018-07-27T11:30:44+00:00,F02,NON_LOWER,0,XLF,yf-independent-current-sp500-20260721,2018-07-30,2019-01-29,-0.115534011409,-0.0725984978596,-0.0429355135492,-0.0545714998926,-0.0609625115161,-0.285402287491
MCO,0001059556,EPS,FY2018,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001157523-18-002164,2018-10-26T11:30:57+00:00,F02,LOWER,-0.0225806451613,XLF,yf-independent-current-sp500-20260721,2018-10-29,2019-05-01,0.365794389084,0.099179524104,0.26661486498,0.0967519133388,0.269042475745,-0.186835966161
MCO,0001059556,EPS,FY2019,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001157523-19-000868,2019-04-24T11:30:49+00:00,F02,NON_LOWER,0,XLF,yf-independent-current-sp500-20260721,2019-04-25,2019-10-22,0.105710523049,0.0528213333524,0.0528891896968,0.0333147758154,0.0723957472338,-0.107599615155
MCO,0001059556,EPS,FY2019,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001157523-19-001632,2019-07-31T11:30:12+00:00,F02,NON_LOWER,0.00940438871473,XLF,yf-independent-current-sp500-20260721,2019-08-01,2020-01-30,0.24486318889,0.0950255050454,0.149837683844,0.111598500284,0.133264688605,-0.107599615155
MCO,0001059556,EPS,FY2019,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001157523-19-002132,2019-10-30T11:30:52+00:00,F02,NON_LOWER,0.00931677018634,XLF,yf-independent-current-sp500-20260721,2019-10-31,2020-05-01,0.113931763866,-0.221979446386,0.335911210253,-0.0601016120271,0.174033375894,-0.420171631368
MCO,0001059556,EPS,FY2020,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001157523-20-000328,2020-03-11T11:01:09+00:00,F03,NON_LOWER,0,XLF,yf-independent-current-sp500-20260721,2020-03-12,2020-09-09,0.445548150433,0.20635994931,0.239188201123,0.340985019911,0.104563130522,-0.225184176091
MCO,0001059556,EPS,FY2020,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001157523-20-000613,2020-04-30T11:30:50+00:00,F03,LOWER,-0.119565217391,XLF,yf-independent-current-sp500-20260721,2020-05-01,2020-10-28,0.0892354424368,0.0737661517473,0.0154692906895,0.154571870001,-0.0653364275646,-0.140004479242
MCO,0001059556,EPS,FY2020,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001157523-20-001069,2020-07-30T11:32:47+00:00,F03,NON_LOWER,0.111111111111,XLF,yf-independent-current-sp500-20260721,2020-07-31,2021-01-29,-0.0632509609644,0.218882529724,-0.282133490689,0.144937892839,-0.208188853804,-0.140004479242
MCO,0001059556,EPS,FY2020,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001157523-20-001368,2020-10-29T11:00:53+00:00,F03,NON_LOWER,0.116666666667,XLF,yf-independent-current-sp500-20260721,2020-10-30,2021-05-03,0.265930812583,0.555933801655,-0.290002989073,0.283533046616,-0.0176022340335,-0.0991780206099
MCO,0001059556,EPS,FY2021,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001157523-21-000516,2021-04-28T11:30:32+00:00,F03,NON_LOWER,0.0619047619048,XLF,yf-independent-current-sp500-20260721,2021-04-29,2021-10-26,0.219229421753,0.130239983006,0.0889894387473,0.0918283252926,0.127401096461,-0.0944294183208
MCO,0001059556,EPS,FY2021,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001157523-21-000934,2021-07-28T11:15:47+00:00,F03,NON_LOWER,0.0493273542601,XLF,yf-independent-current-sp500-20260721,2021-07-29,2022-01-26,-0.138168122457,0.0620071699796,-0.200175292436,-0.00801273118279,-0.130155391274,-0.200717258457
MCO,0001059556,EPS,FY2021,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001157523-21-001272,2021-10-28T11:17:25+00:00,F03,NON_LOWER,0.0470085470085,XLF,yf-independent-current-sp500-20260721,2021-10-29,2022-04-29,-0.220233539,-0.139831647973,-0.0804018910275,-0.0902409647395,-0.129992574261,-0.257610684202
MCO,0001059556,EPS,FY2022,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001157523-22-000521,2022-05-02T11:15:33+00:00,F03,LOWER,-0.130434782609,XLF,yf-independent-current-sp500-20260721,2022-05-03,2022-10-31,-0.111212868645,-0.0120588411235,-0.0991540275213,-0.0615365945036,-0.0496762741412,-0.270015173315
MCO,0001059556,EPS,FY2022,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001059556-22-000043,2022-07-26T11:16:34+00:00,F03,LOWER,-0.140909090909,XLF,yf-independent-current-sp500-20260721,2022-07-27,2023-01-25,0.109678270983,0.117897505732,-0.00821923474881,0.0240404809328,0.0856377900505,-0.270015173315
MCO,0001059556,EPS,FY2022,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001059556-22-000059,2022-10-25T11:03:11+00:00,F03,LOWER,-0.116402116402,XLF,yf-independent-current-sp500-20260721,2022-10-26,2023-04-27,0.217296693251,0.00118572234343,0.216110970908,0.0897884262847,0.127508266966,-0.132484813883
MCO,0001059556,EPS,FY2023,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001059556-23-000023,2023-04-25T10:58:45+00:00,F04,NON_LOWER,0.0540540540541,XLF,yf-independent-current-sp500-20260721,2023-04-26,2023-10-24,0.0011585169248,0.000900354337086,0.000258162587711,0.0491333026068,-0.047974785682,-0.153106478626
MCO,0001059556,EPS,FY2023,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001059556-23-000046,2023-07-25T10:58:11+00:00,F04,NON_LOWER,0.025641025641,XLF,yf-independent-current-sp500-20260721,2023-07-26,2024-01-24,0.0852777722295,0.0948725620243,-0.00959478979486,0.0761482181764,0.00912955405308,-0.161338361466
MCO,0001059556,EPS,FY2023,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001059556-23-000097,2023-10-25T10:51:20+00:00,F04,NON_LOWER,0,XLF,yf-independent-current-sp500-20260721,2023-10-26,2024-04-26,0.210335872086,0.285963147102,-0.0756272750158,0.229214383035,-0.0188785109485,-0.0954907646827
MCO,0001059556,EPS,FY2024,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001059556-24-000087,2024-05-02T11:00:11+00:00,F04,NON_LOWER,0.00705882352941,XLF,yf-independent-current-sp500-20260721,2024-05-03,2024-10-31,0.196359561297,0.150694667155,0.0456648941417,0.119462442718,0.0768971185784,-0.0821170239078
MCO,0001059556,EPS,FY2024,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001059556-24-000123,2024-07-23T10:58:05+00:00,F04,NON_LOWER,0.0467289719626,XLF,yf-independent-current-sp500-20260721,2024-07-24,2025-01-23,0.0817602223175,0.187288070034,-0.105527847716,0.11809719078,-0.0363369684622,-0.0959712258382
MCO,0001059556,EPS,FY2024,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001059556-24-000180,2024-10-22T10:58:04+00:00,F04,NON_LOWER,0.0714285714286,XLF,yf-independent-current-sp500-20260721,2024-10-23,2025-04-25,-0.0633457069673,0.0275999363833,-0.0909456433505,-0.0466310794462,-0.0167146275211,-0.246519777669
MCO,0001059556,EPS,FY2025,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001059556-25-000165,2025-07-23T10:59:13+00:00,F04,NON_LOWER,0.00917431192661,XLF,yf-independent-current-sp500-20260721,2025-07-24,2026-01-22,0.0444098807958,0.0198763490015,0.0245335317943,0.0919189749736,-0.0475090941778,-0.0995811440391
MCO,0001059556,EPS,FY2025,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001628280-25-045770,2025-10-22T10:56:01+00:00,F04,NON_LOWER,0.0636363636364,XLF,yf-independent-current-sp500-20260721,2025-10-23,2026-04-24,-0.0369843751726,-0.0137867012207,-0.0231976739519,0.0746649935285,-0.111649368701,-0.23605935655
MCO,0001059556,FREE_CASH_FLOW,FY2019,NON_GAAP,NOT_APPLICABLE,USD,0001157523-19-000868,2019-04-24T11:30:49+00:00,F02,NON_LOWER,0,XLF,yf-independent-current-sp500-20260721,2019-04-25,2019-10-22,0.105710523049,0.0528213333524,0.0528891896968,0.0333147758154,0.0723957472338,-0.107599615155
MCO,0001059556,FREE_CASH_FLOW,FY2019,NON_GAAP,NOT_APPLICABLE,USD,0001157523-19-001632,2019-07-31T11:30:12+00:00,F02,NON_LOWER,0,XLF,yf-independent-current-sp500-20260721,2019-08-01,2020-01-30,0.24486318889,0.0950255050454,0.149837683844,0.111598500284,0.133264688605,-0.107599615155
MCO,0001059556,FREE_CASH_FLOW,FY2019,NON_GAAP,NOT_APPLICABLE,USD,0001157523-19-002132,2019-10-30T11:30:52+00:00,F02,NON_LOWER,0,XLF,yf-independent-current-sp500-20260721,2019-10-31,2020-05-01,0.113931763866,-0.221979446386,0.335911210253,-0.0601016120271,0.174033375894,-0.420171631368
MCO,0001059556,FREE_CASH_FLOW,FY2023,NON_GAAP,NOT_APPLICABLE,USD,0001059556-23-000023,2023-04-25T10:58:45+00:00,F04,NON_LOWER,0,XLF,yf-independent-current-sp500-20260721,2023-04-26,2023-10-24,0.0011585169248,0.000900354337086,0.000258162587711,0.0491333026068,-0.047974785682,-0.153106478626
MCO,0001059556,FREE_CASH_FLOW,FY2023,NON_GAAP,NOT_APPLICABLE,USD,0001059556-23-000046,2023-07-25T10:58:11+00:00,F04,NON_LOWER,0.133333333333,XLF,yf-independent-current-sp500-20260721,2023-07-26,2024-01-24,0.0852777722295,0.0948725620243,-0.00959478979486,0.0761482181764,0.00912955405308,-0.161338361466
MCO,0001059556,FREE_CASH_FLOW,FY2024,NON_GAAP,NOT_APPLICABLE,USD,0001059556-24-000087,2024-05-02T11:00:11+00:00,F04,NON_LOWER,0,XLF,yf-independent-current-sp500-20260721,2024-05-03,2024-10-31,0.196359561297,0.150694667155,0.0456648941417,0.119462442718,0.0768971185784,-0.0821170239078
MCO,0001059556,FREE_CASH_FLOW,FY2024,NON_GAAP,NOT_APPLICABLE,USD,0001059556-24-000123,2024-07-23T10:58:05+00:00,F04,NON_LOWER,0.05,XLF,yf-independent-current-sp500-20260721,2024-07-24,2025-01-23,0.0817602223175,0.187288070034,-0.105527847716,0.11809719078,-0.0363369684622,-0.0959712258382
MCO,0001059556,FREE_CASH_FLOW,FY2025,NON_GAAP,NOT_APPLICABLE,USD,0001059556-25-000165,2025-07-23T10:59:13+00:00,F04,NON_LOWER,0,XLF,yf-independent-current-sp500-20260721,2025-07-24,2026-01-22,0.0444098807958,0.0198763490015,0.0245335317943,0.0919189749736,-0.0475090941778,-0.0995811440391
MCO,0001059556,MARGIN,FY2014,NON_GAAP,NOT_APPLICABLE,PERCENT,0001157523-14-004065,2014-10-24T12:00:33+00:00,F01,NON_LOWER,0,XLF,yf-independent-current-sp500-20260721,2014-10-27,2015-04-28,0.12179338351,0.0662714149777,0.0555219685325,0.0910744954018,0.0307188881084,-0.122938131431
MCO,0001059556,MARGIN,FY2023,NON_GAAP,NOT_APPLICABLE,PERCENT,0001059556-23-000023,2023-04-25T10:58:45+00:00,F04,NON_LOWER,0,XLF,yf-independent-current-sp500-20260721,2023-04-26,2023-10-24,0.0011585169248,0.000900354337086,0.000258162587711,0.0491333026068,-0.047974785682,-0.153106478626
MCO,0001059556,MARGIN,FY2023,NON_GAAP,NOT_APPLICABLE,PERCENT,0001059556-23-000046,2023-07-25T10:58:11+00:00,F04,NON_LOWER,0,XLF,yf-independent-current-sp500-20260721,2023-07-26,2024-01-24,0.0852777722295,0.0948725620243,-0.00959478979486,0.0761482181764,0.00912955405308,-0.161338361466
MCO,0001059556,MARGIN,FY2023,NON_GAAP,NOT_APPLICABLE,PERCENT,0001059556-23-000097,2023-10-25T10:51:20+00:00,F04,NON_LOWER,0,XLF,yf-independent-current-sp500-20260721,2023-10-26,2024-04-26,0.210335872086,0.285963147102,-0.0756272750158,0.229214383035,-0.0188785109485,-0.0954907646827
MCO,0001059556,MARGIN,FY2025,NON_GAAP,NOT_APPLICABLE,PERCENT,0001628280-25-045770,2025-10-22T10:56:01+00:00,F04,NON_LOWER,0.282828282828,XLF,yf-independent-current-sp500-20260721,2025-10-23,2026-04-24,-0.0369843751726,-0.0137867012207,-0.0231976739519,0.0746649935285,-0.111649368701,-0.23605935655
ZBH,0001136869,EPS,FY2022,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0000950170-22-020960,2022-11-02T10:31:04+00:00,F03,NON_LOWER,0.00735294117647,XLV,yf-independent-current-sp500-20260721,2022-11-03,2023-05-05,0.302429882689,0.0389097879414,0.263520094748,0.12016246447,0.18226741822,-0.0689630374473
ZBH,0001136869,EPS,FY2023,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0000950170-23-036153,2023-08-01T10:30:50+00:00,F04,NON_LOWER,0.00939597315436,XLV,yf-independent-current-sp500-20260721,2023-08-02,2024-01-31,-0.0429211962742,0.060735124711,-0.103656320985,0.0734649936696,-0.116386189944,-0.218826244856
ZBH,0001136869,EPS,FY2024,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0000950170-24-051551,2024-05-02T10:30:11+00:00,F04,NON_LOWER,0,XLV,yf-independent-current-sp500-20260721,2024-05-03,2024-10-31,-0.101214976501,0.0489434723716,-0.150158448872,0.119462442718,-0.220677419219,-0.159765923131
ZBH,0001136869,EPS,FY2025,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0000950170-25-063124,2025-05-05T10:30:09+00:00,F04,LOWER,-0.030303030303,XLV,yf-independent-current-sp500-20260721,2025-05-06,2025-11-03,0.109462357665,0.063249115795,0.0462132418701,0.231803722351,-0.122341364686,-0.118541964164
ZBH,0001136869,EPS,FY2025,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0000950170-25-104527,2025-08-07T10:30:12+00:00,F04,NON_LOWER,0.025,XLV,yf-independent-current-sp500-20260721,2025-08-08,2026-02-06,-0.0869905243919,0.231184108336,-0.318174632728,0.0954500858855,-0.182440610277,-0.200183798135
ZBH,0001136869,EPS,FY2025,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001193125-25-265649,2025-11-05T11:30:25+00:00,F04,NON_LOWER,0,XLV,yf-independent-current-sp500-20260721,2025-11-06,2026-05-08,-0.0383059696388,-0.00307680079921,-0.0352291688396,0.0966044886893,-0.134910458328,-0.204996199422
TMUS,0001283699,ADJUSTED_EBITDA,FY2015,NON_GAAP,NOT_APPLICABLE,USD,0001283699-15-000037,2015-07-30T11:38:05+00:00,F01,NON_LOWER,0,XLC,yf-long14-actions-sector-20260721,2015-07-31,2016-01-29,0.0151707088139,-0.137308978467,0.15247968728,-0.0734743445948,0.0886450534087,-0.196839283759
