accession_number,cik,filing_date,prior_extraction_status,extraction_method,candidate_symbols,source_sha256,review_role,development_regression_status
0000079879-18-000022,0000079879,2018-04-27,NO_CANDIDATE_FOUND,NONE,,4bc686b96edfda4c02c398a680594a87be542e62f15e856cf6086c3cfee84e6a,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0000079879-18-000027,0000079879,2018-05-10,NO_CANDIDATE_FOUND,NONE,,a4a6805a8b6e2dbd98064a8ce4c26d813e1bb661a4f48997f4cd9e7ba31e664e,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0000092122-18-000031,0000092122,2018-05-21,NO_CANDIDATE_FOUND,NONE,,97eba207f7a5722bd29b6d7903b55ef7f4463f81e8e08cc810466e5e3aa09f7a,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0000047217-18-000020,0000047217,2018-05-29,NO_CANDIDATE_FOUND,NONE,,6616619e47988c3fda91a6b0a6abf926337345e5cb305945870ac295434c684e,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0001193125-18-176815,0001048911,2018-05-29,NO_CANDIDATE_FOUND,NONE,,f2acc0836f6c10117e8f275763c175c77b79313ffe6e2012e9df4b93a7e05556,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0001193125-18-184011,0000804328,2018-06-05,NO_CANDIDATE_FOUND,NONE,,18db9b5ddda802c966ad2f78a410c8117768e209a68f95938c718fa9e42a6c0e,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0000950142-18-001353,0001037038,2018-06-07,NO_CANDIDATE_FOUND,NONE,,9da89586e252e9aec30a4e01f6ea9d877c91977bf52db8c5c0623c68856f8b8f,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0001104659-18-041818,0000001800,2018-06-22,NO_CANDIDATE_FOUND,NONE,,27e681390dd0fa1a77a98d13290a823cdac4079c98b7a1485aabaa6d016db538,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0000079879-18-000041,0000079879,2018-06-28,NO_CANDIDATE_FOUND,NONE,,33060e109542ff80732ae99d7497c60a5286fa59f34ea74ea02021fb648c76a8,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0000086521-18-000047,0001032208,2018-06-28,NO_CANDIDATE_FOUND,NONE,,09a36e73e60665e196cbe608d71ba89d699a3d8fe8e4831b4b39a18ce5ed8433,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0001193125-18-206319,0001058090,2018-06-28,NO_CANDIDATE_FOUND,NONE,,698ee15f9243a675e6869ed5dacf89c7afe09333e53493517e980aa08c8e5a1b,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0001193125-18-214186,0001000228,2018-07-09,NO_CANDIDATE_FOUND,NONE,,03142cb71f597007f594fe3b772060e5655e14459eb43ab88a4b84a71123be76,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0001048695-18-000023,0001048695,2018-07-25,NO_CANDIDATE_FOUND,NONE,,0f39b28dde975a60ce5f54b4db8c097b1b901b720fce05f26c8a5b3b562fc714,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0001558370-18-005930,0000031462,2018-07-31,NO_CANDIDATE_FOUND,NONE,,32efb829b459f48a5ebf0fa4da38616e8bed298c1458185ae88f12b101f0eafc,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0000947871-18-000615,0001144519,2018-08-01,NO_CANDIDATE_FOUND,NONE,,8453c5941c0cba78ae1a5b38e20f3e9b3ef4f2d1fdbfdf45e930eda61c0055da,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0001104659-18-048772,0000804328,2018-08-01,NO_CANDIDATE_FOUND,NONE,,70c4290c3688efd1d9bd8520e552db4283f64ee26dff08dd45e73eb02df5fa59,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0001193125-18-254569,0000060667,2018-08-22,NO_CANDIDATE_FOUND,NONE,,7eb84d77f2c787f924462444e7f93186668a59b0eec313cf4c4b9d419ace2ce8,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0001193125-18-268664,0001103982,2018-09-07,NO_CANDIDATE_FOUND,NONE,,ae7a9f2f152ff73c8382f3acdf6c727bc4b36cd42408d06226a0400542084aac,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0001104659-18-059457,0000001800,2018-09-28,NO_CANDIDATE_FOUND,NONE,,80858050087eb0f77cd8f9521be4aa0ee25171851c4af17a5771040647c5e487,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0000046080-18-000134,0000046080,2018-10-22,NO_CANDIDATE_FOUND,NONE,,a521e262729b370168aa1fff235e9c7a4f350ed58a69b2133d1fe827ea1728d6,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0001104659-18-064376,0000001800,2018-10-29,NO_CANDIDATE_FOUND,NONE,,e2f7e2b8eb627ec8c76e47457599b79f8cc90d392d6510e458470606e77c458e,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0000060667-18-000189,0000060667,2018-11-05,NO_CANDIDATE_FOUND,NONE,,f742f9e8d0156e4077ded85e516264e499ffffa7e3c52bc795caf09c3592bc99,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0000885725-18-000047,0000885725,2018-11-15,NO_CANDIDATE_FOUND,NONE,,871895c3621077c41e37263e94dcbf0c77006ff0db961d19ddbff816f7278a85,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0001628280-18-014419,0001375365,2018-11-15,NO_CANDIDATE_FOUND,NONE,,3490eb82102b6f840e5ffa1a721315f0570c276e12d56b56da30bf3a9ccc1fb2,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0001193125-18-334127,0001467858,2018-11-27,NO_CANDIDATE_FOUND,NONE,,760282f23f766c35473737a9c3af134c10433ad8ed98851e3293c85640a89fcc,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0001552781-18-000519,0000217346,2018-12-06,NO_CANDIDATE_FOUND,NONE,,f8c41a07f63a0759512f87a5d5a19f07221b027a2224f0d4ad1e3eb31e0e6151,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0001193125-18-350364,0000927066,2018-12-17,NO_CANDIDATE_FOUND,NONE,,3f7b81227379d29d0c1855631cc6e1ad6c0ebdbda9d5959a3c659161376ddf31,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0001104659-19-000836,0001551152,2019-01-04,NO_CANDIDATE_FOUND,NONE,,42eb4c44a5c120a37b4797045a299f47ba80fbae49e1d44e07f6a6a9de1b0636,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0001193125-19-012949,0001048911,2019-01-18,NO_CANDIDATE_FOUND,NONE,,dae04bf4802ba7f326948db8ce3bb93b19028dd0a5c554b08344011aa75149ff,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0001193125-19-019657,0001004980,2019-01-29,NO_CANDIDATE_FOUND,NONE,,4b6ae4a905c2f70127aa86e85d7f1a286809989b51e2a98017d1db20d0b6da79,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0001558370-19-000341,0000031462,2019-02-04,NO_CANDIDATE_FOUND,NONE,,541e191a234ae4212af003bfd8ddc185e60a3504da10fdc894653089b55149a0,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0000024545-19-000006,0000024545,2019-02-12,NO_CANDIDATE_FOUND,NONE,,7d814092fe645d55d79f6497896c9e3cc3c5da049a0e311770d1f73a8f128d29,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0000077476-19-000013,0000077476,2019-02-15,NO_CANDIDATE_FOUND,NONE,,c38621e6a6dec0c0227856eaa776df50b750507d09ed19a27b2bf96fb8cc1610,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0001193125-19-041741,0000040704,2019-02-15,NO_CANDIDATE_FOUND,NONE,,b62cf8b74d765605e416dd8f0c06dfb7c010bbefbde5c8cde443c153aa5dfa59,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0000037996-19-000010,0000037996,2019-02-19,NO_CANDIDATE_FOUND,NONE,,2d98c5ff23d08841e971b5d2b4bab8b86121d536bca622fb68133aab116b58bd,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0001093557-19-000039,0001093557,2019-02-21,NO_CANDIDATE_FOUND,NONE,,46caa6fdcc2172352a82f552dd530762f5ed049b9346ea40912c827bd1e29010,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0001104659-19-010347,0000001800,2019-02-25,NO_CANDIDATE_FOUND,NONE,,40517b56f1e6739eeacc438d762eb0f7d127e587aa6253447073a74d2eb3c07a,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0001521332-19-000009,0001521332,2019-02-28,NO_CANDIDATE_FOUND,NONE,,f198257e6c3c0ec18448d3086361c9eddc17f17ea5f34e31d022f3acabe8c134,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0001171843-19-001497,0001097149,2019-03-05,NO_CANDIDATE_FOUND,NONE,,7a4f4449a4c46c23893ffea94a91cfd3a7db9fb879cb233ef9f826957fcfc018,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0000037996-19-000014,0000037996,2019-03-27,NO_CANDIDATE_FOUND,NONE,,a669f5c2b46aac9e2d860871b2d626be171f4da43be4bfbfb7f450eb38892189,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0001097149-19-000016,0001097149,2019-04-11,NO_CANDIDATE_FOUND,NONE,,91c04bc7d687a74d8def50dd0ae3845aff12db4da6b355eb9de32800388a0744,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0001104659-19-023211,0001385157,2019-04-24,NO_CANDIDATE_FOUND,NONE,,1f3451ba405d35a266f2e0117ad8e74ae34dead8c932d33ba9143411cfcae192,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0001104659-19-024842,0000310158,2019-04-30,NO_CANDIDATE_FOUND,NONE,,ae9485f4ba9eac61c71d6b6657b8b8a65dd67d0295cb9d532058ac6f65342c96,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0000827052-19-000117,0000827052,2019-05-28,CANDIDATE_FOUND,STRUCTURAL_TRADING_SYMBOL_COLUMN,EIX|SCEPB|SCEPC|SCEPD|SECPE,59b87256c3586c43336062bd291b9ead393b498114e27d2d441ca275259600c8,DEVELOPMENT_REGRESSION,PASS
0001666700-19-000025,0001666700,2019-05-29,CANDIDATE_FOUND,STRUCTURAL_TRADING_SYMBOL_COLUMN,DWDP,1d668c024375151bb3ead1a60376c84f4f58f5267a259b9c02bbe5aa1af9ea03,DEVELOPMENT_REGRESSION,PASS
0000037996-19-000049,0000037996,2019-06-06,NO_CANDIDATE_FOUND,STRUCTURAL_TRADING_SYMBOL_COLUMN,F,505a3b8ef39213fe3e8319b4f383d6ad3cde7a64423596428ea4f0b2259e15fe,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0000079879-19-000023,0000079879,2019-06-10,CANDIDATE_FOUND,STRUCTURAL_TRADING_SYMBOL_COLUMN,PPG,85728723d39516cbe5223fae956a94d0ba3bc6fbebe9e4c58e6eb5e7c8e4b7e3,DEVELOPMENT_REGRESSION,PASS
0001140361-19-010907,0000052988,2019-06-12,CANDIDATE_FOUND,STRUCTURAL_TRADING_SYMBOL_COLUMN,JEC,0afbf1f719c094f61b26dda7a3669be9c2ac832a3c85829d46269443f8545526,DEVELOPMENT_REGRESSION,PASS
0001104659-19-035343,0001001250,2019-06-13,NO_CANDIDATE_FOUND,STRUCTURAL_TRADING_SYMBOL_COLUMN,EL,dfcd538cf10deb69dd3265b32dbad69640d751b514328d14d78e669624b42366,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0001243786-19-000100,0001285785,2019-06-18,CANDIDATE_FOUND,STRUCTURAL_TRADING_SYMBOL_COLUMN,MOS,50ff54e0f697b82999e3d739be1721a106beeaa6a35cc462bfe41971d531bf4b,DEVELOPMENT_REGRESSION,PASS
0001193125-19-178954,0000788784,2019-06-21,NO_CANDIDATE_FOUND,STRUCTURAL_TRADING_SYMBOL_COLUMN,PEG|PEG31,8ce0d3037a6d43ae2797e4edc9b3c17b4ae19c9a8a2e50029f7cf4bee19ab20e,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0000947871-19-000528,0001144519,2019-07-22,CANDIDATE_FOUND,STRUCTURAL_TRADING_SYMBOL_COLUMN,BG,98dafab2b9a95f9c59b38a069227f926dbc9eb5dd62635a2495a27597e85698a,DEVELOPMENT_REGRESSION,PASS
0001104659-19-041508,0001385157,2019-07-24,NO_CANDIDATE_FOUND,STRUCTURAL_TRADING_SYMBOL_COLUMN,TEL,339558e0efadac35614d66608824d052d1b473d106007dc5de3e731b5774fc28,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0000072741-19-000031,0000072741,2019-07-25,CANDIDATE_FOUND,STRUCTURAL_TRADING_SYMBOL_COLUMN,ES,d85db180497071e6e5632fb04ca3e010b0798986704a0f5be981d4d0b47e62c1,DEVELOPMENT_REGRESSION,PASS
0001104659-19-041852,0000866374,2019-07-25,NO_CANDIDATE_FOUND,STRUCTURAL_TRADING_SYMBOL_COLUMN,FLEX,359743779b2e4997f7230f2bfbb39688bf6068bddac455515f47be3a08f800f9,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0000721371-19-000061,0000721371,2019-08-08,CANDIDATE_FOUND,STRUCTURAL_TRADING_SYMBOL_COLUMN,CAH,c9efbcf700f092fc8884400c5b752efaba1d1c8111bd100ea20ad30f53c1595f,DEVELOPMENT_REGRESSION,PASS
0001157523-19-001784,0000849399,2019-08-08,CANDIDATE_FOUND,STRUCTURAL_TRADING_SYMBOL_COLUMN,SYMC,ecb0ffbf38fa062aa90b58f3b0c5462950093abc76948c08c6a4793bbf5521c1,DEVELOPMENT_REGRESSION,PASS
0001144519-19-000048,0001144519,2019-08-13,CANDIDATE_FOUND,XBRL_TAG,BG,b6dfd2e0a44f01b0bd998f954fbcecc0abe091615d212cc1a6da89245f069c63,DEVELOPMENT_REGRESSION,PASS
0001193125-19-237414,0000087347,2019-09-04,CANDIDATE_FOUND,XBRL_TAG,SLB,02ef9e26a509bef18de0b2e1ead1ce54a74b038304a79f015536a7f76a8bfe78,DEVELOPMENT_REGRESSION,PASS
0001410578-19-001205,0000033213,2019-09-12,CANDIDATE_FOUND,XBRL_TAG,EQT,65c17dfbdb8b90920a278c4ea0d9d70fe74b01e3c5f6c66bb52d19a1da9d7478,DEVELOPMENT_REGRESSION,PASS
0000875320-19-000046,0000875320,2019-09-17,CANDIDATE_FOUND,XBRL_TAG,VRTX,a5d250122a43454c1539c0149c09a660ef8872e6809453a861bbdef462d078f2,DEVELOPMENT_REGRESSION,PASS
0000037996-19-000071,0000037996,2019-10-01,CANDIDATE_FOUND,XBRL_TAG,F|FPRB,6b2e007d20006b1327c7ebecc61a1492e1a9c1ea59728ea2b0e54689756ad2f3,DEVELOPMENT_REGRESSION,PASS
0000047217-19-000052,0000047217,2019-10-04,CANDIDATE_FOUND,STRUCTURAL_TRADING_SYMBOL_COLUMN,HPQ,58cf68f4d366eee410866617c11b87e55915a59e509402b47199aeb43d35ab82,DEVELOPMENT_REGRESSION,PASS
0001410578-19-001548,0001091667,2019-10-07,CANDIDATE_FOUND,XBRL_TAG,CHTR,1a3c454f466562f91a5d4d5ec561b66220ba19793cd58a85dd61e014d0e6d487,DEVELOPMENT_REGRESSION,PASS
0001410578-19-001557,0000811156,2019-10-07,CANDIDATE_FOUND,XBRL_TAG,CMS|CMS-PB|CMSA|CMSC|CMSD,33300ad38eb9e8a8861ef85520086cefd43edff0b1cd9024d616d33efa42c320,DEVELOPMENT_REGRESSION,PASS
0001193125-19-269681,0000087347,2019-10-18,CANDIDATE_FOUND,XBRL_TAG,SLB,0c8560ef2d5aafa9b2cc0f7c8f623c35f92219e1f77c13785f32cbd18776d844,DEVELOPMENT_REGRESSION,PASS
0001104659-19-057468,0001385157,2019-10-30,CANDIDATE_FOUND,XBRL_TAG,TEL,22ad287f0211931f9bef73aede21eca29169e15c9fcbd7edcb7ef365d38a97d4,DEVELOPMENT_REGRESSION,PASS
0001157523-19-002130,0000024545,2019-10-30,CANDIDATE_FOUND,XBRL_TAG,TAP|TAP.A,a0a8708ee378fff4befd5136084a4b7e020815f9e581adbd8a118cd392e00c8d,DEVELOPMENT_REGRESSION,PASS
0001020569-19-000220,0001020569,2019-10-31,CANDIDATE_FOUND,XBRL_TAG,IRM,13b5004794eeed6c360545853921e559aab8a13ac025f6cf9b6f2b933dfc51c3,DEVELOPMENT_REGRESSION,PASS
0001413329-19-000073,0001413329,2019-11-04,CANDIDATE_FOUND,XBRL_TAG,PM|PM20|PM20A|PM20B|PM20C|PM21|PM21A|PM21B|PM21C|PM22|PM22A|PM22B|PM22C|PM23|PM23A|PM23B|PM24|PM24A|PM24B|PM24C|PM25|PM25A|PM26|PM26A|PM26B|PM27|PM28|PM29|PM29A|PM31|PM33|PM36|PM37A|PM38|PM39|PM41|PM42|PM42A|PM43|PM43A|PM44,cb452b148ec34cb4cb5c0181ebbe9312eb622e6577d5084ea43715d4dcc46394,DEVELOPMENT_REGRESSION,PASS
0001193125-19-301168,0001000228,2019-11-26,CANDIDATE_FOUND,XBRL_TAG,HSIC,e1f4736a0eda0300c9cb088fdf73238c69fb8e3d1986bdaf32c42cf0416dc0ec,DEVELOPMENT_REGRESSION,PASS
0001104659-19-070378,0000217346,2019-12-06,CANDIDATE_FOUND,XBRL_TAG,TXT,29e116c75b3184974a16711eb830562e31aca1b2bfada90d08c5c8be2dff107a,DEVELOPMENT_REGRESSION,PASS
0000093410-19-000040,0000093410,2019-12-10,CANDIDATE_FOUND,XBRL_TAG,CVX,46501ebbae6ddaea7f2524315ddc369ebce9aed7a2322199b8c074d28cb595c8,DEVELOPMENT_REGRESSION,PASS
0001564590-19-046141,0000106535,2019-12-17,CANDIDATE_FOUND,XBRL_TAG,WY,f36a9252547bd52c7d881277ee772229b2137e3a320245f30183c7390c10b51c,DEVELOPMENT_REGRESSION,PASS
0001193125-19-317560,0001090012,2019-12-18,CANDIDATE_FOUND,XBRL_TAG,DVN,b702e93f36ed3455ee297c7fe123f077bbe78ab375e82d433dce792e5ba9914a,DEVELOPMENT_REGRESSION,PASS
0001104659-19-074388,0000001800,2019-12-19,CANDIDATE_FOUND,XBRL_TAG,ABT,a06cfbb5ce0e53bf2cf50517eca865a2cddc0d26cca54d27fcde3714abbb44df,DEVELOPMENT_REGRESSION,PASS
0001243786-20-000002,0001285785,2020-01-28,CANDIDATE_FOUND,XBRL_TAG,MOS,ddc5c77a23513afa7990577b16df8c67e5f3ecb6b12447a2bfb79a462dec7def,DEVELOPMENT_REGRESSION,PASS
0001140859-20-000006,0001140859,2020-01-30,CANDIDATE_FOUND,XBRL_TAG,ABC,856f8ae1e14ac27f2b87d885edfac36c5ca4c050316325e3542e78ba2cec485c,DEVELOPMENT_REGRESSION,PASS
0000769397-20-000002,0000769397,2020-02-03,CANDIDATE_FOUND,XBRL_TAG,ADSK,d3512ed3c9ae37f7ad2266ce711a2d5ebaf2c2944b90f1b77954825f1a36012d,DEVELOPMENT_REGRESSION,PASS
0001193125-20-035710,0000010456,2020-02-13,NO_CANDIDATE_FOUND,NONE,,d34bcd846033a9d3a6c47a1d7bbe2c3fe1f2fe0b5f1bee9b6656df5d8a8f4b9c,UNSEEN_HUMAN_REVIEW,NOT_REVIEWED
0001467858-20-000050,0001467858,2020-02-18,CANDIDATE_FOUND,XBRL_TAG,GM,6117316d31a182350ae1a39d25686fbfe8fe4da9650b87f55b6a0276fdc68f3f,DEVELOPMENT_REGRESSION,PASS
0001104659-20-023531,0001091667,2020-02-21,CANDIDATE_FOUND,XBRL_TAG,CHTR,8ae6a52a391897491c3b18277c4986976aece6d26b42652033c00576baab3442,DEVELOPMENT_REGRESSION,PASS
0001324424-20-000012,0001324424,2020-02-25,CANDIDATE_FOUND,XBRL_TAG,EXPE|EXPE22,2f093fce96bfd1a68c5b25d429a4d9f758349538f43dc1521aab1be88ba38ea0,DEVELOPMENT_REGRESSION,PASS
0001051470-20-000068,0001051470,2020-02-26,CANDIDATE_FOUND,XBRL_TAG,CCI|CCI.PRA,547cb9dd4b083375f4f19fb5ddaf9a98ec7cf87b2b3edf7a2341f4ed20d1887e,DEVELOPMENT_REGRESSION,PASS
0001104659-20-037363,0001091667,2020-03-23,CANDIDATE_FOUND,XBRL_TAG,CHTR,61dbc222b4258f121db170762fb70bd6cb1ebacd7dff42145833535bc421a5bc,DEVELOPMENT_REGRESSION,PASS
0001193125-20-102713,0001097864,2020-04-09,CANDIDATE_FOUND,XBRL_TAG,ON,4cc123e763b13f6b9ef8eb27c0b236db6c53e7d56e58687ca9fdfd04e3539024,DEVELOPMENT_REGRESSION,PASS
0000950103-20-007337,0001701605,2020-04-13,CANDIDATE_FOUND,XBRL_TAG,BKR,661844c0690a314eda2f3aaec4bf9042e8ec42a92fc7d1aa1ef6673d42abde20,DEVELOPMENT_REGRESSION,PASS
0001193125-20-111531,0001666700,2020-04-20,CANDIDATE_FOUND,XBRL_TAG,DD,7e2d1cddbd9c4df471b7fd89cf49346c6665d0d174de00408cda03a9e2267807,DEVELOPMENT_REGRESSION,PASS
0001564590-20-018916,0000075677,2020-04-28,CANDIDATE_FOUND,XBRL_TAG,PKG,b018851e43e569d7719a47cbb966e7f01888672fafb2397e785c569248e756f1,DEVELOPMENT_REGRESSION,PASS
0001157523-20-000608,0001116132,2020-04-30,CANDIDATE_FOUND,XBRL_TAG,TPR,bac8f8d12fa13d65e5923e26a9cecf430659d41b8b7b2c379738bf7ce94649b5,DEVELOPMENT_REGRESSION,PASS
0001683168-20-001539,0000027904,2020-05-14,CANDIDATE_FOUND,XBRL_TAG,DAL,83e18e9cda95854e2a5f9f7cc6bfa6e58fdafd9349bfe8a452e99c52909dc1f5,DEVELOPMENT_REGRESSION,PASS
0001552781-20-000362,0001543151,2020-05-18,CANDIDATE_FOUND,XBRL_TAG,UBER,b52ad7e2cab06fdaeb4009093729cae1f4818613ceaaed5b33f6b613878ef001,DEVELOPMENT_REGRESSION,PASS
0001193125-20-157932,0001137789,2020-06-02,CANDIDATE_FOUND,XBRL_TAG,STX,3f57091a53f2c268995efd187fd99d7b9ed312b1c06cf219273f98e0e2923b69,DEVELOPMENT_REGRESSION,PASS
0001524472-20-000031,0001524472,2020-06-03,CANDIDATE_FOUND,XBRL_TAG,XYL|XYL23,0833036cf63d3f2ab498d9f08b9432a51c44963f6f89dc3cb22a16f7d14850a5,DEVELOPMENT_REGRESSION,PASS
0000079879-20-000032,0000079879,2020-06-08,CANDIDATE_FOUND,XBRL_TAG,PPG,2e8ff6fba95e53f822e72b94fa4275da2091b97ba9b9ea565275f4e17445c00b,DEVELOPMENT_REGRESSION,PASS
0001193125-20-170138,0000087347,2020-06-16,CANDIDATE_FOUND,XBRL_TAG,SLB,38f3356ee0b33896786ea45a6a4ddc69c3be381d1749ecf0be27690bbc2f90a7,DEVELOPMENT_REGRESSION,PASS
0001140361-20-014081,0001283699,2020-06-17,CANDIDATE_FOUND,XBRL_TAG,TMUS,830c73495dbca2b4346d79a445f57eb372fa38c2f73c113882b1e44c2971c55e,DEVELOPMENT_REGRESSION,PASS
0001552781-20-000398,0000217346,2020-06-18,CANDIDATE_FOUND,XBRL_TAG,TXT,b4c41b354fc24ccd1437520d15503ccd333c325ddb5edfc0fe9ae4a6972a75c3,DEVELOPMENT_REGRESSION,PASS
0001193125-20-174218,0001048911,2020-06-19,CANDIDATE_FOUND,XBRL_TAG,FDX,53105b36ff3160243f9e31142b7784d06fc7da017a4071db7b2a5c76541b09ba,DEVELOPMENT_REGRESSION,PASS
0000874761-20-000044,0000874761,2020-06-23,CANDIDATE_FOUND,XBRL_TAG,AES,6fe2c65717546b238968232aa7c0b7064a722534089a1f83e8793b59ed95e707,DEVELOPMENT_REGRESSION,PASS
0001193125-20-177094,0001609711,2020-06-24,CANDIDATE_FOUND,XBRL_TAG,GDDY,f55c3594308b8fd39dafb17a38e305b4caf7389c5c79aa7e0e79462cb9e81e33,DEVELOPMENT_REGRESSION,PASS
0001104659-20-077745,0000895126,2020-06-29,CANDIDATE_FOUND,XBRL_TAG,CHK,eb053a373f371c6b3e9d075498af34ac07f175042e5b7150a9def15dd41dab48,DEVELOPMENT_REGRESSION,PASS
0001104659-20-080869,0001326160,2020-07-06,CANDIDATE_FOUND,XBRL_TAG,DUK|DUKB|DUKH,2144538ce5058aa7ae5060a6d3de76566b6f7fba452a1202c3c22bda7c243e5b,DEVELOPMENT_REGRESSION,PASS
0001193125-20-187846,0000715957,2020-07-06,CANDIDATE_FOUND,XBRL_TAG,D|DCUE|DRUA,235ccc0e8f851475aefba78fd64ff26bdc3884c7dca091e278ceeb66327f61df,DEVELOPMENT_REGRESSION,PASS
0001104659-20-082123,0000100517,2020-07-08,CANDIDATE_FOUND,XBRL_TAG,UAL,50dc52081c0050742764d2110050acb77270c6d5d66d13c9bdc45fb82a8ef417,DEVELOPMENT_REGRESSION,PASS
0001104659-20-083132,0001091667,2020-07-13,CANDIDATE_FOUND,XBRL_TAG,CHTR,eeca809b3f75b1459a8cdbc8ae7517c316cb426b5e3deb2da6d67f2787bae3fa,DEVELOPMENT_REGRESSION,PASS
0001104659-20-083610,0000823768,2020-07-15,CANDIDATE_FOUND,XBRL_TAG,WM,e62f1d9e9403598c007ac753f1950d530959ef7d8de4c34db419054aa90656f1,DEVELOPMENT_REGRESSION,PASS
0001104659-20-087372,0001091667,2020-07-28,CANDIDATE_FOUND,XBRL_TAG,CHTR,eaf8f4bfc173e89c6368565320492312233374fc06d9772e881e599a1d9bd997,DEVELOPMENT_REGRESSION,PASS
0001564590-20-033955,0000075677,2020-07-28,CANDIDATE_FOUND,XBRL_TAG,PKG,e08f437f5ba5a7a9de7496b40eefce7d6ff4e87b07f4b06453429e32ac4e7125,DEVELOPMENT_REGRESSION,PASS
0000815097-20-000066,0000815097,2020-07-29,CANDIDATE_FOUND,XBRL_TAG,CCL|CCL21|CUK|CUK22|CUK29,26d62c3791505de7c1070a0b95a735ff8dde50d2032d1f27f527a6eaff164298,DEVELOPMENT_REGRESSION,PASS
0001075531-20-000042,0001075531,2020-08-04,CANDIDATE_FOUND,XBRL_TAG,BKNG,2c84c52883be508e97fbb53fe6235df896cb295093e0f386d3700dc1f0e0a9d2,DEVELOPMENT_REGRESSION,PASS
0001609711-20-000109,0001609711,2020-08-06,CANDIDATE_FOUND,XBRL_TAG,GDDY,262245e7d005502cd594c0c58a24388ffb4f314ca333328f50440a0166bfdfb1,DEVELOPMENT_REGRESSION,PASS
0001193125-20-217658,0000858877,2020-08-12,CANDIDATE_FOUND,XBRL_TAG,CSCO,d0ad9e4b4de3365088f3538dfbba95d650182bb83829741ad0d1225650c2d7ee,DEVELOPMENT_REGRESSION,PASS
0001157523-20-001178,0001116132,2020-08-13,CANDIDATE_FOUND,XBRL_TAG,TPR,6c44ccf2e241ef2d6c897699025eb1bf8d8aecdad2cd78c8dc40bc03f42ca653,DEVELOPMENT_REGRESSION,PASS
0001001250-20-000054,0001001250,2020-08-20,CANDIDATE_FOUND,XBRL_TAG,EL,4a82c23138e8c501368b907c0ddf30caa768f5833510adf92eafd4c750aa4ebc,DEVELOPMENT_REGRESSION,PASS
0001109357-20-000169,0001109357,2020-08-21,CANDIDATE_FOUND,XBRL_TAG,EXC,d2b59a1356b61a5446d9f2a02f8b8442140f87fbb374f9a40c7aee471d53133c,DEVELOPMENT_REGRESSION,PASS
0001564590-20-041346,0001002047,2020-08-26,CANDIDATE_FOUND,XBRL_TAG,NTAP,2d9aaeea77de809fa730f41ec8177da1b622fe04a4b61d2c612bb88a6941c22f,DEVELOPMENT_REGRESSION,PASS
