event_id,cik,canonical_symbol_at_filing,identity_status,accession_number,form,filing_date,accepted_at,matched_items,filing_index_url,primary_document_url
SEC8K-0000950144-04-008936,0000027904,,UNMAPPED,0000950144-04-008936,8-K,2004-09-08,2004-09-08T16:05:41.000Z,2.05,https://www.sec.gov/Archives/edgar/data/27904/000095014404008936/0000950144-04-008936-index.html,https://www.sec.gov/Archives/edgar/data/27904/000095014404008936/g90877e8vk.txt
SEC8K-0001193125-04-162709,0000068505,,UNMAPPED,0001193125-04-162709,8-K,2004-09-28,2004-09-28T12:42:27.000Z,2.05,https://www.sec.gov/Archives/edgar/data/68505/000119312504162709/0001193125-04-162709-index.html,https://www.sec.gov/Archives/edgar/data/68505/000119312504162709/d8k.htm
SEC8K-0000107815-04-000217,0000783325,,UNMAPPED,0000107815-04-000217,8-K,2004-09-28,2004-09-28T20:14:27.000Z,2.05,https://www.sec.gov/Archives/edgar/data/783325/000010781504000217/0000107815-04-000217-index.html,https://www.sec.gov/Archives/edgar/data/783325/000010781504000217/wecwewg8k092804.htm
SEC8K-0001193125-04-164450,0000077476,,UNMAPPED,0001193125-04-164450,8-K,2004-09-30,2004-09-30T14:14:28.000Z,2.05,https://www.sec.gov/Archives/edgar/data/77476/000119312504164450/0001193125-04-164450-index.html,https://www.sec.gov/Archives/edgar/data/77476/000119312504164450/d8k.htm
SEC8K-0000950117-04-003508,0000010795,,UNMAPPED,0000950117-04-003508,8-K,2004-10-04,2004-10-04T20:14:12.000Z,2.05,https://www.sec.gov/Archives/edgar/data/10795/000095011704003508/0000950117-04-003508-index.html,https://www.sec.gov/Archives/edgar/data/10795/000095011704003508/a38477.txt
SEC8K-0000950134-04-014644,0001069202,,UNMAPPED,0000950134-04-014644,8-K,2004-10-06,2004-10-06T19:15:04.000Z,4.02,https://www.sec.gov/Archives/edgar/data/1069202/000095013404014644/0000950134-04-014644-index.html,https://www.sec.gov/Archives/edgar/data/1069202/000095013404014644/d18927e8vk.htm
SEC8K-0000950134-04-014925,0001045609,,UNMAPPED,0000950134-04-014925,8-K,2004-10-13,2004-10-13T16:29:26.000Z,4.02,https://www.sec.gov/Archives/edgar/data/1045609/000095013404014925/0000950134-04-014925-index.html,https://www.sec.gov/Archives/edgar/data/1045609/000095013404014925/f02372e8vk.htm
SEC8K-0001193125-04-173798,0000068505,,UNMAPPED,0001193125-04-173798,8-K,2004-10-19,2004-10-19T20:24:03.000Z,2.05,https://www.sec.gov/Archives/edgar/data/68505/000119312504173798/0001193125-04-173798-index.html,https://www.sec.gov/Archives/edgar/data/68505/000119312504173798/d8k.htm
SEC8K-0000107815-04-000229,0000783325,,UNMAPPED,0000107815-04-000229,8-K,2004-10-25,2004-10-25T11:41:01.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/783325/000010781504000229/0000107815-04-000229-index.html,https://www.sec.gov/Archives/edgar/data/783325/000010781504000229/wec8k102504.htm
SEC8K-0000047217-04-000049,0000047217,,UNMAPPED,0000047217-04-000049,8-K,2004-11-23,2004-11-22T22:36:02.000Z,2.05,https://www.sec.gov/Archives/edgar/data/47217/000004721704000049/0000047217-04-000049-index.html,https://www.sec.gov/Archives/edgar/data/47217/000004721704000049/q404form8-k_111804.htm
SEC8K-0001193125-04-209343,0001097864,,UNMAPPED,0001193125-04-209343,8-K,2004-12-08,2004-12-08T19:24:05.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1097864/000119312504209343/0001193125-04-209343-index.html,https://www.sec.gov/Archives/edgar/data/1097864/000119312504209343/d8k.htm
SEC8K-0000831259-04-000041,0000831259,,UNMAPPED,0000831259-04-000041,8-K,2004-12-08,2004-12-08T21:41:23.000Z,2.05,https://www.sec.gov/Archives/edgar/data/831259/000083125904000041/0000831259-04-000041-index.html,https://www.sec.gov/Archives/edgar/data/831259/000083125904000041/fcxitem205form8k12804.htm
SEC8K-0000021076-04-000117,0000021076,,UNMAPPED,0000021076-04-000117,8-K,2004-12-16,2004-12-16T19:31:24.000Z,2.04,https://www.sec.gov/Archives/edgar/data/21076/000002107604000117/0000021076-04-000117-index.html,https://www.sec.gov/Archives/edgar/data/21076/000002107604000117/f8k1216.htm
SEC8K-0000940944-04-000189,0000940944,,UNMAPPED,0000940944-04-000189,8-K,2004-12-17,2004-12-17T00:53:32.000Z,4.02,https://www.sec.gov/Archives/edgar/data/940944/000094094404000189/0000940944-04-000189-index.html,https://www.sec.gov/Archives/edgar/data/940944/000094094404000189/form8k121604.txt
SEC8K-0001193125-05-002412,0001101239,,UNMAPPED,0001193125-05-002412,8-K,2005-01-06,2005-01-06T21:33:53.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1101239/000119312505002412/0001193125-05-002412-index.html,https://www.sec.gov/Archives/edgar/data/1101239/000119312505002412/d8k.htm
SEC8K-0000950124-05-000156,0000789570,,UNMAPPED,0000950124-05-000156,8-K,2005-01-11,2005-01-11T22:15:23.000Z,2.04,https://www.sec.gov/Archives/edgar/data/789570/000095012405000156/0000950124-05-000156-index.html,https://www.sec.gov/Archives/edgar/data/789570/000095012405000156/p70083e8vk.htm
SEC8K-0000016918-05-000004,0000016918,,UNMAPPED,0000016918-05-000004,8-K,2005-01-14,2005-01-14T20:14:54.000Z,2.05,https://www.sec.gov/Archives/edgar/data/16918/000001691805000004/0000016918-05-000004-index.html,https://www.sec.gov/Archives/edgar/data/16918/000001691805000004/body8k.htm
SEC8K-0000950144-05-000384,0000027904,,UNMAPPED,0000950144-05-000384,8-K/A,2005-01-20,2005-01-20T14:40:07.000Z,2.05,https://www.sec.gov/Archives/edgar/data/27904/000095014405000384/0000950144-05-000384-index.html,https://www.sec.gov/Archives/edgar/data/27904/000095014405000384/g92820e8vkza.txt
SEC8K-0001091667-05-000015,0001091667,,UNMAPPED,0001091667-05-000015,8-K,2005-02-11,2005-02-11T14:30:28.000Z,2.04,https://www.sec.gov/Archives/edgar/data/1091667/000109166705000015/0001091667-05-000015-index.html,https://www.sec.gov/Archives/edgar/data/1091667/000109166705000015/body8k.htm
SEC8K-0001193125-05-038774,0001053507,,UNMAPPED,0001193125-05-038774,8-K,2005-02-28,2005-02-28T22:07:55.000Z,4.02,https://www.sec.gov/Archives/edgar/data/1053507/000119312505038774/0001193125-05-038774-index.html,https://www.sec.gov/Archives/edgar/data/1053507/000119312505038774/d8k.htm
SEC8K-0001193125-05-059721,0000076334,,UNMAPPED,0001193125-05-059721,8-K,2005-03-24,2005-03-24T19:58:39.000Z,2.05,https://www.sec.gov/Archives/edgar/data/76334/000119312505059721/0001193125-05-059721-index.html,https://www.sec.gov/Archives/edgar/data/76334/000119312505059721/d8k.htm
SEC8K-0000893750-05-000182,0000086312,,UNMAPPED,0000893750-05-000182,8-K,2005-03-30,2005-03-30T22:22:55.000Z,2.05,https://www.sec.gov/Archives/edgar/data/86312/000089375005000182/0000893750-05-000182-index.html,https://www.sec.gov/Archives/edgar/data/86312/000089375005000182/form_8k.txt
SEC8K-0000950134-05-006957,0001069202,,UNMAPPED,0000950134-05-006957,8-K,2005-04-06,2005-04-06T18:53:15.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1069202/000095013405006957/0000950134-05-006957-index.html,https://www.sec.gov/Archives/edgar/data/1069202/000095013405006957/d24136e8vk.htm
SEC8K-0000016918-05-000024,0000016918,,UNMAPPED,0000016918-05-000024,8-K/A,2005-04-13,2005-04-13T20:53:49.000Z,2.05,https://www.sec.gov/Archives/edgar/data/16918/000001691805000024/0000016918-05-000024-index.html,https://www.sec.gov/Archives/edgar/data/16918/000001691805000024/form8k-a041305.htm
SEC8K-0000950153-05-000910,0000789570,,UNMAPPED,0000950153-05-000910,8-K,2005-04-28,2005-04-28T01:13:02.000Z,2.04,https://www.sec.gov/Archives/edgar/data/789570/000095015305000910/0000950153-05-000910-index.html,https://www.sec.gov/Archives/edgar/data/789570/000095015305000910/p70520e8vk.htm
SEC8K-0000950134-05-008390,0000860731,,UNMAPPED,0000950134-05-008390,8-K,2005-04-28,2005-04-28T21:10:55.000Z,2.05,https://www.sec.gov/Archives/edgar/data/860731/000095013405008390/0000950134-05-008390-index.html,https://www.sec.gov/Archives/edgar/data/860731/000095013405008390/d24791e8vk.htm
SEC8K-0000060086-05-000031,0000060086,,UNMAPPED,0000060086-05-000031,8-K,2005-05-03,2005-05-03T15:16:40.000Z,4.02,https://www.sec.gov/Archives/edgar/data/60086/000006008605000031/0000060086-05-000031-index.html,https://www.sec.gov/Archives/edgar/data/60086/000006008605000031/k_bodynpg.htm
SEC8K-0000047217-05-000103,0000047217,,UNMAPPED,0000047217-05-000103,8-K,2005-05-17,2005-05-17T20:56:28.000Z,2.05,https://www.sec.gov/Archives/edgar/data/47217/000004721705000103/0000047217-05-000103-index.html,https://www.sec.gov/Archives/edgar/data/47217/000004721705000103/form8-k_q205.htm
SEC8K-0000897101-05-001255,0000040704,,UNMAPPED,0000897101-05-001255,8-K,2005-05-20,2005-05-20T21:00:12.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/40704/000089710105001255/0000897101-05-001255-index.html,https://www.sec.gov/Archives/edgar/data/40704/000089710105001255/gis052344_8k.htm
SEC8K-0001299933-05-002702,0000882184,,UNMAPPED,0001299933-05-002702,8-K,2005-06-03,2005-06-03T21:01:16.000Z,2.04,https://www.sec.gov/Archives/edgar/data/882184/000129993305002702/0001299933-05-002702-index.html,https://www.sec.gov/Archives/edgar/data/882184/000129993305002702/htm_5105.htm
SEC8K-0000950129-05-006224,0000823768,,UNMAPPED,0000950129-05-006224,8-K,2005-06-15,2005-06-15T12:25:03.000Z,2.06,https://www.sec.gov/Archives/edgar/data/823768/000095012905006224/0000950129-05-006224-index.html,https://www.sec.gov/Archives/edgar/data/823768/000095012905006224/h26270e8vk.htm
SEC8K-0001193125-05-134270,0001164727,,UNMAPPED,0001193125-05-134270,8-K,2005-06-29,2005-06-29T15:53:46.000Z,2.06,https://www.sec.gov/Archives/edgar/data/1164727/000119312505134270/0001193125-05-134270-index.html,https://www.sec.gov/Archives/edgar/data/1164727/000119312505134270/d8k.htm
SEC8K-0001193125-05-134729,0001097864,,UNMAPPED,0001193125-05-134729,8-K,2005-06-29,2005-06-29T20:21:41.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1097864/000119312505134729/0001193125-05-134729-index.html,https://www.sec.gov/Archives/edgar/data/1097864/000119312505134729/d8k.htm
SEC8K-0001193125-05-140236,0000076334,,UNMAPPED,0001193125-05-140236,8-K,2005-07-11,2005-07-11T19:35:58.000Z,2.05,https://www.sec.gov/Archives/edgar/data/76334/000119312505140236/0001193125-05-140236-index.html,https://www.sec.gov/Archives/edgar/data/76334/000119312505140236/d8k.htm
SEC8K-0001104659-05-032855,0000047217,,UNMAPPED,0001104659-05-032855,8-K,2005-07-19,2005-07-19T12:14:25.000Z,2.05,https://www.sec.gov/Archives/edgar/data/47217/000110465905032855/0001104659-05-032855-index.html,https://www.sec.gov/Archives/edgar/data/47217/000110465905032855/a05-12386_18k.htm
SEC8K-0000047111-05-000199,0000047111,,UNMAPPED,0000047111-05-000199,8-K,2005-07-21,2005-07-21T11:02:16.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/47111/000004711105000199/0000047111-05-000199-index.html,https://www.sec.gov/Archives/edgar/data/47111/000004711105000199/form8k_july212005.htm
SEC8K-0001193125-05-146056,0000896159,,UNMAPPED,0001193125-05-146056,8-K,2005-07-21,2005-07-21T15:27:00.000Z,4.02,https://www.sec.gov/Archives/edgar/data/896159/000119312505146056/0001193125-05-146056-index.html,https://www.sec.gov/Archives/edgar/data/896159/000119312505146056/d8k.htm
SEC8K-0000055785-05-000141,0000055785,,UNMAPPED,0000055785-05-000141,8-K,2005-07-22,2005-07-22T10:37:28.000Z,2.05,https://www.sec.gov/Archives/edgar/data/55785/000005578505000141/0000055785-05-000141-index.html,https://www.sec.gov/Archives/edgar/data/55785/000005578505000141/kc_8k-2q05.htm
SEC8K-0000950124-05-004526,0000936340,,UNMAPPED,0000950124-05-004526,8-K,2005-07-29,2005-07-29T12:48:10.000Z,2.06,https://www.sec.gov/Archives/edgar/data/936340/000095012405004526/0000950124-05-004526-index.html,https://www.sec.gov/Archives/edgar/data/936340/000095012405004526/k97106e8vk.htm
SEC8K-0001193125-05-168663,0001090872,,UNMAPPED,0001193125-05-168663,8-K,2005-08-15,2005-08-15T20:54:15.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1090872/000119312505168663/0001193125-05-168663-index.html,https://www.sec.gov/Archives/edgar/data/1090872/000119312505168663/d8k.htm
SEC8K-0001193125-05-174742,0001090872,,UNMAPPED,0001193125-05-174742,8-K,2005-08-25,2005-08-25T21:25:00.000Z,2.04,https://www.sec.gov/Archives/edgar/data/1090872/000119312505174742/0001193125-05-174742-index.html,https://www.sec.gov/Archives/edgar/data/1090872/000119312505174742/d8k.htm
SEC8K-0000950134-05-017306,0001069202,,UNMAPPED,0000950134-05-017306,8-K,2005-09-07,2005-09-07T20:37:04.000Z,2.04,https://www.sec.gov/Archives/edgar/data/1069202/000095013405017306/0000950134-05-017306-index.html,https://www.sec.gov/Archives/edgar/data/1069202/000095013405017306/d28655e8vk.htm
SEC8K-0000950123-05-011496,0000872589,,UNMAPPED,0000950123-05-011496,8-K,2005-09-26,2005-09-26T20:30:34.000Z,2.05,https://www.sec.gov/Archives/edgar/data/872589/000095012305011496/0000950123-05-011496-index.html,https://www.sec.gov/Archives/edgar/data/872589/000095012305011496/y13089e8vk.htm
SEC8K-0000950137-05-012037,0000068505,,UNMAPPED,0000950137-05-012037,8-K,2005-10-04,2005-10-04T21:05:48.000Z,2.05,https://www.sec.gov/Archives/edgar/data/68505/000095013705012037/0000950137-05-012037-index.html,https://www.sec.gov/Archives/edgar/data/68505/000095013705012037/c98887e8vk.htm
SEC8K-0000950129-05-009711,0000823768,,UNMAPPED,0000950129-05-009711,8-K,2005-10-06,2005-10-06T20:33:35.000Z,2.06,https://www.sec.gov/Archives/edgar/data/823768/000095012905009711/0000950129-05-009711-index.html,https://www.sec.gov/Archives/edgar/data/823768/000095012905009711/h29244e8vk.htm
SEC8K-0001157523-05-009028,0000006281,,UNMAPPED,0001157523-05-009028,8-K,2005-10-20,2005-10-20T21:19:09.000Z,2.05,https://www.sec.gov/Archives/edgar/data/6281/000115752305009028/0001157523-05-009028-index.html,https://www.sec.gov/Archives/edgar/data/6281/000115752305009028/a5000605.txt
SEC8K-0001193125-05-207825,0001039684,,UNMAPPED,0001193125-05-207825,8-K,2005-10-25,2005-10-25T19:54:42.000Z,2.06,https://www.sec.gov/Archives/edgar/data/1039684/000119312505207825/0001193125-05-207825-index.html,https://www.sec.gov/Archives/edgar/data/1039684/000119312505207825/d8k.htm
SEC8K-0001193125-05-209954,0000002488,,UNMAPPED,0001193125-05-209954,8-K,2005-10-27,2005-10-27T20:02:10.000Z,2.04,https://www.sec.gov/Archives/edgar/data/2488/000119312505209954/0001193125-05-209954-index.html,https://www.sec.gov/Archives/edgar/data/2488/000119312505209954/d8k.htm
SEC8K-0001104659-05-059604,0000796343,,UNMAPPED,0001104659-05-059604,8-K,2005-12-07,2005-12-07T22:18:16.000Z,2.05,https://www.sec.gov/Archives/edgar/data/796343/000110465905059604/0001104659-05-059604-index.html,https://www.sec.gov/Archives/edgar/data/796343/000110465905059604/a05-21249_18k.htm
SEC8K-0001193125-05-247654,0001101239,,UNMAPPED,0001193125-05-247654,8-K,2005-12-22,2005-12-22T21:33:27.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1101239/000119312505247654/0001193125-05-247654-index.html,https://www.sec.gov/Archives/edgar/data/1101239/000119312505247654/d8k.htm
SEC8K-0001104659-05-062656,0000033213,,UNMAPPED,0001104659-05-062656,8-K,2005-12-27,2005-12-27T13:16:51.000Z,2.06,https://www.sec.gov/Archives/edgar/data/33213/000110465905062656/0001104659-05-062656-index.html,https://www.sec.gov/Archives/edgar/data/33213/000110465905062656/a05-22330_18k.htm
SEC8K-0001193125-06-002690,0001280452,,UNMAPPED,0001193125-06-002690,8-K,2006-01-06,2006-01-06T21:34:21.000Z,4.02,https://www.sec.gov/Archives/edgar/data/1280452/000119312506002690/0001193125-06-002690-index.html,https://www.sec.gov/Archives/edgar/data/1280452/000119312506002690/d8k.htm
SEC8K-0001193125-06-004871,0000943819,,UNMAPPED,0001193125-06-004871,8-K,2006-01-11,2006-01-11T19:22:50.000Z,2.04,https://www.sec.gov/Archives/edgar/data/943819/000119312506004871/0001193125-06-004871-index.html,https://www.sec.gov/Archives/edgar/data/943819/000119312506004871/d8k.htm
SEC8K-0001193125-06-005587,0000002488,,UNMAPPED,0001193125-06-005587,8-K,2006-01-12,2006-01-12T22:10:11.000Z,2.04,https://www.sec.gov/Archives/edgar/data/2488/000119312506005587/0001193125-06-005587-index.html,https://www.sec.gov/Archives/edgar/data/2488/000119312506005587/d8k.htm
SEC8K-0000004904-06-000012,0000004904,,UNMAPPED,0000004904-06-000012,8-K,2006-01-17,2006-01-17T13:32:41.000Z,2.06,https://www.sec.gov/Archives/edgar/data/4904/000000490406000012/0000004904-06-000012-index.html,https://www.sec.gov/Archives/edgar/data/4904/000000490406000012/tcc8ktrueup.htm
SEC8K-0001104659-06-002458,0001090872,,UNMAPPED,0001104659-06-002458,8-K,2006-01-17,2006-01-17T21:53:43.000Z,4.02,https://www.sec.gov/Archives/edgar/data/1090872/000110465906002458/0001104659-06-002458-index.html,https://www.sec.gov/Archives/edgar/data/1090872/000110465906002458/a06-2461_18k.htm
SEC8K-0000055785-06-000040,0000055785,,UNMAPPED,0000055785-06-000040,8-K,2006-01-24,2006-01-24T14:09:19.000Z,2.05,https://www.sec.gov/Archives/edgar/data/55785/000005578506000040/0000055785-06-000040-index.html,https://www.sec.gov/Archives/edgar/data/55785/000005578506000040/kc_8k-4q05shell.htm
SEC8K-0000950134-06-002645,0001069202,,UNMAPPED,0000950134-06-002645,8-K,2006-02-13,2006-02-13T21:38:59.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1069202/000095013406002645/0000950134-06-002645-index.html,https://www.sec.gov/Archives/edgar/data/1069202/000095013406002645/d32849e8vk.htm
SEC8K-0001299933-06-000984,0000882184,,UNMAPPED,0001299933-06-000984,8-K,2006-02-14,2006-02-14T21:29:55.000Z,2.04,https://www.sec.gov/Archives/edgar/data/882184/000129993306000984/0001299933-06-000984-index.html,https://www.sec.gov/Archives/edgar/data/882184/000129993306000984/htm_10217.htm
SEC8K-0001193125-06-032719,0001341439,,UNMAPPED,0001193125-06-032719,8-K,2006-02-15,2006-02-15T21:49:32.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1341439/000119312506032719/0001193125-06-032719-index.html,https://www.sec.gov/Archives/edgar/data/1341439/000119312506032719/d8k.htm
SEC8K-0000060086-06-000018,0000060086,,UNMAPPED,0000060086-06-000018,8-K,2006-02-16,2006-02-16T13:41:29.000Z,4.02,https://www.sec.gov/Archives/edgar/data/60086/000006008606000018/0000060086-06-000018-index.html,https://www.sec.gov/Archives/edgar/data/60086/000006008606000018/k_bodynopgs.htm
SEC8K-0000950134-06-003425,0001069202,,UNMAPPED,0000950134-06-003425,8-K,2006-02-21,2006-02-21T18:25:04.000Z,4.02,https://www.sec.gov/Archives/edgar/data/1069202/000095013406003425/0000950134-06-003425-index.html,https://www.sec.gov/Archives/edgar/data/1069202/000095013406003425/d33261e8vk.htm
SEC8K-0000016918-06-000011,0000016918,,UNMAPPED,0000016918-06-000011,8-K,2006-02-23,2006-02-23T22:00:30.000Z,2.05,https://www.sec.gov/Archives/edgar/data/16918/000001691806000011/0000016918-06-000011-index.html,https://www.sec.gov/Archives/edgar/data/16918/000001691806000011/form8k021606-2.htm
SEC8K-0000060086-06-000022,0000060086,,UNMAPPED,0000060086-06-000022,8-K,2006-03-08,2006-03-08T18:01:49.000Z,4.02,https://www.sec.gov/Archives/edgar/data/60086/000006008606000022/0000060086-06-000022-index.html,https://www.sec.gov/Archives/edgar/data/60086/000006008606000022/body_8k.htm
SEC8K-0000055785-06-000072,0000055785,,UNMAPPED,0000055785-06-000072,8-K,2006-03-16,2006-03-16T14:47:47.000Z,2.05,https://www.sec.gov/Archives/edgar/data/55785/000005578506000072/0000055785-06-000072-index.html,https://www.sec.gov/Archives/edgar/data/55785/000005578506000072/kc_8k-031606.htm
SEC8K-0000060086-06-000030,0000060086,,UNMAPPED,0000060086-06-000030,8-K/A,2006-04-04,2006-04-04T18:55:23.000Z,4.02,https://www.sec.gov/Archives/edgar/data/60086/000006008606000030/0000060086-06-000030-index.html,https://www.sec.gov/Archives/edgar/data/60086/000006008606000030/body_8ka.htm
SEC8K-0000097745-06-000100,0000097745,,UNMAPPED,0000097745-06-000100,8-K,2006-04-28,2006-04-28T18:17:03.000Z,2.05,https://www.sec.gov/Archives/edgar/data/97745/000009774506000100/0000097745-06-000100-index.html,https://www.sec.gov/Archives/edgar/data/97745/000009774506000100/thermo8-k042606.htm
SEC8K-0000026172-06-000013,0000026172,,UNMAPPED,0000026172-06-000013,8-K,2006-05-12,2006-05-12T20:34:39.000Z,2.04,https://www.sec.gov/Archives/edgar/data/26172/000002617206000013/0000026172-06-000013-index.html,https://www.sec.gov/Archives/edgar/data/26172/000002617206000013/cummins8k0512061.htm
SEC8K-0000950123-06-007243,0000310158,,UNMAPPED,0000950123-06-007243,8-K,2006-06-01,2006-06-01T12:45:30.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/310158/000095012306007243/0000950123-06-007243-index.html,https://www.sec.gov/Archives/edgar/data/310158/000095012306007243/y21888e8vk.htm
SEC8K-0001193125-06-124913,0001037540,,UNMAPPED,0001193125-06-124913,8-K,2006-06-06,2006-06-06T15:54:14.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1037540/000119312506124913/0001193125-06-124913-index.html,https://www.sec.gov/Archives/edgar/data/1037540/000119312506124913/d8k.htm
SEC8K-0000950134-06-011455,0000882184,,UNMAPPED,0000950134-06-011455,8-K,2006-06-12,2006-06-12T21:21:34.000Z,2.04,https://www.sec.gov/Archives/edgar/data/882184/000095013406011455/0000950134-06-011455-index.html,https://www.sec.gov/Archives/edgar/data/882184/000095013406011455/d37013e8vk.htm
SEC8K-0000016918-06-000037,0000016918,,UNMAPPED,0000016918-06-000037,8-K,2006-07-12,2006-07-12T19:54:20.000Z,2.05,https://www.sec.gov/Archives/edgar/data/16918/000001691806000037/0000016918-06-000037-index.html,https://www.sec.gov/Archives/edgar/data/16918/000001691806000037/form8k-071106.htm
SEC8K-0000891020-06-000178,0001048695,,UNMAPPED,0000891020-06-000178,8-K,2006-07-20,2006-07-20T20:17:53.000Z,4.02,https://www.sec.gov/Archives/edgar/data/1048695/000089102006000178/0000891020-06-000178-index.html,https://www.sec.gov/Archives/edgar/data/1048695/000089102006000178/v22227e8vk.htm
SEC8K-0001193125-06-152349,0000943452,,UNMAPPED,0001193125-06-152349,8-K,2006-07-25,2006-07-25T15:22:39.000Z,2.05,https://www.sec.gov/Archives/edgar/data/943452/000119312506152349/0001193125-06-152349-index.html,https://www.sec.gov/Archives/edgar/data/943452/000119312506152349/d8k.htm
SEC8K-0001193125-06-153662,0001097864,,UNMAPPED,0001193125-06-153662,8-K,2006-07-26,2006-07-26T19:15:25.000Z,2.04,https://www.sec.gov/Archives/edgar/data/1097864/000119312506153662/0001193125-06-153662-index.html,https://www.sec.gov/Archives/edgar/data/1097864/000119312506153662/d8k.htm
SEC8K-0001193125-06-153798,0000898293,,UNMAPPED,0001193125-06-153798,8-K,2006-07-26,2006-07-26T20:43:31.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/898293/000119312506153798/0001193125-06-153798-index.html,https://www.sec.gov/Archives/edgar/data/898293/000119312506153798/d8k.htm
SEC8K-0000016918-06-000047,0000016918,,UNMAPPED,0000016918-06-000047,8-K,2006-08-03,2006-08-02T23:50:18.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/16918/000001691806000047/0000016918-06-000047-index.html,https://www.sec.gov/Archives/edgar/data/16918/000001691806000047/form8k-080206.htm
SEC8K-0001104659-06-051302,0000320193,,UNMAPPED,0001104659-06-051302,8-K,2006-08-04,2006-08-04T01:52:48.000Z,4.02,https://www.sec.gov/Archives/edgar/data/320193/000110465906051302/0001104659-06-051302-index.html,https://www.sec.gov/Archives/edgar/data/320193/000110465906051302/a06-17414_18k.htm
SEC8K-0001193125-06-163019,0001053507,,UNMAPPED,0001193125-06-163019,8-K,2006-08-07,2006-08-07T10:13:27.000Z,4.02,https://www.sec.gov/Archives/edgar/data/1053507/000119312506163019/0001193125-06-163019-index.html,https://www.sec.gov/Archives/edgar/data/1053507/000119312506163019/d8k.htm
SEC8K-0001193125-06-177709,0000012927,,UNMAPPED,0001193125-06-177709,8-K,2006-08-22,2006-08-22T20:15:23.000Z,2.05,https://www.sec.gov/Archives/edgar/data/12927/000119312506177709/0001193125-06-177709-index.html,https://www.sec.gov/Archives/edgar/data/12927/000119312506177709/d8k.htm
SEC8K-0000004904-06-000186,0000004904,,UNMAPPED,0000004904-06-000186,8-K,2006-09-06,2006-09-06T13:02:56.000Z,2.06,https://www.sec.gov/Archives/edgar/data/4904/000000490406000186/0000004904-06-000186-index.html,https://www.sec.gov/Archives/edgar/data/4904/000000490406000186/aep8kdowsale.htm
SEC8K-0001035704-06-000670,0000866374,,UNMAPPED,0001035704-06-000670,8-K,2006-09-18,2006-09-18T18:16:23.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/866374/000103570406000670/0001035704-06-000670-index.html,https://www.sec.gov/Archives/edgar/data/866374/000103570406000670/d39714e8vk.htm
SEC8K-0000055785-06-000196,0000055785,,UNMAPPED,0000055785-06-000196,8-K,2006-09-20,2006-09-20T19:48:13.000Z,2.05,https://www.sec.gov/Archives/edgar/data/55785/000005578506000196/0000055785-06-000196-index.html,https://www.sec.gov/Archives/edgar/data/55785/000005578506000196/kc_8kitem2050906.htm
SEC8K-0000062709-06-000177,0000062709,,UNMAPPED,0000062709-06-000177,8-K,2006-09-20,2006-09-20T21:00:32.000Z,2.05,https://www.sec.gov/Archives/edgar/data/62709/000006270906000177/0000062709-06-000177-index.html,https://www.sec.gov/Archives/edgar/data/62709/000006270906000177/f8ksept14-2006restructuring.htm
SEC8K-0001193125-06-194878,0001137789,,UNMAPPED,0001193125-06-194878,8-K,2006-09-21,2006-09-21T20:58:28.000Z,2.04,https://www.sec.gov/Archives/edgar/data/1137789/000119312506194878/0001193125-06-194878-index.html,https://www.sec.gov/Archives/edgar/data/1137789/000119312506194878/d8k.htm
SEC8K-0001193125-06-199099,0000898293,,UNMAPPED,0001193125-06-199099,8-K/A,2006-09-28,2006-09-28T20:44:17.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/898293/000119312506199099/0001193125-06-199099-index.html,https://www.sec.gov/Archives/edgar/data/898293/000119312506199099/d8ka.htm
SEC8K-0000950117-06-004078,0000010795,,UNMAPPED,0000950117-06-004078,8-K,2006-09-29,2006-09-29T20:57:02.000Z,2.05,https://www.sec.gov/Archives/edgar/data/10795/000095011706004078/0000950117-06-004078-index.html,https://www.sec.gov/Archives/edgar/data/10795/000095011706004078/a42850.htm
SEC8K-0000950134-06-018591,0000319201,,UNMAPPED,0000950134-06-018591,8-K,2006-10-03,2006-10-03T19:45:52.000Z,4.02,https://www.sec.gov/Archives/edgar/data/319201/000095013406018591/0000950134-06-018591-index.html,https://www.sec.gov/Archives/edgar/data/319201/000095013406018591/f23957e8vk.htm
