PRICE_EXTENSION,TREND_POSITION,RELATIVE_POSITION,PARTICIPATION,DOWNSIDE_RISK_CONTEXT,last_observed_session,HERD_STATE,HERD_STAGE,ticker,sector_etf,universe_role,signal_date,HERD_DELTA_4W,HERD_DELTA_13W,PRICE_EXTENSION_DELTA_4W,TREND_POSITION_DELTA_4W,RELATIVE_POSITION_DELTA_4W,PARTICIPATION_DELTA_4W,FAMILY_UP_VOTES,FAMILY_DOWN_VOTES,RECENT_13W_MAX_HERD,RECENT_13W_MIN_HERD,RAW_HERD_TRANSITION,HERD_TRANSITION,OPPOSITE_DIRECTION_SUPPRESSED,TRANSITION_EVENT
48.41269841269841,57.93650793650794,45.17195767195767,84.3915343915344,74.07407407407408,2026-07-17,58.97817460317461,CALM,A,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,7.366071428571431,14.302248677248677,5.68783068783069,2.7777777777777786,9.920634920634917,11.078042328042343,3,0,68.39451058201058,19.535383597883595,NEUTRAL,NEUTRAL,False,False
24.007936507936503,13.293650793650794,38.888888888888886,54.1005291005291,59.39153439153439,2026-07-17,32.57275132275132,SCATTER,ABT,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,19.816468253968253,17.724867724867725,16.66666666666666,9.457671957671959,26.65343915343915,26.488095238095237,4,0,32.57275132275132,3.5466269841269837,RECOVERING,NEUTRAL,False,False
67.46031746031746,53.902116402116405,54.16666666666667,73.71031746031747,71.42857142857143,2026-07-17,62.3098544973545,DRIFT,ACGL,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,30.877976190476193,12.111441798941804,44.70899470899471,33.994708994709,24.20634920634921,20.601851851851862,4,0,62.3098544973545,22.47850529100529,RECOVERING,NEUTRAL,False,False
22.55291005291005,11.243386243386242,45.50264550264551,30.32407407407408,99.33862433862434,2026-07-17,27.40575396825397,SCATTER,ACN,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,5.935846560846564,1.0912698412698418,20.833333333333332,9.986772486772486,-4.29894179894179,-2.777777777777775,2,0,33.75496031746032,21.46164021164021,NEUTRAL,NEUTRAL,False,False
46.95767195767196,37.43386243386243,49.66931216931217,48.31349206349206,71.42857142857143,2026-07-17,45.59358465608466,CALM,ADBE,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,19.742063492063494,19.16335978835979,44.31216931216932,29.497354497354493,-0.13227513227512588,5.291005291005291,3,0,48.404431216931215,25.851521164021165,RECOVERING,NEUTRAL,False,False
43.25396825396825,70.76719576719577,78.17460317460318,43.02248677248677,89.81481481481481,2026-07-17,58.80456349206349,CALM,ADI,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,-25.578703703703717,-21.668320105820108,-46.296296296296305,-20.568783068783063,-15.079365079365061,-20.370370370370374,0,4,88.96329365079364,58.80456349206349,BREAKING,BREAKING,False,True
98.87566137566138,96.6931216931217,77.64550264550265,90.21164021164022,19.11375661375661,2026-07-17,90.85648148148148,RUSH,ADM,XLP,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,18.758267195767203,24.04927248677248,24.206349206349216,8.928571428571445,2.7777777777777857,39.12037037037037,3,0,90.85648148148148,70.39517195767195,EXTENDING,NEUTRAL,False,False
47.94973544973545,29.76190476190476,53.43915343915344,51.88492063492063,39.285714285714285,2026-07-17,45.75892857142857,CALM,ADP,XLI,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,16.195436507936506,26.06646825396825,25.33068783068783,14.814814814814813,4.431216931216937,20.205026455026456,3,0,45.75892857142857,18.477182539682538,RECOVERING,NEUTRAL,False,False
12.3015873015873,11.243386243386244,47.61904761904762,46.52777777777778,94.510582010582,2026-07-17,29.42294973544973,SCATTER,ADSK,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,5.638227513227509,8.829365079365072,11.044973544973544,10.846560846560847,-2.1825396825396766,2.8439153439153415,2,0,33.6061507936508,21.70138888888889,NEUTRAL,NEUTRAL,False,False
41.20370370370371,48.87566137566138,65.2116402116402,25.99206349206349,70.1058201058201,2026-07-17,45.3207671957672,CALM,AEE,XLU,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,-4.580026455026442,-27.166005291005277,-3.2407407407407334,-11.706349206349202,2.1825396825396695,-5.555555555555557,0,2,75.23974867724868,37.15277777777777,NEUTRAL,NEUTRAL,False,False
44.77513227513228,55.15873015873015,67.46031746031747,25.0,71.29629629629629,2026-07-17,48.098544973544975,CALM,AEP,XLU,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,1.7691798941798922,-29.745370370370367,5.357142857142861,-7.936507936507944,4.166666666666686,5.489417989417987,2,1,79.34854497354496,35.13558201058201,NEUTRAL,NEUTRAL,False,False
77.44708994708994,97.15608465608466,62.5,56.74603174603175,1.3227513227513228,2026-07-17,73.46230158730158,DRIFT,AES,XLU,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,-0.958994708994723,7.457010582010582,-9.986772486772495,-2.4470899470899354,3.3068783068783034,5.291005291005291,1,1,82.07671957671957,55.0843253968254,PLATEAU,PLATEAU,False,False
85.1521164021164,67.46031746031747,57.20899470899471,63.19444444444444,47.94701986754967,2026-07-17,68.25396825396825,DRIFT,AFL,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,27.066798941798943,29.150132275132272,38.85582010582011,26.3888888888889,16.6005291005291,26.42195767195767,4,0,68.25396825396825,29.141865079365083,RECOVERING,NEUTRAL,False,False
42.39417989417989,38.55820105820106,60.78042328042328,59.09391534391534,24.867724867724867,2026-07-17,50.20667989417989,CALM,AIG,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,35.87136243386243,17.00562169312169,35.38359788359788,37.96296296296296,43.783068783068785,26.3558201058201,4,0,50.20667989417989,14.33531746031746,RECOVERING,RECOVERING,False,True
85.38359788359789,79.49735449735451,56.216931216931215,49.37169312169313,5.555555555555555,2026-07-17,67.61739417989419,DRIFT,AIZ,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,11.698082010582013,27.190806878306894,4.761904761904759,12.56613756613757,11.111111111111114,18.353174603174608,3,0,69.20469576719576,42.7662037037037,EXTENDING,EXTENDING,False,False
38.359788359788354,25.198412698412696,45.63492063492063,52.87698412698413,48.14814814814815,2026-07-17,40.517526455026456,CALM,AJG,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,21.023478835978835,21.023478835978835,18.187830687830683,12.896825396825395,23.677248677248674,29.332010582010582,4,0,40.517526455026456,10.59027777777778,RECOVERING,RECOVERING,False,False
58.994708994709,69.44444444444444,79.96031746031747,51.62037037037037,62.632275132275126,2026-07-17,65.00496031746032,DRIFT,AKAM,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,-6.464947089947103,0.9755291005291014,-3.174603174603156,-1.1243386243386198,-4.828042328042315,-16.73280423280424,0,1,84.61474867724867,64.02943121693121,NEUTRAL,NEUTRAL,False,False
49.60317460317461,53.37301587301587,42.98941798941799,21.82539682539683,22.288359788359788,2026-07-17,41.94775132275132,CALM,ALB,XLB,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,-31.828703703703702,-42.08002645502646,-26.984126984126974,-31.679894179894177,-38.95502645502647,-29.695767195767182,0,4,82.84556878306879,41.94775132275132,BREAKING,BREAKING,False,True
80.48941798941799,66.73280423280423,67.26190476190476,71.56084656084657,29.232804232804234,2026-07-17,71.5112433862434,DRIFT,ALGN,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,4.356812169312178,-8.019179894179885,-6.944444444444443,-7.407407407407419,15.145502645502646,16.63359788359788,2,2,78.10019841269842,50.553902116402114,PLATEAU,PLATEAU,False,False
68.05555555555554,72.02380952380952,66.86507936507937,73.57804232804233,52.64550264550265,2026-07-17,70.1306216931217,DRIFT,ALL,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,19.386574074074076,13.946759259259267,4.894179894179885,27.447089947089943,23.54497354497355,21.66005291005291,3,0,73.75165343915344,21.61871693121693,RECOVERING,RECOVERING,False,False
45.3042328042328,59.52380952380952,86.57407407407408,61.73941798941799,97.75132275132276,2026-07-17,63.2853835978836,DRIFT,AMAT,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,-29.489087301587325,-12.665343915343904,-51.22354497354496,-38.558201058201064,-10.97883597883596,-17.195767195767203,0,4,92.77447089947093,63.2853835978836,BREAKING,NEUTRAL,True,False
71.2962962962963,78.9021164021164,91.93121693121694,57.30820105820105,80.29100529100529,2026-07-17,74.85945767195767,DRIFT,AMD,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,-17.212301587301567,11.45006613756614,-21.693121693121697,-15.277777777777771,-7.804232804232782,-24.07407407407409,0,4,95.4943783068783,74.85945767195767,BREAKING,NEUTRAL,False,False
68.45238095238095,66.00529100529101,68.25396825396825,54.33201058201058,66.005291005291,2026-07-17,64.2609126984127,DRIFT,AME,XLI,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,-2.3065476190476204,-10.094246031746039,-4.695767195767203,-6.216931216931215,-6.679894179894177,8.36640211640212,1,2,69.98181216931216,44.35350529100528,PLATEAU,PLATEAU,False,False
65.60846560846562,66.07142857142857,63.955026455026456,55.75396825396826,41.26984126984127,2026-07-17,62.84722222222222,DRIFT,AMGN,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,23.17294973544974,-3.091931216931208,28.83597883597885,17.79100529100529,23.743386243386247,22.321428571428577,4,0,71.4864417989418,33.37466931216931,RECOVERING,NEUTRAL,False,False
63.82275132275132,35.383597883597886,43.716931216931215,63.26058201058201,41.7989417989418,2026-07-17,51.54596560846561,CALM,AMP,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,21.94940476190476,30.54728835978836,44.17989417989418,17.1957671957672,18.25396825396825,8.16798941798941,4,0,51.54596560846561,17.22883597883598,RECOVERING,RECOVERING,False,False
80.22486772486772,56.48148148148148,60.71428571428571,62.53306878306879,45.10582010582011,2026-07-17,64.98842592592592,DRIFT,AON,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,41.88988095238095,30.183531746031747,64.08730158730158,37.5,37.36772486772486,28.60449735449736,4,0,64.98842592592592,15.76554232804233,RECOVERING,RECOVERING,False,False
18.32010582010582,20.8994708994709,36.11111111111112,63.52513227513227,68.91534391534393,2026-07-17,34.713955026455025,SCATTER,AOS,XLI,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,-0.6035052910052983,0.45469576719576565,2.3809523809523814,-5.753968253968257,-9.92063492063491,10.879629629629626,1,2,48.09027777777778,16.848544973544975,STABILIZING,STABILIZING,False,False
71.95767195767195,84.65608465608466,79.62962962962963,33.267195767195766,69.24603174603175,2026-07-17,67.37764550264549,DRIFT,APA,XLE,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,4.679232804232804,-25.653108465608483,3.902116402116391,0.1322751322751401,-2.9100529100528973,17.59259259259259,1,0,95.92427248677248,61.5244708994709,PLATEAU,PLATEAU,False,False
14.68253968253968,15.013227513227513,46.42857142857143,40.50925925925926,56.34920634920635,2026-07-17,29.158399470899468,SCATTER,APH,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,-25.3968253968254,-9.970238095238102,-38.227513227513214,-26.851851851851855,-11.17724867724867,-25.33068783068783,0,4,54.55522486772487,23.478835978835978,FALLING,NEUTRAL,False,False
17.195767195767196,3.902116402116402,22.75132275132275,46.19708994708995,46.524064171122994,2026-07-17,22.51157407407408,SCATTER,APO,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,-10.143849206349199,-4.91898148148147,-28.63756613756614,-18.51851851851852,-0.264550264550266,6.845238095238095,1,2,33.672288359788354,14.583333333333332,FALLING,FALLING,False,False
22.751322751322757,30.886243386243383,11.64021164021164,38.19444444444444,67.06349206349206,2026-07-17,25.86805555555556,SCATTER,APTV,XLY,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,-14.145171957671952,1.4880952380952444,-21.230158730158724,-20.568783068783073,-17.261904761904766,2.4801587301587276,0,3,45.5026455026455,7.92824074074074,FALLING,NEUTRAL,True,False
62.764550264550266,58.664021164021165,67.26190476190476,76.02513227513228,82.47354497354497,2026-07-17,66.17890211640213,DRIFT,ARE,XLRE,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,-6.283068783068771,26.884920634920647,1.2566137566137598,-17.32804232804233,-13.822751322751316,4.761904761904759,0,2,82.2255291005291,34.432870370370374,COOLING,NEUTRAL,False,False
20.436507936507937,37.16931216931216,45.43650793650794,20.105820105820104,52.91777188328912,2026-07-17,30.787037037037035,SCATTER,ATO,XLU,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,9.242724867724867,-28.554894179894188,13.624338624338625,5.886243386243372,13.624338624338627,3.8359788359788354,3,0,63.51686507936508,13.92195767195767,NEUTRAL,NEUTRAL,False,False
78.7037037037037,53.76984126984127,71.89153439153439,62.00396825396825,53.57142857142857,2026-07-17,66.5922619047619,DRIFT,AVB,XLRE,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,19.279100529100532,21.577380952380935,38.69047619047618,16.6005291005291,17.658730158730165,4.166666666666671,3,0,68.26223544973544,38.31845238095238,RECOVERING,NEUTRAL,False,False
25.85978835978836,24.20634920634921,35.78042328042328,40.542328042328045,48.28042328042328,2026-07-17,31.59722222222222,SCATTER,AVY,XLB,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,-1.2731481481481453,-18.386243386243386,6.150793650793652,-0.5952380952380949,-8.597883597883602,-2.0502645502645436,1,1,44.303902116402114,22.08994708994709,STABILIZING,STABILIZING,False,False
68.51851851851852,59.98677248677248,66.07142857142857,49.140211640211646,12.632275132275131,2026-07-17,60.9292328042328,DRIFT,AWK,XLU,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,30.853174603174594,14.285714285714278,44.70899470899471,28.174603174603163,25.925925925925924,24.603174603174605,4,0,66.2202380952381,23.80952380952381,RECOVERING,RECOVERING,False,False
21.42857142857143,13.69047619047619,41.9973544973545,60.3505291005291,52.45033112582781,2026-07-17,34.36673280423281,SCATTER,AXON,XLI,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,6.12599206349207,14.112103174603181,8.994708994708997,4.8280423280423275,-8.465608465608462,19.1468253968254,2,1,43.32010582010582,18.708664021164022,NEUTRAL,NEUTRAL,False,False
35.11904761904762,29.82804232804233,31.547619047619047,54.39814814814815,51.32275132275132,2026-07-17,37.72321428571429,SCATTER,AXP,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,14.062500000000007,6.192129629629633,13.88888888888889,10.978835978835981,21.494708994708994,9.88756613756614,4,0,37.72321428571429,9.135251322751325,RECOVERING,NEUTRAL,False,False
4.298941798941799,6.415343915343915,23.01587301587301,40.70767195767196,99.07407407407408,2026-07-17,18.60945767195767,SCATTER,AZO,XLY,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,-0.12400793650793673,-4.960317460317462,2.2486772486772493,-0.132275132275133,-0.661375661375672,-1.9510582010581956,0,0,25.190145502645503,4.265873015873016,STABILIZING,STABILIZING,False,False
76.71957671957672,67.79100529100529,74.2063492063492,53.24074074074075,83.33333333333334,2026-07-17,67.989417989418,DRIFT,BALL,XLB,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,8.88723544973545,-14.649470899470884,20.800264550264565,0.9920634920634939,3.9682539682539613,9.788359788359799,2,0,78.1001984126984,43.90707671957672,EXTENDING,EXTENDING,False,False
93.12169312169311,81.6137566137566,79.1005291005291,83.06878306878308,55.95238095238096,2026-07-17,84.22619047619048,RUSH,BAX,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,19.551917989418,33.43253968253969,18.121693121693113,22.08994708994708,22.08994708994709,15.906084656084673,4,0,84.22619047619048,35.573743386243386,RECOVERING,NEUTRAL,False,False
96.0978835978836,86.44179894179894,51.05820105820106,62.070105820105816,70.96560846560847,2026-07-17,73.91699735449735,DRIFT,BBY,XLY,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,10.524140211640216,42.3941798941799,18.783068783068785,24.0079365079365,7.275132275132265,-7.969576719576715,3,1,73.91699735449735,5.067791005291005,RECOVERING,NEUTRAL,False,False
77.84391534391534,71.89153439153439,56.94444444444444,66.99735449735451,74.73544973544973,2026-07-17,68.41931216931218,DRIFT,BDX,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,24.446097883597893,6.679894179894191,38.359788359788354,9.126984126984127,18.91534391534391,31.38227513227514,4,0,71.81712962962962,35.20998677248677,RECOVERING,NEUTRAL,False,False
85.44973544973546,83.99470899470899,65.74074074074075,83.63095238095238,35.978835978835974,2026-07-17,79.7040343915344,RUSH,BEN,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,1.959325396825406,4.406415343915356,-10.383597883597858,-12.69841269841271,10.3835978835979,20.535714285714285,2,2,84.75529100529101,71.19708994708995,PLATEAU,PLATEAU,False,False
82.73809523809524,85.51587301587301,68.18783068783068,59.65608465608466,80.02645502645503,2026-07-17,74.0244708994709,DRIFT,BF-B,XLP,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,-1.5955687830687992,-8.738425925925938,-8.333333333333314,1.2566137566137456,12.235449735449734,-11.541005291005291,1,2,86.82208994708995,58.77976190476191,PLATEAU,PLATEAU,False,False
65.87301587301587,73.34656084656085,59.58994708994709,53.968253968253975,40.145502645502646,2026-07-17,63.19444444444444,DRIFT,BG,XLP,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,-2.521494708994709,-16.079695767195773,7.738095238095241,-7.142857142857139,-5.687830687830683,-4.99338624338624,1,2,83.55654761904762,59.05257936507936,PLATEAU,PLATEAU,False,False
83.99470899470899,83.39947089947091,75.72751322751323,72.22222222222223,99.6031746031746,2026-07-17,78.83597883597884,RUSH,BIIB,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,7.994378306878303,5.191798941798936,-3.4391534391534435,-2.976190476190453,22.420634920634917,15.972222222222229,2,0,86.44179894179894,65.54232804232805,EXTENDING,NEUTRAL,False,False
17.460317460317462,11.044973544973544,13.690476190476192,52.81084656084656,66.53439153439153,2026-07-17,23.75165343915344,SCATTER,BKNG,XLY,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,3.6954365079365097,7.539682539682541,7.40740740740741,7.2751322751322745,9.457671957671959,-9.358465608465615,3,1,25.52083333333333,4.662698412698413,STABILIZING,STABILIZING,False,False
21.69312169312169,52.51322751322752,52.11640211640212,19.51058201058201,74.07407407407408,2026-07-17,36.458333333333336,SCATTER,BKR,XLE,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,-5.291005291005291,-35.507605820105816,-8.00264550264551,-19.113756613756607,-11.111111111111107,17.063492063492063,1,3,86.64021164021165,32.67195767195767,FALLING,NEUTRAL,False,False
20.072751322751323,9.656084656084657,33.0026455026455,42.9563492063492,71.56084656084656,2026-07-17,26.42195767195767,SCATTER,BLDR,XLI,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,-9.871031746031747,1.3392857142857153,-5.456349206349206,-18.05555555555555,-20.370370370370374,4.398148148148145,0,3,43.79133597883598,13.78968253968254,FALLING,NEUTRAL,False,False
25.264550264550262,16.402116402116402,33.33333333333333,47.652116402116405,65.73705179282868,2026-07-17,30.6630291005291,SCATTER,BLK,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,1.612103174603174,5.894510582010582,10.383597883597883,-8.399470899470902,0.39682539682539186,4.067460317460316,1,1,34.30886243386244,13.98809523809524,STABILIZING,STABILIZING,False,False
85.44973544973544,81.67989417989418,65.93915343915344,62.56613756613757,59.98677248677249,2026-07-17,73.90873015873015,DRIFT,BMY,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,19.204695767195773,-5.158730158730165,22.685185185185176,6.415343915343925,21.03174603174604,26.686507936507937,4,0,73.90873015873015,54.70403439153438,EXTENDING,NEUTRAL,False,False
55.35714285714286,58.5978835978836,62.764550264550266,48.0489417989418,40.64171122994652,2026-07-17,56.192129629629626,CALM,BNY,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,-4.7040343915343925,-4.00958994708995,-0.13227513227512588,-9.656084656084651,7.936507936507937,-16.964285714285722,1,2,68.48544973544975,44.5353835978836,NEUTRAL,NEUTRAL,False,False
14.88095238095238,6.67989417989418,38.22751322751323,64.6494708994709,74.3046357615894,2026-07-17,31.10945767195767,SCATTER,BR,XLI,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17,11.574074074074069,11.797288359788354,13.723544973544971,6.481481481481482,-6.679894179894177,32.77116402116402,3,1,32.45701058201058,13.053902116402115,RECOVERING,NEUTRAL,False,False
