ticker,cik,month_end,corpus_status,guard_state,deterioration_flags,flag_count,latest_fact_accepted_at,reason,revenue_yoy,net_margin,net_margin_yoy_change,operating_cash_flow_yoy,liabilities_to_assets,liabilities_to_assets_yoy_change
AAPL,0000320193,2016-07-31,MISSING_ACCEPTANCE_LINKS,PASS,REVENUE,1,2016-07-27T20:32:36+00:00,,-0.146094143736,0.184050238444,-0.0311901607096,0.360943178202,0.585928757011,0.0460295803649
AAPL,0000320193,2016-08-31,MISSING_ACCEPTANCE_LINKS,PASS,REVENUE,1,2016-07-27T20:32:36+00:00,,-0.146094143736,0.184050238444,-0.0311901607096,0.360943178202,0.585928757011,0.0460295803649
AAPL,0000320193,2016-09-30,MISSING_ACCEPTANCE_LINKS,PASS,REVENUE,1,2016-07-27T20:32:36+00:00,,-0.146094143736,0.184050238444,-0.0311901607096,0.360943178202,0.585928757011,0.0460295803649
AAPL,0000320193,2016-10-31,MISSING_ACCEPTANCE_LINKS,PASS,,0,2016-10-26T20:42:16+00:00,,-0.0902700918429,0.192393067532,-0.0236027383749,-0.190017965693,0.601322407565,0.0124023297267
AAPL,0000320193,2016-11-30,MISSING_ACCEPTANCE_LINKS,PASS,,0,2016-10-26T20:42:16+00:00,,-0.0902700918429,0.192393067532,-0.0236027383749,-0.190017965693,0.601322407565,0.0124023297267
AAPL,0000320193,2016-12-31,MISSING_ACCEPTANCE_LINKS,PASS,,0,2016-10-26T20:42:16+00:00,,-0.0902700918429,0.192393067532,-0.0236027383749,-0.190017965693,0.601322407565,0.0124023297267
AAPL,0000320193,2017-01-31,MISSING_ACCEPTANCE_LINKS,PASS,,0,2016-10-26T20:42:16+00:00,,-0.0902700918429,0.192393067532,-0.0236027383749,-0.190017965693,0.601322407565,0.0124023297267
AAPL,0000320193,2017-02-28,MISSING_ACCEPTANCE_LINKS,PASS,,0,2017-02-01T21:33:29+00:00,,0.0326734500211,0.228344245766,-0.0136554379119,-0.190017965693,0.600200518812,0.0375479363324
AAPL,0000320193,2017-03-31,MISSING_ACCEPTANCE_LINKS,PASS,,0,2017-02-01T21:33:29+00:00,,0.0326734500211,0.228344245766,-0.0136554379119,-0.190017965693,0.600200518812,0.0375479363324
AAPL,0000320193,2017-04-30,MISSING_ACCEPTANCE_LINKS,PASS,,0,2017-02-01T21:33:29+00:00,,0.0326734500211,0.228344245766,-0.0136554379119,-0.190017965693,0.600200518812,0.0375479363324
AAPL,0000320193,2017-05-31,MISSING_ACCEPTANCE_LINKS,PASS,,0,2017-05-03T20:32:23+00:00,,0.0462646122199,0.208503478524,0.000500630253627,-0.190017965693,0.599195293724,0.0265350540071
AAPL,0000320193,2017-06-30,MISSING_ACCEPTANCE_LINKS,PASS,,0,2017-05-03T20:32:23+00:00,,0.0462646122199,0.208503478524,0.000500630253627,-0.190017965693,0.599195293724,0.0265350540071
AAPL,0000320193,2017-07-31,MISSING_ACCEPTANCE_LINKS,PASS,,0,2017-05-03T20:32:23+00:00,,0.0462646122199,0.208503478524,0.000500630253627,-0.190017965693,0.599195293724,0.0265350540071
AAPL,0000320193,2017-08-31,MISSING_ACCEPTANCE_LINKS,PASS,,0,2017-08-02T20:31:28+00:00,,0.0720052882572,0.191970577872,0.007920339428,-0.190017965693,0.616351800402,0.0304230433908
AAPL,0000320193,2017-09-30,MISSING_ACCEPTANCE_LINKS,PASS,,0,2017-08-02T20:31:28+00:00,,0.0720052882572,0.191970577872,0.007920339428,-0.190017965693,0.616351800402,0.0304230433908
AAPL,0000320193,2017-10-31,MISSING_ACCEPTANCE_LINKS,PASS,,0,2017-08-02T20:31:28+00:00,,0.0720052882572,0.191970577872,0.007920339428,-0.190017965693,0.616351800402,0.0304230433908
AAPL,0000320193,2017-11-30,MISSING_ACCEPTANCE_LINKS,PASS,,0,2017-11-03T12:01:37+00:00,,0.122235977119,0.203769565796,0.0113764982644,-0.0338174526009,0.642845153056,0.0415227454913
AAPL,0000320193,2017-12-31,MISSING_ACCEPTANCE_LINKS,PASS,,0,2017-11-03T12:01:37+00:00,,0.122235977119,0.203769565796,0.0113764982644,-0.0338174526009,0.642845153056,0.0415227454913
AAPL,0000320193,2018-01-31,MISSING_ACCEPTANCE_LINKS,PASS,,0,2017-11-03T12:01:37+00:00,,0.122235977119,0.203769565796,0.0113764982644,-0.0338174526009,0.642845153056,0.0415227454913
AAPL,0000320193,2018-02-28,MISSING_ACCEPTANCE_LINKS,PASS,,0,2018-02-02T13:01:26+00:00,,0.126890531072,0.227254708754,-0.00108953701204,-0.0338174526009,0.655356273691,0.0551557548791
AAPL,0000320193,2018-03-31,MISSING_ACCEPTANCE_LINKS,PASS,,0,2018-02-02T13:01:26+00:00,,0.126890531072,0.227254708754,-0.00108953701204,-0.0338174526009,0.655356273691,0.0551557548791
AAPL,0000320193,2018-04-30,MISSING_ACCEPTANCE_LINKS,PASS,,0,2018-02-02T13:01:26+00:00,,0.126890531072,0.227254708754,-0.00108953701204,-0.0338174526009,0.655356273691,0.0551557548791
AAPL,0000320193,2018-05-31,MISSING_ACCEPTANCE_LINKS,PASS,,0,2018-05-02T20:32:12+00:00,,0.155796279492,0.22608240509,0.0175789265663,-0.0338174526009,0.654755620378,0.0555603266538
AAPL,0000320193,2018-06-30,MISSING_ACCEPTANCE_LINKS,PASS,,0,2018-05-02T20:32:12+00:00,,0.155796279492,0.22608240509,0.0175789265663,-0.0338174526009,0.654755620378,0.0555603266538
AAPL,0000320193,2018-07-31,MISSING_ACCEPTANCE_LINKS,PASS,,0,2018-05-02T20:32:12+00:00,,0.155796279492,0.22608240509,0.0175789265663,-0.0338174526009,0.654755620378,0.0555603266538
AAPL,0000320193,2018-08-31,MISSING_ACCEPTANCE_LINKS,PASS,,0,2018-08-01T20:31:48+00:00,,0.173031183932,0.216258330987,0.0242877531148,-0.0338174526009,0.670819050565,0.054467250163
AAPL,0000320193,2018-09-30,MISSING_ACCEPTANCE_LINKS,PASS,,0,2018-08-01T20:31:48+00:00,,0.173031183932,0.216258330987,0.0242877531148,-0.0338174526009,0.670819050565,0.054467250163
AAPL,0000320193,2018-10-31,MISSING_ACCEPTANCE_LINKS,PASS,,0,2018-08-01T20:31:48+00:00,,0.173031183932,0.216258330987,0.0242877531148,-0.0338174526009,0.670819050565,0.054467250163
AAPL,0000320193,2018-11-30,MISSING_ACCEPTANCE_LINKS,PASS,,0,2018-11-05T13:01:40+00:00,,0.196295098804,0.224562798092,0.020793232296,0.205667574932,0.707028505024,0.0641833519678
AAPL,0000320193,2018-12-31,MISSING_ACCEPTANCE_LINKS,PASS,,0,2018-11-05T13:01:40+00:00,,0.196295098804,0.224562798092,0.020793232296,0.205667574932,0.707028505024,0.0641833519678
AAPL,0000320193,2019-01-31,MISSING_ACCEPTANCE_LINKS,PASS,,0,2019-01-30T21:31:37+00:00,,-0.0451111639654,0.236804649508,0.00954994075396,0.205667574932,0.684543734731,0.0291874610398
AAPL,0000320193,2019-02-28,MISSING_ACCEPTANCE_LINKS,PASS,,0,2019-01-30T21:31:37+00:00,,-0.0451111639654,0.236804649508,0.00954994075396,0.205667574932,0.684543734731,0.0291874610398
AAPL,0000320193,2019-03-31,MISSING_ACCEPTANCE_LINKS,PASS,,0,2019-01-30T21:31:37+00:00,,-0.0451111639654,0.236804649508,0.00954994075396,0.205667574932,0.684543734731,0.0291874610398
AAPL,0000320193,2019-04-30,MISSING_ACCEPTANCE_LINKS,PASS,,0,2019-01-30T21:31:37+00:00,,-0.0451111639654,0.236804649508,0.00954994075396,0.205667574932,0.684543734731,0.0291874610398
AAPL,0000320193,2019-05-31,MISSING_ACCEPTANCE_LINKS,PASS,,0,2019-05-01T20:32:00+00:00,,-0.0510656394655,0.199276049298,-0.0268063557926,0.205667574932,0.690466026117,0.0357104057395
AAPL,0000320193,2019-06-30,MISSING_ACCEPTANCE_LINKS,PASS,,0,2019-05-01T20:32:00+00:00,,-0.0510656394655,0.199276049298,-0.0268063557926,0.205667574932,0.690466026117,0.0357104057395
AAPL,0000320193,2019-07-31,MISSING_ACCEPTANCE_LINKS,PASS,,0,2019-07-31T20:31:53+00:00,,0.0102130855158,0.186660224126,-0.0295981068605,0.205667574932,0.700669378939,0.0298503283747
AAPL,0000320193,2019-08-31,MISSING_ACCEPTANCE_LINKS,PASS,,0,2019-07-31T20:31:53+00:00,,0.0102130855158,0.186660224126,-0.0295981068605,0.205667574932,0.700669378939,0.0298503283747
AAPL,0000320193,2019-09-30,MISSING_ACCEPTANCE_LINKS,PASS,,0,2019-07-31T20:31:53+00:00,,0.0102130855158,0.186660224126,-0.0295981068605,0.205667574932,0.700669378939,0.0298503283747
