ticker,issuer_cik,calendar_year,coverage_state,form4_submissions,atomic_transactions,zero_filing_is_observed
A,0001090872,2012,OBSERVED_OFFICIAL_BULK,57,118,False
A,0001090872,2013,OBSERVED_OFFICIAL_BULK,55,162,False
A,0001090872,2014,OBSERVED_OFFICIAL_BULK,50,127,False
A,0001090872,2015,OBSERVED_OFFICIAL_BULK,37,95,False
A,0001090872,2016,OBSERVED_OFFICIAL_BULK,47,115,False
A,0001090872,2017,OBSERVED_OFFICIAL_BULK,78,188,False
A,0001090872,2018,OBSERVED_OFFICIAL_BULK,53,112,False
A,0001090872,2019,OBSERVED_OFFICIAL_BULK,76,164,False
A,0001090872,2020,OBSERVED_OFFICIAL_BULK,88,155,False
A,0001090872,2021,OBSERVED_OFFICIAL_BULK,88,158,False
A,0001090872,2022,OBSERVED_OFFICIAL_BULK,84,135,False
A,0001090872,2023,OBSERVED_OFFICIAL_BULK,70,105,False
A,0001090872,2024,OBSERVED_OFFICIAL_BULK,59,83,False
A,0001090872,2025,OBSERVED_OFFICIAL_BULK,63,89,False
A,0001090872,2026,OBSERVED_OFFICIAL_BULK,20,23,False
ABT,0000001800,2012,OBSERVED_OFFICIAL_BULK,135,776,False
ABT,0000001800,2013,OBSERVED_OFFICIAL_BULK,82,217,False
ABT,0000001800,2014,OBSERVED_OFFICIAL_BULK,87,219,False
ABT,0000001800,2015,OBSERVED_OFFICIAL_BULK,99,274,False
ABT,0000001800,2016,OBSERVED_OFFICIAL_BULK,103,472,False
ABT,0000001800,2017,OBSERVED_OFFICIAL_BULK,112,449,False
ABT,0000001800,2018,OBSERVED_OFFICIAL_BULK,110,636,False
ABT,0000001800,2019,OBSERVED_OFFICIAL_BULK,109,457,False
ABT,0000001800,2020,OBSERVED_OFFICIAL_BULK,113,227,False
ABT,0000001800,2021,OBSERVED_OFFICIAL_BULK,118,252,False
ABT,0000001800,2022,OBSERVED_OFFICIAL_BULK,91,156,False
ABT,0000001800,2023,OBSERVED_OFFICIAL_BULK,81,145,False
ABT,0000001800,2024,OBSERVED_OFFICIAL_BULK,56,95,False
ABT,0000001800,2025,OBSERVED_OFFICIAL_BULK,59,90,False
ABT,0000001800,2026,OBSERVED_OFFICIAL_BULK,48,70,False
ACGL,0000947484,2012,OBSERVED_OFFICIAL_BULK,64,140,False
ACGL,0000947484,2013,OBSERVED_OFFICIAL_BULK,38,86,False
ACGL,0000947484,2014,OBSERVED_OFFICIAL_BULK,50,131,False
ACGL,0000947484,2015,OBSERVED_OFFICIAL_BULK,42,122,False
ACGL,0000947484,2016,OBSERVED_OFFICIAL_BULK,40,124,False
ACGL,0000947484,2017,OBSERVED_OFFICIAL_BULK,58,173,False
ACGL,0000947484,2018,OBSERVED_OFFICIAL_BULK,40,78,False
ACGL,0000947484,2019,OBSERVED_OFFICIAL_BULK,43,117,False
ACGL,0000947484,2020,OBSERVED_OFFICIAL_BULK,30,62,False
ACGL,0000947484,2021,OBSERVED_OFFICIAL_BULK,45,98,False
ACGL,0000947484,2022,OBSERVED_OFFICIAL_BULK,39,118,False
ACGL,0000947484,2023,OBSERVED_OFFICIAL_BULK,38,86,False
ACGL,0000947484,2024,OBSERVED_OFFICIAL_BULK,40,79,False
ACGL,0000947484,2025,OBSERVED_OFFICIAL_BULK,36,83,False
ACGL,0000947484,2026,OBSERVED_OFFICIAL_BULK,33,60,False
ACN,0001467373,2012,OBSERVED_OFFICIAL_BULK,259,346,False
ACN,0001467373,2013,OBSERVED_OFFICIAL_BULK,254,320,False
ACN,0001467373,2014,OBSERVED_OFFICIAL_BULK,260,319,False
ACN,0001467373,2015,OBSERVED_OFFICIAL_BULK,274,369,False
ACN,0001467373,2016,OBSERVED_OFFICIAL_BULK,258,352,False
ACN,0001467373,2017,OBSERVED_OFFICIAL_BULK,264,351,False
ACN,0001467373,2018,OBSERVED_OFFICIAL_BULK,250,404,False
ACN,0001467373,2019,OBSERVED_OFFICIAL_BULK,257,381,False
ACN,0001467373,2020,OBSERVED_OFFICIAL_BULK,269,445,False
ACN,0001467373,2021,OBSERVED_OFFICIAL_BULK,226,359,False
ACN,0001467373,2022,OBSERVED_OFFICIAL_BULK,226,399,False
ACN,0001467373,2023,OBSERVED_OFFICIAL_BULK,237,382,False
ACN,0001467373,2024,OBSERVED_OFFICIAL_BULK,250,426,False
ACN,0001467373,2025,OBSERVED_OFFICIAL_BULK,234,369,False
ACN,0001467373,2026,OBSERVED_OFFICIAL_BULK,138,232,False
ADBE,0000796343,2012,OBSERVED_OFFICIAL_BULK,55,315,False
ADBE,0000796343,2013,OBSERVED_OFFICIAL_BULK,74,406,False
ADBE,0000796343,2014,OBSERVED_OFFICIAL_BULK,89,448,False
ADBE,0000796343,2015,OBSERVED_OFFICIAL_BULK,80,365,False
ADBE,0000796343,2016,OBSERVED_OFFICIAL_BULK,75,264,False
ADBE,0000796343,2017,OBSERVED_OFFICIAL_BULK,53,210,False
ADBE,0000796343,2018,OBSERVED_OFFICIAL_BULK,56,215,False
ADBE,0000796343,2019,OBSERVED_OFFICIAL_BULK,61,227,False
ADBE,0000796343,2020,OBSERVED_OFFICIAL_BULK,98,365,False
ADBE,0000796343,2021,OBSERVED_OFFICIAL_BULK,88,391,False
ADBE,0000796343,2022,OBSERVED_OFFICIAL_BULK,79,406,False
ADBE,0000796343,2023,OBSERVED_OFFICIAL_BULK,100,498,False
ADBE,0000796343,2024,OBSERVED_OFFICIAL_BULK,104,501,False
ADBE,0000796343,2025,OBSERVED_OFFICIAL_BULK,74,412,False
ADBE,0000796343,2026,OBSERVED_OFFICIAL_BULK,41,259,False
ADI,0000006281,2012,OBSERVED_OFFICIAL_BULK,108,314,False
ADI,0000006281,2013,OBSERVED_OFFICIAL_BULK,116,393,False
ADI,0000006281,2014,OBSERVED_OFFICIAL_BULK,89,331,False
ADI,0000006281,2015,OBSERVED_OFFICIAL_BULK,73,250,False
ADI,0000006281,2016,OBSERVED_OFFICIAL_BULK,60,169,False
ADI,0000006281,2017,OBSERVED_OFFICIAL_BULK,110,336,False
ADI,0000006281,2018,OBSERVED_OFFICIAL_BULK,106,317,False
ADI,0000006281,2019,OBSERVED_OFFICIAL_BULK,103,340,False
ADI,0000006281,2020,OBSERVED_OFFICIAL_BULK,101,239,False
ADI,0000006281,2021,OBSERVED_OFFICIAL_BULK,75,241,False
ADI,0000006281,2022,OBSERVED_OFFICIAL_BULK,63,183,False
ADI,0000006281,2023,OBSERVED_OFFICIAL_BULK,69,233,False
ADI,0000006281,2024,OBSERVED_OFFICIAL_BULK,77,196,False
ADI,0000006281,2025,OBSERVED_OFFICIAL_BULK,78,211,False
ADI,0000006281,2026,OBSERVED_OFFICIAL_BULK,45,152,False
ADM,0000007084,2012,OBSERVED_OFFICIAL_BULK,152,210,False
ADM,0000007084,2013,OBSERVED_OFFICIAL_BULK,176,444,False
ADM,0000007084,2014,OBSERVED_OFFICIAL_BULK,134,206,False
ADM,0000007084,2015,OBSERVED_OFFICIAL_BULK,123,142,False
ADM,0000007084,2016,OBSERVED_OFFICIAL_BULK,139,220,False
ADM,0000007084,2017,OBSERVED_OFFICIAL_BULK,101,119,False
ADM,0000007084,2018,OBSERVED_OFFICIAL_BULK,120,144,False
ADM,0000007084,2019,OBSERVED_OFFICIAL_BULK,116,138,False
ADM,0000007084,2020,OBSERVED_OFFICIAL_BULK,122,176,False
ADM,0000007084,2021,OBSERVED_OFFICIAL_BULK,115,143,False
ADM,0000007084,2022,OBSERVED_OFFICIAL_BULK,130,198,False
ADM,0000007084,2023,OBSERVED_OFFICIAL_BULK,122,134,False
ADM,0000007084,2024,OBSERVED_OFFICIAL_BULK,109,153,False
ADM,0000007084,2025,OBSERVED_OFFICIAL_BULK,114,142,False
ADM,0000007084,2026,OBSERVED_OFFICIAL_BULK,74,109,False
ADP,0000008670,2012,OBSERVED_OFFICIAL_BULK,105,185,False
ADP,0000008670,2013,OBSERVED_OFFICIAL_BULK,124,201,False
ADP,0000008670,2014,OBSERVED_OFFICIAL_BULK,114,272,False
ADP,0000008670,2015,OBSERVED_OFFICIAL_BULK,88,195,False
ADP,0000008670,2016,OBSERVED_OFFICIAL_BULK,74,170,False
ADP,0000008670,2017,OBSERVED_OFFICIAL_BULK,77,204,False
ADP,0000008670,2018,OBSERVED_OFFICIAL_BULK,87,266,False
ADP,0000008670,2019,OBSERVED_OFFICIAL_BULK,78,266,False
ADP,0000008670,2020,OBSERVED_OFFICIAL_BULK,86,209,False
ADP,0000008670,2021,OBSERVED_OFFICIAL_BULK,100,358,False
ADP,0000008670,2022,OBSERVED_OFFICIAL_BULK,84,277,False
ADP,0000008670,2023,OBSERVED_OFFICIAL_BULK,54,145,False
ADP,0000008670,2024,OBSERVED_OFFICIAL_BULK,79,214,False
ADP,0000008670,2025,OBSERVED_OFFICIAL_BULK,83,219,False
ADP,0000008670,2026,OBSERVED_OFFICIAL_BULK,18,26,False
ADSK,0000769397,2012,OBSERVED_OFFICIAL_BULK,51,124,False
ADSK,0000769397,2013,OBSERVED_OFFICIAL_BULK,52,144,False
ADSK,0000769397,2014,OBSERVED_OFFICIAL_BULK,58,139,False
ADSK,0000769397,2015,OBSERVED_OFFICIAL_BULK,60,119,False
ADSK,0000769397,2016,OBSERVED_OFFICIAL_BULK,77,108,False
ADSK,0000769397,2017,OBSERVED_OFFICIAL_BULK,84,151,False
ADSK,0000769397,2018,OBSERVED_OFFICIAL_BULK,55,75,False
ADSK,0000769397,2019,OBSERVED_OFFICIAL_BULK,50,74,False
ADSK,0000769397,2020,OBSERVED_OFFICIAL_BULK,52,78,False
ADSK,0000769397,2021,OBSERVED_OFFICIAL_BULK,39,93,False
ADSK,0000769397,2022,OBSERVED_OFFICIAL_BULK,43,79,False
ADSK,0000769397,2023,OBSERVED_OFFICIAL_BULK,65,99,False
ADSK,0000769397,2024,OBSERVED_OFFICIAL_BULK,57,94,False
ADSK,0000769397,2025,OBSERVED_OFFICIAL_BULK,38,62,False
ADSK,0000769397,2026,OBSERVED_OFFICIAL_BULK,24,43,False
AEE,0001002910,2012,OBSERVED_OFFICIAL_BULK,48,86,False
AEE,0001002910,2013,OBSERVED_OFFICIAL_BULK,39,78,False
AEE,0001002910,2014,OBSERVED_OFFICIAL_BULK,29,45,False
AEE,0001002910,2015,OBSERVED_OFFICIAL_BULK,36,36,False
AEE,0001002910,2016,OBSERVED_OFFICIAL_BULK,43,43,False
AEE,0001002910,2017,OBSERVED_OFFICIAL_BULK,39,46,False
AEE,0001002910,2018,OBSERVED_OFFICIAL_BULK,57,66,False
AEE,0001002910,2019,OBSERVED_OFFICIAL_BULK,58,66,False
AEE,0001002910,2020,OBSERVED_OFFICIAL_BULK,63,69,False
AEE,0001002910,2021,OBSERVED_OFFICIAL_BULK,61,70,False
AEE,0001002910,2022,OBSERVED_OFFICIAL_BULK,56,84,False
AEE,0001002910,2023,OBSERVED_OFFICIAL_BULK,49,68,False
AEE,0001002910,2024,OBSERVED_OFFICIAL_BULK,45,59,False
AEE,0001002910,2025,OBSERVED_OFFICIAL_BULK,57,73,False
AEE,0001002910,2026,OBSERVED_OFFICIAL_BULK,47,62,False
AEP,0000004904,2012,OBSERVED_OFFICIAL_BULK,69,74,False
AEP,0000004904,2013,OBSERVED_OFFICIAL_BULK,95,117,False
AEP,0000004904,2014,OBSERVED_OFFICIAL_BULK,74,145,False
AEP,0000004904,2015,OBSERVED_OFFICIAL_BULK,77,175,False
AEP,0000004904,2016,OBSERVED_OFFICIAL_BULK,71,171,False
AEP,0000004904,2017,OBSERVED_OFFICIAL_BULK,70,177,False
AEP,0000004904,2018,OBSERVED_OFFICIAL_BULK,72,165,False
AEP,0000004904,2019,OBSERVED_OFFICIAL_BULK,76,138,False
AEP,0000004904,2020,OBSERVED_OFFICIAL_BULK,93,139,False
AEP,0000004904,2021,OBSERVED_OFFICIAL_BULK,114,163,False
AEP,0000004904,2022,OBSERVED_OFFICIAL_BULK,100,134,False
AEP,0000004904,2023,OBSERVED_OFFICIAL_BULK,89,128,False
AEP,0000004904,2024,OBSERVED_OFFICIAL_BULK,103,141,False
AEP,0000004904,2025,OBSERVED_OFFICIAL_BULK,103,146,False
AEP,0000004904,2026,OBSERVED_OFFICIAL_BULK,56,82,False
AES,0000874761,2012,OBSERVED_OFFICIAL_BULK,36,85,False
AES,0000874761,2013,OBSERVED_OFFICIAL_BULK,30,52,False
AES,0000874761,2014,OBSERVED_OFFICIAL_BULK,31,62,False
AES,0000874761,2015,OBSERVED_OFFICIAL_BULK,27,71,False
AES,0000874761,2016,OBSERVED_OFFICIAL_BULK,27,61,False
AES,0000874761,2017,OBSERVED_OFFICIAL_BULK,41,63,False
AES,0000874761,2018,OBSERVED_OFFICIAL_BULK,35,64,False
AES,0000874761,2019,OBSERVED_OFFICIAL_BULK,34,68,False
AES,0000874761,2020,OBSERVED_OFFICIAL_BULK,36,85,False
AES,0000874761,2021,OBSERVED_OFFICIAL_BULK,36,63,False
AES,0000874761,2022,OBSERVED_OFFICIAL_BULK,41,59,False
AES,0000874761,2023,OBSERVED_OFFICIAL_BULK,37,65,False
AES,0000874761,2024,OBSERVED_OFFICIAL_BULK,26,85,False
AES,0000874761,2025,OBSERVED_OFFICIAL_BULK,28,66,False
AES,0000874761,2026,OBSERVED_OFFICIAL_BULK,28,63,False
AFL,0000004977,2012,OBSERVED_OFFICIAL_BULK,74,207,False
AFL,0000004977,2013,OBSERVED_OFFICIAL_BULK,67,197,False
AFL,0000004977,2014,OBSERVED_OFFICIAL_BULK,57,132,False
AFL,0000004977,2015,OBSERVED_OFFICIAL_BULK,70,189,False
AFL,0000004977,2016,OBSERVED_OFFICIAL_BULK,72,171,False
AFL,0000004977,2017,OBSERVED_OFFICIAL_BULK,72,203,False
AFL,0000004977,2018,OBSERVED_OFFICIAL_BULK,49,90,False
AFL,0000004977,2019,OBSERVED_OFFICIAL_BULK,57,152,False
AFL,0000004977,2020,OBSERVED_OFFICIAL_BULK,41,70,False
AFL,0000004977,2021,OBSERVED_OFFICIAL_BULK,55,96,False
AFL,0000004977,2022,OBSERVED_OFFICIAL_BULK,45,79,False
AFL,0000004977,2023,OBSERVED_OFFICIAL_BULK,50,110,False
AFL,0000004977,2024,OBSERVED_OFFICIAL_BULK,48,77,False
AFL,0000004977,2025,OBSERVED_OFFICIAL_BULK,50,78,False
AFL,0000004977,2026,OBSERVED_OFFICIAL_BULK,92,176,False
AIG,0000005272,2012,OBSERVED_OFFICIAL_BULK,464,908,False
AIG,0000005272,2013,OBSERVED_OFFICIAL_BULK,366,899,False
AIG,0000005272,2014,OBSERVED_OFFICIAL_BULK,324,518,False
AIG,0000005272,2015,OBSERVED_OFFICIAL_BULK,266,279,False
AIG,0000005272,2016,OBSERVED_OFFICIAL_BULK,97,121,False
AIG,0000005272,2017,OBSERVED_OFFICIAL_BULK,153,232,False
AIG,0000005272,2018,OBSERVED_OFFICIAL_BULK,159,367,False
AIG,0000005272,2019,OBSERVED_OFFICIAL_BULK,143,347,False
AIG,0000005272,2020,OBSERVED_OFFICIAL_BULK,150,339,False
AIG,0000005272,2021,OBSERVED_OFFICIAL_BULK,137,225,False
AIG,0000005272,2022,OBSERVED_OFFICIAL_BULK,107,168,False
AIG,0000005272,2023,OBSERVED_OFFICIAL_BULK,112,210,False
AIG,0000005272,2024,OBSERVED_OFFICIAL_BULK,112,202,False
AIG,0000005272,2025,OBSERVED_OFFICIAL_BULK,112,189,False
AIG,0000005272,2026,OBSERVED_OFFICIAL_BULK,66,103,False
AIZ,0001267238,2012,OBSERVED_OFFICIAL_BULK,62,166,False
AIZ,0001267238,2013,OBSERVED_OFFICIAL_BULK,87,322,False
AIZ,0001267238,2014,OBSERVED_OFFICIAL_BULK,94,211,False
AIZ,0001267238,2015,OBSERVED_OFFICIAL_BULK,57,92,False
AIZ,0001267238,2016,OBSERVED_OFFICIAL_BULK,51,81,False
AIZ,0001267238,2017,OBSERVED_OFFICIAL_BULK,54,74,False
AIZ,0001267238,2018,OBSERVED_OFFICIAL_BULK,52,71,False
AIZ,0001267238,2019,OBSERVED_OFFICIAL_BULK,46,88,False
AIZ,0001267238,2020,OBSERVED_OFFICIAL_BULK,51,77,False
AIZ,0001267238,2021,OBSERVED_OFFICIAL_BULK,37,64,False
AIZ,0001267238,2022,OBSERVED_OFFICIAL_BULK,33,54,False
AIZ,0001267238,2023,OBSERVED_OFFICIAL_BULK,34,76,False
AIZ,0001267238,2024,OBSERVED_OFFICIAL_BULK,34,84,False
AIZ,0001267238,2025,OBSERVED_OFFICIAL_BULK,31,82,False
AIZ,0001267238,2026,OBSERVED_OFFICIAL_BULK,28,49,False
AJG,0000354190,2012,OBSERVED_OFFICIAL_BULK,51,173,False
AJG,0000354190,2013,OBSERVED_OFFICIAL_BULK,59,167,False
AJG,0000354190,2014,OBSERVED_OFFICIAL_BULK,66,165,False
AJG,0000354190,2015,OBSERVED_OFFICIAL_BULK,69,179,False
AJG,0000354190,2016,OBSERVED_OFFICIAL_BULK,58,192,False
AJG,0000354190,2017,OBSERVED_OFFICIAL_BULK,73,253,False
AJG,0000354190,2018,OBSERVED_OFFICIAL_BULK,52,182,False
AJG,0000354190,2019,OBSERVED_OFFICIAL_BULK,39,127,False
AJG,0000354190,2020,OBSERVED_OFFICIAL_BULK,63,181,False
AJG,0000354190,2021,OBSERVED_OFFICIAL_BULK,61,178,False
AJG,0000354190,2022,OBSERVED_OFFICIAL_BULK,59,211,False
AJG,0000354190,2023,OBSERVED_OFFICIAL_BULK,84,243,False
AJG,0000354190,2024,OBSERVED_OFFICIAL_BULK,99,251,False
AJG,0000354190,2025,OBSERVED_OFFICIAL_BULK,106,228,False
AJG,0000354190,2026,OBSERVED_OFFICIAL_BULK,69,153,False
AKAM,0001086222,2012,OBSERVED_OFFICIAL_BULK,89,248,False
AKAM,0001086222,2013,OBSERVED_OFFICIAL_BULK,88,211,False
AKAM,0001086222,2014,OBSERVED_OFFICIAL_BULK,68,202,False
AKAM,0001086222,2015,OBSERVED_OFFICIAL_BULK,67,184,False
AKAM,0001086222,2016,OBSERVED_OFFICIAL_BULK,85,219,False
AKAM,0001086222,2017,OBSERVED_OFFICIAL_BULK,102,203,False
AKAM,0001086222,2018,OBSERVED_OFFICIAL_BULK,74,183,False
AKAM,0001086222,2019,OBSERVED_OFFICIAL_BULK,84,191,False
AKAM,0001086222,2020,OBSERVED_OFFICIAL_BULK,82,165,False
AKAM,0001086222,2021,OBSERVED_OFFICIAL_BULK,111,277,False
AKAM,0001086222,2022,OBSERVED_OFFICIAL_BULK,116,336,False
AKAM,0001086222,2023,OBSERVED_OFFICIAL_BULK,145,436,False
AKAM,0001086222,2024,OBSERVED_OFFICIAL_BULK,98,297,False
AKAM,0001086222,2025,OBSERVED_OFFICIAL_BULK,94,273,False
AKAM,0001086222,2026,OBSERVED_OFFICIAL_BULK,78,223,False
ALB,0000915913,2012,OBSERVED_OFFICIAL_BULK,65,148,False
ALB,0000915913,2013,OBSERVED_OFFICIAL_BULK,52,125,False
ALB,0000915913,2014,OBSERVED_OFFICIAL_BULK,48,110,False
ALB,0000915913,2015,OBSERVED_OFFICIAL_BULK,46,105,False
ALB,0000915913,2016,OBSERVED_OFFICIAL_BULK,36,87,False
ALB,0000915913,2017,OBSERVED_OFFICIAL_BULK,34,77,False
ALB,0000915913,2018,OBSERVED_OFFICIAL_BULK,25,59,False
ALB,0000915913,2019,OBSERVED_OFFICIAL_BULK,31,80,False
ALB,0000915913,2020,OBSERVED_OFFICIAL_BULK,57,179,False
ALB,0000915913,2021,OBSERVED_OFFICIAL_BULK,48,135,False
ALB,0000915913,2022,OBSERVED_OFFICIAL_BULK,48,140,False
ALB,0000915913,2023,OBSERVED_OFFICIAL_BULK,40,160,False
ALB,0000915913,2024,OBSERVED_OFFICIAL_BULK,41,130,False
ALB,0000915913,2025,OBSERVED_OFFICIAL_BULK,40,90,False
ALB,0000915913,2026,OBSERVED_OFFICIAL_BULK,34,61,False
ALGN,0001097149,2012,OBSERVED_OFFICIAL_BULK,63,323,False
ALGN,0001097149,2013,OBSERVED_OFFICIAL_BULK,57,231,False
ALGN,0001097149,2014,OBSERVED_OFFICIAL_BULK,52,230,False
ALGN,0001097149,2015,OBSERVED_OFFICIAL_BULK,54,166,False
ALGN,0001097149,2016,OBSERVED_OFFICIAL_BULK,60,192,False
ALGN,0001097149,2017,OBSERVED_OFFICIAL_BULK,52,207,False
ALGN,0001097149,2018,OBSERVED_OFFICIAL_BULK,60,194,False
ALGN,0001097149,2019,OBSERVED_OFFICIAL_BULK,67,208,False
ALGN,0001097149,2020,OBSERVED_OFFICIAL_BULK,83,241,False
ALGN,0001097149,2021,OBSERVED_OFFICIAL_BULK,43,167,False
ALGN,0001097149,2022,OBSERVED_OFFICIAL_BULK,21,82,False
ALGN,0001097149,2023,OBSERVED_OFFICIAL_BULK,23,81,False
ALGN,0001097149,2024,OBSERVED_OFFICIAL_BULK,29,82,False
ALGN,0001097149,2025,OBSERVED_OFFICIAL_BULK,16,66,False
ALGN,0001097149,2026,OBSERVED_OFFICIAL_BULK,15,64,False
ALL,0000899051,2012,OBSERVED_OFFICIAL_BULK,53,139,False
ALL,0000899051,2013,OBSERVED_OFFICIAL_BULK,79,231,False
ALL,0000899051,2014,OBSERVED_OFFICIAL_BULK,66,199,False
ALL,0000899051,2015,OBSERVED_OFFICIAL_BULK,75,209,False
ALL,0000899051,2016,OBSERVED_OFFICIAL_BULK,62,156,False
ALL,0000899051,2017,OBSERVED_OFFICIAL_BULK,85,168,False
ALL,0000899051,2018,OBSERVED_OFFICIAL_BULK,52,83,False
ALL,0000899051,2019,OBSERVED_OFFICIAL_BULK,57,102,False
ALL,0000899051,2020,OBSERVED_OFFICIAL_BULK,60,98,False
ALL,0000899051,2021,OBSERVED_OFFICIAL_BULK,64,119,False
ALL,0000899051,2022,OBSERVED_OFFICIAL_BULK,61,121,False
ALL,0000899051,2023,OBSERVED_OFFICIAL_BULK,53,121,False
ALL,0000899051,2024,OBSERVED_OFFICIAL_BULK,73,185,False
ALL,0000899051,2025,OBSERVED_OFFICIAL_BULK,82,217,False
ALL,0000899051,2026,OBSERVED_OFFICIAL_BULK,59,177,False
AMAT,0000006951,2012,OBSERVED_OFFICIAL_BULK,56,73,False
AMAT,0000006951,2013,OBSERVED_OFFICIAL_BULK,53,89,False
AMAT,0000006951,2014,OBSERVED_OFFICIAL_BULK,52,77,False
AMAT,0000006951,2015,OBSERVED_OFFICIAL_BULK,47,53,False
AMAT,0000006951,2016,OBSERVED_OFFICIAL_BULK,44,62,False
AMAT,0000006951,2017,OBSERVED_OFFICIAL_BULK,42,62,False
AMAT,0000006951,2018,OBSERVED_OFFICIAL_BULK,43,53,False
AMAT,0000006951,2019,OBSERVED_OFFICIAL_BULK,45,62,False
AMAT,0000006951,2020,OBSERVED_OFFICIAL_BULK,35,55,False
AMAT,0000006951,2021,OBSERVED_OFFICIAL_BULK,45,85,False
AMAT,0000006951,2022,OBSERVED_OFFICIAL_BULK,34,47,False
AMAT,0000006951,2023,OBSERVED_OFFICIAL_BULK,40,65,False
AMAT,0000006951,2024,OBSERVED_OFFICIAL_BULK,40,52,False
AMAT,0000006951,2025,OBSERVED_OFFICIAL_BULK,43,60,False
AMAT,0000006951,2026,OBSERVED_OFFICIAL_BULK,28,53,False
AMD,0000002488,2012,OBSERVED_OFFICIAL_BULK,52,110,False
AMD,0000002488,2013,OBSERVED_OFFICIAL_BULK,61,134,False
AMD,0000002488,2014,OBSERVED_OFFICIAL_BULK,62,164,False
AMD,0000002488,2015,OBSERVED_OFFICIAL_BULK,52,115,False
AMD,0000002488,2016,OBSERVED_OFFICIAL_BULK,69,167,False
AMD,0000002488,2017,OBSERVED_OFFICIAL_BULK,100,320,False
AMD,0000002488,2018,OBSERVED_OFFICIAL_BULK,77,242,False
AMD,0000002488,2019,OBSERVED_OFFICIAL_BULK,63,211,False
AMD,0000002488,2020,OBSERVED_OFFICIAL_BULK,64,245,False
AMD,0000002488,2021,OBSERVED_OFFICIAL_BULK,75,294,False
AMD,0000002488,2022,OBSERVED_OFFICIAL_BULK,58,193,False
AMD,0000002488,2023,OBSERVED_OFFICIAL_BULK,67,231,False
AMD,0000002488,2024,OBSERVED_OFFICIAL_BULK,71,255,False
AMD,0000002488,2025,OBSERVED_OFFICIAL_BULK,62,233,False
AMD,0000002488,2026,OBSERVED_OFFICIAL_BULK,38,165,False
AME,0001037868,2012,OBSERVED_OFFICIAL_BULK,110,247,False
AME,0001037868,2013,OBSERVED_OFFICIAL_BULK,78,166,False
AME,0001037868,2014,OBSERVED_OFFICIAL_BULK,64,152,False
AME,0001037868,2015,OBSERVED_OFFICIAL_BULK,79,151,False
AME,0001037868,2016,OBSERVED_OFFICIAL_BULK,65,109,False
AME,0001037868,2017,OBSERVED_OFFICIAL_BULK,77,141,False
AME,0001037868,2018,OBSERVED_OFFICIAL_BULK,71,142,False
AME,0001037868,2019,OBSERVED_OFFICIAL_BULK,93,241,False
AME,0001037868,2020,OBSERVED_OFFICIAL_BULK,77,202,False
AME,0001037868,2021,OBSERVED_OFFICIAL_BULK,79,186,False
AME,0001037868,2022,OBSERVED_OFFICIAL_BULK,77,174,False
AME,0001037868,2023,OBSERVED_OFFICIAL_BULK,70,145,False
AME,0001037868,2024,OBSERVED_OFFICIAL_BULK,60,148,False
AME,0001037868,2025,OBSERVED_OFFICIAL_BULK,47,115,False
AME,0001037868,2026,OBSERVED_OFFICIAL_BULK,40,107,False
AMGN,0000318154,2012,OBSERVED_OFFICIAL_BULK,105,421,False
AMGN,0000318154,2013,OBSERVED_OFFICIAL_BULK,74,158,False
AMGN,0000318154,2014,OBSERVED_OFFICIAL_BULK,75,153,False
AMGN,0000318154,2015,OBSERVED_OFFICIAL_BULK,84,134,False
AMGN,0000318154,2016,OBSERVED_OFFICIAL_BULK,73,115,False
AMGN,0000318154,2017,OBSERVED_OFFICIAL_BULK,68,91,False
AMGN,0000318154,2018,OBSERVED_OFFICIAL_BULK,76,101,False
AMGN,0000318154,2019,OBSERVED_OFFICIAL_BULK,78,125,False
AMGN,0000318154,2020,OBSERVED_OFFICIAL_BULK,69,103,False
AMGN,0000318154,2021,OBSERVED_OFFICIAL_BULK,74,118,False
AMGN,0000318154,2022,OBSERVED_OFFICIAL_BULK,83,105,False
AMGN,0000318154,2023,OBSERVED_OFFICIAL_BULK,82,103,False
AMGN,0000318154,2024,OBSERVED_OFFICIAL_BULK,88,102,False
AMGN,0000318154,2025,OBSERVED_OFFICIAL_BULK,85,123,False
AMGN,0000318154,2026,OBSERVED_OFFICIAL_BULK,70,111,False
AMP,0000820027,2012,OBSERVED_OFFICIAL_BULK,84,229,False
AMP,0000820027,2013,OBSERVED_OFFICIAL_BULK,114,343,False
AMP,0000820027,2014,OBSERVED_OFFICIAL_BULK,118,365,False
AMP,0000820027,2015,OBSERVED_OFFICIAL_BULK,80,209,False
AMP,0000820027,2016,OBSERVED_OFFICIAL_BULK,72,151,False
AMP,0000820027,2017,OBSERVED_OFFICIAL_BULK,96,291,False
AMP,0000820027,2018,OBSERVED_OFFICIAL_BULK,78,143,False
AMP,0000820027,2019,OBSERVED_OFFICIAL_BULK,56,93,False
AMP,0000820027,2020,OBSERVED_OFFICIAL_BULK,71,164,False
AMP,0000820027,2021,OBSERVED_OFFICIAL_BULK,74,168,False
AMP,0000820027,2022,OBSERVED_OFFICIAL_BULK,57,123,False
AMP,0000820027,2023,OBSERVED_OFFICIAL_BULK,55,126,False
AMP,0000820027,2024,OBSERVED_OFFICIAL_BULK,61,154,False
AMP,0000820027,2025,OBSERVED_OFFICIAL_BULK,74,103,False
AMP,0000820027,2026,OBSERVED_OFFICIAL_BULK,43,93,False
