review_id,atomic_fact_id,ticker,cik,accession_number,accepted_at,source_url,source_sha256,source_path,source_kind,block_path,sentence_index,sentence_sha256,topic,topic_matches,cue_families,cue_matches,negated_cue_present,comparison_present,era,review_hash,review_decision,review_notes,reviewer_id,reviewed_at_utc,review_method
SESI-0056,9521b10dc213609aeddc3f95359873fb50059f1b09352bbf545f4f6c06b856c3,SLB,0000087347,0001193125-26-020133,2026-01-23T12:06:21.000Z,https://www.sec.gov/Archives/edgar/data/87347/000119312526020133/d59412dex99.htm,7946baf899d91865ea32f64bbfb77113ab79668d4ce981bdd62a440d23135580,raw/7946baf899d91865ea32f64bbfb77113ab79668d4ce981bdd62a440d23135580.gz,HTML_P,p:1712,0,0e871c095ea26dbaebc40928613418d35bddc028ab7dca9ae4cabaf32a5c615f,DEMAND,"[""demand""]","[""EXPANSION""]","[{""family"":""EXPANSION"",""value"":""growth"",""start"":39,""end"":45,""negated"":false}]",False,False,4,111dd1686fa653983ec0237377df296353a427181d6413609385fdbba3c9e536,VALID,,codex-primary-source-review-v1,2026-08-02T05:22:20Z,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
SESI-0057,1b318413bbc4bc3b0cfb3d77d576d254224b77f281b12495aee75ea0ce7dc62e,SLB,0000087347,0001193125-24-101633,2024-04-19T11:00:07.000Z,https://www.sec.gov/Archives/edgar/data/87347/000119312524101633/d778868dex99.htm,6ec4d439fbdf7fb58d2f8b0520053f21203a9e5a906fff2493473a97b0ee25d7,raw/6ec4d439fbdf7fb58d2f8b0520053f21203a9e5a906fff2493473a97b0ee25d7.gz,HTML_P,p:303,1,e72f69712364762752dcbe9d17e331d1d719f8cb56e058f785aa9ea51621facb,MARGIN,"[""margin"",""operating margin""]","[""CONTRACTION""]","[{""family"":""CONTRACTION"",""value"":""decline"",""start"":77,""end"":84,""negated"":false}]",False,True,4,901bd76d455f29f9895a3e77d0a1eced072871cef4057aa111eef70e3d97b195,VALID,,codex-primary-source-review-v1,2026-08-02T05:22:20Z,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
SESI-0058,adbda642b8e0263f0d85fd0da09d50c5a265af23527c75e0858885348d8e59dd,AMT,0001053507,0001193125-12-442453,2012-10-31T11:13:34.000Z,https://www.sec.gov/Archives/edgar/data/1053507/000119312512442453/d431206dex991.htm,85d54421a954ce2cafcd853819eed6ea68e9851fce1fff1749f779cd070189e9,raw/85d54421a954ce2cafcd853819eed6ea68e9851fce1fff1749f779cd070189e9.gz,HTML_P,p:57,2,e34df47be086b88f5cc4ddf6777e1a03cacf0263d0aca61e6192d878123652f3,MARGIN,"[""ebitda margin"",""margin""]","[""EXPANSION""]","[{""family"":""EXPANSION"",""value"":""increased"",""start"":16,""end"":25,""negated"":false},{""family"":""EXPANSION"",""value"":""growth"",""start"":56,""end"":62,""negated"":false}]",False,False,0,b69e1a7e603cb36392c0bab8d2e6431ec9dda471bdb23ea641af785f651194a1,INVALID,TOPIC_CUE_SCOPE_MISMATCH: 변화·기대 표현이 추출 주제가 아니라 같은 문장의 다른 항목에 결합되어 있다.,codex-primary-source-review-v1,2026-08-02T05:22:20Z,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
SESI-0059,55ce410b40cc4106bca11dd97ad4f73b4e10750d82e33cef8e8aa161489d0c28,TSLA,0001318605,0001564590-17-020822,2017-11-01T20:58:33.000Z,https://www.sec.gov/Archives/edgar/data/1318605/000156459017020822/tsla-ex991_6.htm,0ba33680b103a5ecbfbd40eefd3d0c92384a2372dac35016118e0c75c81a5305,raw/0ba33680b103a5ecbfbd40eefd3d0c92384a2372dac35016118e0c75c81a5305.gz,HTML_P,p:409,0,3414c8c446b3083f94466e9c3236d1cfb95f764336452af38b0c26be28cf83ed,CAPITAL_SPENDING,"[""capital expenditures""]","[""EXPECTATION""]","[{""family"":""EXPECTATION"",""value"":""expected"",""start"":25,""end"":33,""negated"":false}]",False,False,1,3294ae86ef790654fcaecf8e12d0f8764b97a1faba880d97e8a1e120f196d0c6,VALID,,codex-primary-source-review-v1,2026-08-02T05:22:20Z,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
SESI-0060,e60c90ae62d5619632869f6896ebd4d6cba7e1dbd7b095eb5cbd7a00641a39e0,CAT,0000018230,0001104659-12-004076,2012-01-26T13:45:14.000Z,https://www.sec.gov/Archives/edgar/data/18230/000110465912004076/a12-3475_1ex99d1.htm,a822d8885aa03881764a139642f5c9c9b657e81766c58a3d8e7614751422b2fc,raw/a822d8885aa03881764a139642f5c9c9b657e81766c58a3d8e7614751422b2fc.gz,HTML_P,p:3008,1,8cdb8d216b0285e0ea46d01cbb0741fb1a5ad4f51c4035bb2d6478c0cfac02ac,DEMAND,"[""demand""]","[""EXPANSION""]","[{""family"":""EXPANSION"",""value"":""higher"",""start"":45,""end"":51,""negated"":false}]",False,False,0,6b4a15a1e4dc5d4a96ca49cf8ff9599b03e6337fcd978ca0ab6b0c2bc9b5f61f,VALID,,codex-primary-source-review-v1,2026-08-02T05:22:20Z,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
SESI-0061,2a0fbf7ab8c1938123aaf7e7150b5d3bec234f94d576cdc45a6ccfdc332e8064,SHW,0000089800,0001193125-21-132585,2021-04-27T11:15:57.000Z,https://www.sec.gov/Archives/edgar/data/89800/000119312521132585/d154013dex99.htm,55b489d3dd32eed58255caff6f30ada8a15246ee5a205b75f3a8842d7215f589,raw/55b489d3dd32eed58255caff6f30ada8a15246ee5a205b75f3a8842d7215f589.gz,HTML_P,p:88,3,885ce5ac97effdb134d4b20ccdd210570616c2658b4f365a6472bf4f5778036a,DEMAND,"[""demand""]","[""EXPECTATION""]","[{""family"":""EXPECTATION"",""value"":""guidance"",""start"":125,""end"":133,""negated"":false}]",False,False,3,d0d49bccbccdb0a496eb5a832cedecb500c4e04d09cbebd1a772023b735dbbf8,INVALID,TOPIC_CUE_SCOPE_MISMATCH: 변화·기대 표현이 추출 주제가 아니라 같은 문장의 다른 항목에 결합되어 있다.,codex-primary-source-review-v1,2026-08-02T05:22:20Z,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
SESI-0062,6c06a273edcff0629c769dadcd704875fac593991750b82748e5e3dc92dec686,CAT,0000018230,0001104659-14-029739,2014-04-24T12:35:30.000Z,https://www.sec.gov/Archives/edgar/data/18230/000110465914029739/a14-11018_1ex99d1.htm,a9b6642f0489b564dc5278076842b3271583d863b10c074e5799f9432061bd88,raw/a9b6642f0489b564dc5278076842b3271583d863b10c074e5799f9432061bd88.gz,HTML_P,p:2199,1,d54572bc003739eb6dc64b958953df4f8eef8b0ca15fceb530a4663d4f387772,INVENTORY,"[""inventories""]","[""CONTRACTION""]","[{""family"":""CONTRACTION"",""value"":""declined"",""start"":38,""end"":46,""negated"":false}]",False,False,0,89c3f9f5e0964e9dd5782bd7ad82dbe1f107b0cbd6ab62c666943507bdc3f222,VALID,,codex-primary-source-review-v1,2026-08-02T05:22:20Z,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
SESI-0063,2f8cb4bb1e6e5d5c330b66fce326930389d71dcc116fcbcf6a6354c0aa833102,HON,0000773840,0000930413-17-000213,2017-01-27T11:38:44.000Z,https://www.sec.gov/Archives/edgar/data/773840/000093041317000213/c87213_ex99.htm,65a1bd73b5751f038e1a498925b50c069f243e783ce57ed1711e67b40069fd7c,raw/65a1bd73b5751f038e1a498925b50c069f243e783ce57ed1711e67b40069fd7c.gz,HTML_P,p:39,1,3635ffb6c67da764c20de8d522fe277c06945f7545e89d3c1ffb3653bcbf4fa4,MARGIN,"[""margin""]","[""EXPANSION""]","[{""family"":""EXPANSION"",""value"":""expanded"",""start"":15,""end"":23,""negated"":false}]",False,True,1,34c31f4fd6f38a49ef4f9bd21c4b59da8eb100e66e07e0a3253c087879b48f2c,VALID,,codex-primary-source-review-v1,2026-08-02T05:22:20Z,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
SESI-0064,26961165042c87c82c22cbdbfc0e8a67479a0338de63e33fb2a9a2af4fe1feab,HON,0000773840,0000930413-15-000193,2015-01-23T12:08:29.000Z,https://www.sec.gov/Archives/edgar/data/773840/000093041315000193/c79906_ex99.htm,5b1aa1551bc15dd842153c9beefda1d101f8e68d33af6e0bb7e3b6dfb740b6b7,raw/5b1aa1551bc15dd842153c9beefda1d101f8e68d33af6e0bb7e3b6dfb740b6b7.gz,HTML_P,p:22,4,6260735190a029784d34dafbc2a025a07f6368597d10ee0d531eb79d997e9394,MARGIN,"[""margin""]","[""EXPANSION""]","[{""family"":""EXPANSION"",""value"":""higher"",""start"":223,""end"":229,""negated"":false},{""family"":""EXPANSION"",""value"":""growth"",""start"":299,""end"":305,""negated"":false}]",False,False,1,8cc78175be3af1be56642c124a28d7676590d69aacc98c3d4b3fb7e47aa05e12,VALID,,codex-primary-source-review-v1,2026-08-02T05:22:20Z,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
SESI-0065,dc2b6cf952d4e8269e4bf4dfd7a4a20be87928dd281d1fdb75e8a3b6679de1a2,NEM,0001164727,0001157523-19-000886,2019-04-25T10:56:02.000Z,https://www.sec.gov/Archives/edgar/data/1164727/000115752319000886/a51974292_ex991.htm,97c29a16cee13b047bdd657005a5f45e60534b8b65db93c5c8f35507bdeddedf,raw/97c29a16cee13b047bdd657005a5f45e60534b8b65db93c5c8f35507bdeddedf.gz,HTML_LI,li:72,0,b4c96e82a3ea4684046254cd4ca63e64d3f1658d695e12ab41b246513c83245a,INVENTORY,"[""inventory""]","[""CONTRACTION"",""EXPECTATION""]","[{""family"":""EXPECTATION"",""value"":""expected"",""start"":21,""end"":29,""negated"":false},{""family"":""CONTRACTION"",""value"":""lower"",""start"":62,""end"":67,""negated"":false}]",False,False,2,ef884fba34a46fe89924816e8dbd7a7d4b0cc0978111403f3854f7f1ebe38464,VALID,,codex-primary-source-review-v1,2026-08-02T05:22:20Z,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
SESI-0066,f37769605fc7dc06e0bf9891913e1462f198d7994928483bef3c3fa1a2f54a6e,XOM,0000034088,0001193125-14-112142,2014-03-24T19:13:09.000Z,https://www.sec.gov/Archives/edgar/data/34088/000119312514112142/d687041dex991.htm,9201738078b0abd2f99b0f24628853c8a62ab153725f1cca94bc12d6fc2213d0,raw/9201738078b0abd2f99b0f24628853c8a62ab153725f1cca94bc12d6fc2213d0.gz,HTML_P,p:1405,0,16fe30fde29d13bb4e8a8d92427120c69498fd7a19868028ed0268ff83109580,DEMAND,"[""demand""]","[""EXPECTATION""]","[{""family"":""EXPECTATION"",""value"":""project"",""start"":56,""end"":63,""negated"":false}]",False,False,0,423dbc2930365dcacfe932a376d3509792b8eb4c8ef570bc4395f6d2817c3e8e,VALID,,codex-primary-source-review-v1,2026-08-02T05:22:20Z,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
SESI-0067,fdaa58cfcadf4e4305e2a706b45b95d77bad63926a5911434699103113c09ba2,TSLA,0001318605,0001564590-18-001521,2018-02-07T21:11:19.000Z,https://www.sec.gov/Archives/edgar/data/1318605/000156459018001521/tsla-ex991_8.htm,2dceacba46492f011db2e88f6867213b90f1297a9489f974c8f8c091cebf663e,raw/2dceacba46492f011db2e88f6867213b90f1297a9489f974c8f8c091cebf663e.gz,HTML_P,p:394,1,f75e6d9b37b7870024dce8b3eb3a95b2cc00d5763d2f83b809f759831ec266fe,MARGIN,"[""gross margin"",""margin""]","[""EXPANSION"",""EXPECTATION""]","[{""family"":""EXPECTATION"",""value"":""expect"",""start"":3,""end"":9,""negated"":false},{""family"":""EXPECTATION"",""value"":""projects"",""start"":156,""end"":164,""negated"":false},{""family"":""EXPANSION"",""value"":""improve"",""start"":56,""end"":63,""negated"":false},{""family"":""EXPANSION"",""value"":""higher"",""start"":125,""end"":131,""negated"":false}]",False,True,2,7dd3cf7b857777d7e14a0cabe8919ab73d781c5a3460bdc8191c4945ab81baa6,VALID,,codex-primary-source-review-v1,2026-08-02T05:22:20Z,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
SESI-0068,b423a32492b8717bad0e3d021bfb6e6e644e82d94a5fead7848335a82ec20ef1,CAT,0000018230,0001104659-12-004076,2012-01-26T13:45:14.000Z,https://www.sec.gov/Archives/edgar/data/18230/000110465912004076/a12-3475_1ex99d1.htm,a822d8885aa03881764a139642f5c9c9b657e81766c58a3d8e7614751422b2fc,raw/a822d8885aa03881764a139642f5c9c9b657e81766c58a3d8e7614751422b2fc.gz,HTML_P,p:3094,3,22edde6a0680d128c175290e6e1197920392102622c02d2fa12c901c2a0a5579,INVENTORY,"[""inventories""]","[""EXPANSION"",""EXPECTATION""]","[{""family"":""EXPECTATION"",""value"":""expect"",""start"":3,""end"":9,""negated"":false},{""family"":""EXPANSION"",""value"":""increase"",""start"":69,""end"":77,""negated"":false},{""family"":""EXPANSION"",""value"":""higher"",""start"":126,""end"":132,""negated"":false}]",False,True,0,68f93e9b4819940a6f82275c39ba4c172676dfbbee50d84a7a0d603c256212ec,VALID,,codex-primary-source-review-v1,2026-08-02T05:22:20Z,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
SESI-0069,7f47166ca6e8e5ce47d5f26d5acdbcb246dbdff3b897bcc218207ff62a8ccca0,SHW,0000089800,0001193125-17-231644,2017-07-20T11:31:56.000Z,https://www.sec.gov/Archives/edgar/data/89800/000119312517231644/d430362dex99.htm,83b0c44c75c4e84247f7ac218b21506525c50624a89f2aec82bd6c2c351a75f7,raw/83b0c44c75c4e84247f7ac218b21506525c50624a89f2aec82bd6c2c351a75f7.gz,HTML_P,p:28,2,24cc078c37551ec060662fd4ee96e2e1e5f0c5e448ec2b18cc8e3725a748a0ce,INVENTORY,"[""inventory""]","[""EXPANSION""]","[{""family"":""EXPANSION"",""value"":""increased"",""start"":289,""end"":298,""negated"":false}]",False,True,1,f74f5edaef15ebe2744ad2960b34de9d1eb9c7ee299a2de1ae41de1da926a5ba,INVALID,TOPIC_CUE_SCOPE_MISMATCH: 변화·기대 표현이 추출 주제가 아니라 같은 문장의 다른 항목에 결합되어 있다.,codex-primary-source-review-v1,2026-08-02T05:22:20Z,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
SESI-0070,9bfa7570278a99290a22422900c8edc0fed9f90f69d491739fba8b8813e6faac,SLB,0000087347,0001193125-18-221884,2018-07-20T11:02:59.000Z,https://www.sec.gov/Archives/edgar/data/87347/000119312518221884/d542852dex99.htm,5ece7b2e459567799e2d1e37de9e9d6431e80e9e9739aed52a50f2b590bace76,raw/5ece7b2e459567799e2d1e37de9e9d6431e80e9e9739aed52a50f2b590bace76.gz,HTML_P,p:149,0,d33482bdb4744bee44b474d030c8be674b1bdfd8650c4a728b1c20eff0f14776,BACKLOG_OR_BOOKINGS,"[""backlog""]","[""CONTRACTION"",""EXPANSION"",""EXPECTATION""]","[{""family"":""EXPECTATION"",""value"":""project"",""start"":161,""end"":168,""negated"":false},{""family"":""EXPANSION"",""value"":""improved"",""start"":152,""end"":160,""negated"":false},{""family"":""CONTRACTION"",""value"":""declining"",""start"":258,""end"":267,""negated"":false}]",False,True,2,3d5c0a1272969156c4ab44b2d346b521f9cff0fea7a000d30c55d4a2a0a71023,VALID,,codex-primary-source-review-v1,2026-08-02T05:22:20Z,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
SESI-0071,0058661114deee64c14a720180ac4ec68a6aedab02ba388d04cf015fcd2f2a84,SLB,0000087347,0001193125-13-294854,2013-07-19T10:15:42.000Z,https://www.sec.gov/Archives/edgar/data/87347/000119312513294854/d570257dex991.htm,cfde29871ec38ab4ecfb036f721819e0205ee30c9808325672dac618ef87c4ce,raw/cfde29871ec38ab4ecfb036f721819e0205ee30c9808325672dac618ef87c4ce.gz,HTML_P,p:35,0,51239694118c42283fea64c648a5759628feb0fbb37f6b1085f3263dc1feb945,MARGIN,"[""margin"",""operating margin""]","[""EXPANSION""]","[{""family"":""EXPANSION"",""value"":""expanded"",""start"":82,""end"":90,""negated"":false}]",False,True,0,5dd1760dd4d56197fb6b61ce094c48b75968cc78345d9187d7883e3421c46412,VALID,,codex-primary-source-review-v1,2026-08-02T05:22:20Z,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
SESI-0072,3862f3d3e769f286fff6a706080de40c14e52706ef2e5410a9a0b3897e5bbc7a,ORCL,0001341439,0001564590-22-023099,2022-06-13T20:31:53.000Z,https://www.sec.gov/Archives/edgar/data/1341439/000156459022023099/orcl-ex991_6.htm,fde42dc82aafc76e58df528dfdfed6cfb385498924302314e2e3308e2fa80ecc,raw/fde42dc82aafc76e58df528dfdfed6cfb385498924302314e2e3308e2fa80ecc.gz,HTML_P,p:57,2,9b574a252c0131e548bfb4704828f0aec45c047e28d4319a233c44261895d6bb,DEMAND,"[""demand""]","[""EXPANSION""]","[{""family"":""EXPANSION"",""value"":""increase"",""start"":41,""end"":49,""negated"":false},{""family"":""EXPANSION"",""value"":""grew"",""start"":103,""end"":107,""negated"":false}]",False,False,3,4c324b4619d0376ab4a88ae81c76d847886234b8fe9ec4a194ec8cb86944a8a1,VALID,,codex-primary-source-review-v1,2026-08-02T05:22:20Z,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
SESI-0073,f6794db405a20bef212e4ade49df5dd6d80454131a93816d353bacbe5eede00e,NEM,0001164727,0001144204-12-059006,2012-11-01T21:29:49.000Z,https://www.sec.gov/Archives/edgar/data/1164727/000114420412059006/v327152_ex99-1.htm,b0dcaaaa0a7f641cea78ba076a4633ce00124bdf4a3b5bc3c5a9f33e51fa05ff,raw/b0dcaaaa0a7f641cea78ba076a4633ce00124bdf4a3b5bc3c5a9f33e51fa05ff.gz,HTML_P,p:39,5,eae173a5fea07aaca770ad94e5a34daebe7d56801abea6c1724a1b24aee0faf7,CAPITAL_SPENDING,"[""capital expenditure""]","[""EXPECTATION""]","[{""family"":""EXPECTATION"",""value"":""outlook"",""start"":65,""end"":72,""negated"":false}]",False,False,0,88cbde4d6be090dda354b7cf537026efa6090e1976bc530b32c7285069c5d180,VALID,,codex-primary-source-review-v1,2026-08-02T05:22:20Z,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
SESI-0074,98d62177f6df771c1fe0a6432ee91aea8e1844b2046311332c90e0a77d8e0b4e,GS,0000886982,0001193125-17-011736,2017-01-18T12:40:03.000Z,https://www.sec.gov/Archives/edgar/data/886982/000119312517011736/d323472dex991.htm,77f66470a6cdb2322e461818316fbdbe1df45cb7edc63bd79c6a91e59c66b9ec,raw/77f66470a6cdb2322e461818316fbdbe1df45cb7edc63bd79c6a91e59c66b9ec.gz,HTML_P,p:39,2,fd5dd850af46dd9643805e265cd3b19bd8e0fa13567980177da9b57f67d09863,MANAGEMENT_UNCERTAINTY,"[""volatility""]","[""CONTRACTION"",""UNCERTAINTY""]","[{""family"":""CONTRACTION"",""value"":""lower"",""start"":66,""end"":71,""negated"":false},{""family"":""UNCERTAINTY"",""value"":""volatility"",""start"":123,""end"":133,""negated"":false}]",False,False,1,7f49c68e8341d79c7a73dbb486847667d6d45223a3aedb8549d6ac453a6ee2c1,VALID,,codex-primary-source-review-v1,2026-08-02T05:22:20Z,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
SESI-0075,7673eb6f727e9a091082094e6b243b4968405da45a462cc73b6b3c4d641e18c9,CAT,0000018230,0001104659-12-004076,2012-01-26T13:45:14.000Z,https://www.sec.gov/Archives/edgar/data/18230/000110465912004076/a12-3475_1ex99d1.htm,a822d8885aa03881764a139642f5c9c9b657e81766c58a3d8e7614751422b2fc,raw/a822d8885aa03881764a139642f5c9c9b657e81766c58a3d8e7614751422b2fc.gz,HTML_P,p:374,3,38f4b78ffcb700ffcbde001efd315671efb5ce93ba33a64a7b29f24f5d73ecf1,INVENTORY,"[""inventory""]","[""EXPANSION""]","[{""family"":""EXPANSION"",""value"":""increase"",""start"":4,""end"":12,""negated"":false}]",False,False,0,9b1faf44136fdbdda7757e039a3dd808c2bc9c41efffa2fbda834440af2c1d32,VALID,,codex-primary-source-review-v1,2026-08-02T05:22:20Z,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
SESI-0076,dbc51dd599c9f6926d632113ed77a726ec3efe26a258ea8d08556e370aa9b7e4,CAT,0000018230,0001104659-12-004076,2012-01-26T13:45:14.000Z,https://www.sec.gov/Archives/edgar/data/18230/000110465912004076/a12-3475_1ex99d1.htm,a822d8885aa03881764a139642f5c9c9b657e81766c58a3d8e7614751422b2fc,raw/a822d8885aa03881764a139642f5c9c9b657e81766c58a3d8e7614751422b2fc.gz,HTML_P,p:29,0,26460d5f0b2e5e0e942f49a6272c99e307acd6d3d60acabd16be37ef04faf027,DEMAND,"[""demand""]","[""EXPANSION""]","[{""family"":""EXPANSION"",""value"":""increase"",""start"":10,""end"":18,""negated"":false},{""family"":""EXPANSION"",""value"":""increase"",""start"":68,""end"":76,""negated"":false}]",False,False,0,adb962a0d51de0e3b0f24e3f3b494762c6d4c8a3f6162c47e973f53ae31534fd,VALID,,codex-primary-source-review-v1,2026-08-02T05:22:20Z,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
SESI-0077,65e4203278954c5c181460fe4f22b9dee4bd9689ff172a388b95194ce1a663d3,SLB,0000087347,0001193125-22-266331,2022-10-21T11:11:32.000Z,https://www.sec.gov/Archives/edgar/data/87347/000119312522266331/d387926dex99.htm,e619421a53125e7553aab30fb9c595446391efcce15e21ae3ac57374faff2345,raw/e619421a53125e7553aab30fb9c595446391efcce15e21ae3ac57374faff2345.gz,HTML_P,p:356,0,7fddab6accae5d12d3661fefe752cf827e9c145df397e6543bc614841fa72350,BACKLOG_OR_BOOKINGS,"[""backlog""]","[""EXPANSION""]","[{""family"":""EXPANSION"",""value"":""increased"",""start"":43,""end"":52,""negated"":false},{""family"":""EXPANSION"",""value"":""higher"",""start"":73,""end"":79,""negated"":false}]",False,True,3,e2b2a453e80167023d070ec0168d6b1ec8eeda827161c7a95b96effe7b4e23ba,INVALID,TOPIC_CUE_SCOPE_MISMATCH: 변화·기대 표현이 추출 주제가 아니라 같은 문장의 다른 항목에 결합되어 있다.,codex-primary-source-review-v1,2026-08-02T05:22:20Z,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
SESI-0078,3daeb8e8d1e1080d2fdb724ea684ed8499e71d0162236261427e24a6ee461bed,CAT,0000018230,0001104659-14-029739,2014-04-24T12:35:30.000Z,https://www.sec.gov/Archives/edgar/data/18230/000110465914029739/a14-11018_1ex99d1.htm,a9b6642f0489b564dc5278076842b3271583d863b10c074e5799f9432061bd88,raw/a9b6642f0489b564dc5278076842b3271583d863b10c074e5799f9432061bd88.gz,HTML_P,p:1665,1,ac12aa3e1340b260b539d9c1e1e06a78d222a0f0fb84a71a16bafe8cab79d330,DEMAND,"[""demand""]","[""EXPANSION""]","[{""family"":""EXPANSION"",""value"":""increase"",""start"":20,""end"":28,""negated"":false},{""family"":""EXPANSION"",""value"":""higher"",""start"":50,""end"":56,""negated"":false},{""family"":""EXPANSION"",""value"":""increase"",""start"":91,""end"":99,""negated"":false}]",False,True,0,f29a6c875832f7644d278e8718889e56344e375cda76c28c5c344ea050b85cb9,VALID,,codex-primary-source-review-v1,2026-08-02T05:22:20Z,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
SESI-0079,4a8a50db7f2fc4fd2336ab25c242b3d52529784cc81066f5880a01dd63d37d5d,NEM,0001164727,0001144204-12-059006,2012-11-01T21:29:49.000Z,https://www.sec.gov/Archives/edgar/data/1164727/000114420412059006/v327152_ex99-1.htm,b0dcaaaa0a7f641cea78ba076a4633ce00124bdf4a3b5bc3c5a9f33e51fa05ff,raw/b0dcaaaa0a7f641cea78ba076a4633ce00124bdf4a3b5bc3c5a9f33e51fa05ff.gz,HTML_P,p:15,0,ff6e60fd2ec7521c0f18e55ab54c4756773cbca2dc94f98067f185517d60acf7,CAPITAL_SPENDING,"[""capital expenditure""]","[""EXPECTATION""]","[{""family"":""EXPECTATION"",""value"":""outlook"",""start"":65,""end"":72,""negated"":false}]",False,False,0,3185d44a60e3e6d5e8aaf65bf4e048379a2f73f6b710d460d30a07380c48b5a5,VALID,,codex-primary-source-review-v1,2026-08-02T05:22:20Z,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
SESI-0080,3916e32b655fd14af35ca2c1ebac234f51dd1c469cf600b49c0d96a4369aeaea,CAT,0000018230,0001104659-12-028060,2012-04-25T13:00:32.000Z,https://www.sec.gov/Archives/edgar/data/18230/000110465912028060/a12-10341_1ex99d1.htm,05b67e90265a463afc539830ee33448f7a512f7377edf114e08e8db1b0240bf7,raw/05b67e90265a463afc539830ee33448f7a512f7377edf114e08e8db1b0240bf7.gz,HTML_P,p:1575,0,227967d268c414fafd4cb14b68ff656c34e0eb559a28b0ccd1254bb42cec5a82,CAPITAL_SPENDING,"[""capital spending""]","[""EXPANSION""]","[{""family"":""EXPANSION"",""value"":""growth"",""start"":107,""end"":113,""negated"":false},{""family"":""EXPANSION"",""value"":""higher"",""start"":141,""end"":147,""negated"":false},{""family"":""EXPANSION"",""value"":""increased"",""start"":184,""end"":193,""negated"":false}]",False,False,0,22ee6154c4eaa74af0ba4464da349ded913584f37ad2f2f0da8c9665e7d38d05,VALID,,codex-primary-source-review-v1,2026-08-02T05:22:20Z,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
SESI-0081,b0bccb1a55e2f9623f6f9fa5b7bb14b14913cb919fa12f7f49f15a0a391778d4,XOM,0000034088,0001193125-15-101332,2015-03-23T16:21:46.000Z,https://www.sec.gov/Archives/edgar/data/34088/000119312515101332/d885026dex99.htm,7c43cbfb956b35bfa172cc0fbf8503cf8236023810d02c099155f61972255b36,raw/7c43cbfb956b35bfa172cc0fbf8503cf8236023810d02c099155f61972255b36.gz,HTML_P,p:510,2,0b327e489f3487d99da4e7f8e258a89a9a1794ccab0c81cddc0124aaa8a3f8df,DEMAND,"[""demand""]","[""EXPANSION""]","[{""family"":""EXPANSION"",""value"":""increased"",""start"":85,""end"":94,""negated"":false}]",False,False,1,6d2cf7ddbe7c9d67724cc036eedd7dc560d647c22acbbbc737da650b4cec401e,VALID,,codex-primary-source-review-v1,2026-08-02T05:22:20Z,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
SESI-0082,90094b4bcd1d6fd33f0a9e260e77adbb0f91527a5fe0a1a297a89946cc874ecf,SLB,0000087347,0001193125-16-434629,2016-01-21T21:29:01.000Z,https://www.sec.gov/Archives/edgar/data/87347/000119312516434629/d101672dex991.htm,f2b959aade944e2b4e8722f99fa6a1fde76d599402a6274229f373a1c8fa41a0,raw/f2b959aade944e2b4e8722f99fa6a1fde76d599402a6274229f373a1c8fa41a0.gz,HTML_P,p:122,1,bf60afc899cf5faededfae105a8ebb529625a15a3cac2ff7d22bd1589ada17cf,MARGIN,"[""margin"",""operating margin""]","[""EXPANSION""]","[{""family"":""EXPANSION"",""value"":""higher"",""start"":33,""end"":39,""negated"":false}]",False,True,1,fedb6c6ad29d552399a106f7428a106198afdf20d9ba4ef69312a41d7050b1a2,VALID,,codex-primary-source-review-v1,2026-08-02T05:22:20Z,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
