review_id,review_decision,review_reason
SG9-0001,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0002,INVALID,NEXT_YEAR_GUIDANCE_MAPPED_TO_PRIOR_YEAR
SG9-0003,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0004,VALID,UNCHANGED_CURRENT_GUIDANCE_CONFIRMED
SG9-0005,VALID,CURRENT_RANGE_DISTINGUISHED_FROM_PRIOR
SG9-0006,VALID,CURRENT_RANGE_DISTINGUISHED_FROM_PRIOR
SG9-0007,VALID,CURRENT_RANGE_DISTINGUISHED_FROM_PRIOR
SG9-0008,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0009,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0010,VALID,UNCHANGED_CURRENT_GUIDANCE_CONFIRMED
SG9-0011,INVALID,NON_GAAP_NARRATIVE_MISCLASSIFIED_AS_GAAP
SG9-0012,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0013,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0014,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0015,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0016,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0017,VALID,UNCHANGED_CURRENT_GUIDANCE_CONFIRMED
SG9-0018,INVALID,REPORTED_BASIS_NOT_BOUND_TO_GAAP
SG9-0019,INVALID,EXCLUDING_ITEMS_BASIS_LEFT_UNSPECIFIED
SG9-0020,VALID,RESPECTIVELY_MAPPING_CONFIRMED
SG9-0021,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0022,VALID,CURRENT_RANGE_DISTINGUISHED_FROM_PRIOR
SG9-0023,VALID,CURRENT_RANGE_DISTINGUISHED_FROM_PRIOR
SG9-0024,INVALID,FULL_YEAR_GUIDANCE_MAPPED_TO_REPORTING_QUARTER
SG9-0025,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0026,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0027,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0028,VALID,CURRENT_RANGE_DISTINGUISHED_FROM_PRIOR
SG9-0029,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0030,VALID,CURRENT_RANGE_DISTINGUISHED_FROM_PRIOR
SG9-0031,VALID,RESPECTIVELY_MAPPING_CONFIRMED
SG9-0032,VALID,UNCHANGED_CURRENT_GUIDANCE_CONFIRMED
SG9-0033,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0034,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0035,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0036,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0037,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0038,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0039,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0040,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0041,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0042,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0043,VALID,CURRENT_RANGE_DISTINGUISHED_FROM_PRIOR
SG9-0044,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0045,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0046,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0047,VALID,CURRENT_RANGE_DISTINGUISHED_FROM_PRIOR
SG9-0048,VALID,UNCHANGED_CURRENT_GUIDANCE_CONFIRMED
SG9-0049,INVALID,PREVIOUS_PRELIMINARY_GUIDANCE_SELECTED_AS_CURRENT
SG9-0050,VALID,REAFFIRMED_CURRENT_GUIDANCE_CONFIRMED
SG9-0051,VALID,REITERATED_CURRENT_GUIDANCE_CONFIRMED
SG9-0052,VALID,CURRENT_RANGE_DISTINGUISHED_FROM_PRIOR
SG9-0053,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0054,VALID,UNCHANGED_CURRENT_GUIDANCE_CONFIRMED
SG9-0055,INVALID,NEXT_YEAR_GUIDANCE_MAPPED_TO_PRIOR_YEAR
SG9-0056,VALID,UNCHANGED_CURRENT_GUIDANCE_CONFIRMED
SG9-0057,VALID,UNCHANGED_CURRENT_GUIDANCE_CONFIRMED
SG9-0058,VALID,REITERATED_CURRENT_GUIDANCE_CONFIRMED
SG9-0059,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0060,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0061,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0062,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0063,VALID,CURRENT_RANGE_DISTINGUISHED_FROM_PRIOR
SG9-0064,VALID,UNCHANGED_CURRENT_GUIDANCE_CONFIRMED
SG9-0065,VALID,CURRENT_RANGE_DISTINGUISHED_FROM_PRIOR
SG9-0066,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0067,VALID,CURRENT_RANGE_DISTINGUISHED_FROM_PRIOR
SG9-0068,VALID,CURRENT_RANGE_DISTINGUISHED_FROM_PRIOR
SG9-0069,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0070,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0071,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0072,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0073,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0074,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0075,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0076,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0077,VALID,ACCOUNTING_SCENARIO_RANGE_CONFIRMED
SG9-0078,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0079,VALID,ATOMIC_BINDING_CONFIRMED
SG9-0080,VALID,ATOMIC_BINDING_CONFIRMED
